,year,mmwr_week,Reporting Area,Malaria cummulative for 2004,Malaria cummulative for 2003,Meningococcal Disease cummulative for 2004,Meningococcal Disease cummulative for 2003,Pertussis cummulative for 2004,Pertussis cummulative for 2003,"Rabies, Animal cummulative for 2004","Rabies, Animal cummulative for 2003",Rocky Mountain Spotted Fever cummulative for 2004,Rocky Mountain Spotted Fever cummulative for 2003
56,2004,2,Tenn.,0,0,2,1,2,0,1,1,1,0
57,2004,2,Ala.,0,0,0,2,0,2,0,1,0,0
58,2004,2,Miss.,0,0,0,0,0,0,0,0,0,0
59,2004,2,W.S. CENTRAL,0,3,2,8,0,0,2,1,0,0
60,2004,2,Ark.,0,0,0,0,0,0,0,0,0,0
61,2004,2,La.,0,0,0,3,0,0,0,0,0,0
62,2004,2,Okla.,0,0,0,0,0,0,2,1,0,0
63,2004,2,Tex.,0,3,2,5,0,0,0,0,0,0
64,2004,2,MOUNTAIN,0,0,2,2,4,26,2,4,0,0
65,2004,2,Mont.,0,0,0,0,0,0,0,1,0,0
66,2004,2,Idaho,0,0,1,0,2,0,0,0,0,0
67,2004,2,Wyo.,0,0,1,0,1,0,0,0,0,0
68,2004,2,Colo.,0,0,0,0,0,10,0,0,0,0
69,2004,2,N. Mex.,0,0,0,1,0,3,0,0,0,0
70,2004,2,Ariz.,0,0,0,1,0,11,2,3,0,0
71,2004,2,Utah,0,0,0,0,1,0,0,0,0,0
72,2004,2,Nev.,0,0,0,0,0,2,0,0,0,0
73,2004,2,PACIFIC,3,3,26,2,12,56,1,0,0,0
74,2004,2,Wash.,0,0,0,0,0,0,0,0,0,0
75,2004,2,Oreg.,0,3,6,2,12,5,0,0,0,0
76,2004,2,Calif.,3,0,20,0,0,51,1,0,0,0
77,2004,2,Alaska,0,0,0,0,0,0,0,0,0,0
78,2004,2,Hawaii,0,0,0,0,0,0,0,0,0,0
79,2004,2,Guam,0,0,0,0,0,0,0,0,0,0
80,2004,2,P.R.,0,0,0,0,0,0,1,1,N,N
81,2004,2,V.I.,0,0,0,0,0,0,0,0,0,0
82,2004,2,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2004,2,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2004,3,UNITED STATES,31,42,89,74,193,289,124,199,10,16
18,2004,3,NEW ENGLAND,2,3,1,4,66,57,8,21,0,0
19,2004,3,Maine,0,1,0,0,0,0,0,0,0,0
20,2004,3,N.H.,0,0,0,0,0,0,0,1,0,0
21,2004,3,Vt.,0,0,0,0,2,13,0,2,0,0
22,2004,3,Mass.,2,2,1,3,64,43,4,8,0,0
23,2004,3,R.I.,0,0,0,0,0,0,0,0,0,0
24,2004,3,Conn.,0,0,0,1,0,1,4,10,0,0
25,2004,3,MID. ATLANTIC,2,9,11,8,53,25,14,41,2,2
26,2004,3,Upstate N.Y.,0,0,5,1,32,6,14,14,0,0
27,2004,3,N.Y. City,0,5,1,3,0,0,0,1,0,0
28,2004,3,N.J.,0,2,0,1,0,5,0,9,0,1
29,2004,3,Pa.,2,2,5,3,21,14,0,17,2,1
30,2004,3,E.N. CENTRAL,4,6,16,13,32,28,1,0,1,1
31,2004,3,Ohio,1,2,10,6,27,17,1,0,1,1
32,2004,3,Ind.,0,0,0,1,0,0,0,0,0,0
33,2004,3,Ill.,0,1,0,0,0,0,0,0,0,0
34,2004,3,Mich.,1,2,6,2,5,2,0,0,0,0
35,2004,3,Wis.,2,1,0,4,0,9,0,0,0,0
36,2004,3,W.N. CENTRAL,4,4,3,6,8,11,15,28,0,0
37,2004,3,Minn.,3,2,0,1,0,0,5,1,0,0
38,2004,3,Iowa,0,2,1,2,4,0,2,1,0,0
39,2004,3,Mo.,0,0,0,3,0,7,0,0,0,0
40,2004,3,N. Dak.,0,0,0,0,0,0,3,1,0,0
41,2004,3,S. Dak.,0,0,1,0,0,0,0,4,0,0
42,2004,3,Nebr.,0,0,0,0,0,0,0,2,0,0
43,2004,3,Kans.,1,0,1,0,4,4,5,19,0,0
44,2004,3,S. ATLANTIC,16,5,19,6,8,26,72,94,6,13
45,2004,3,Del.,0,0,0,2,0,0,0,0,0,0
46,2004,3,Md.,6,4,3,2,4,6,11,19,3,4
47,2004,3,D.C.,0,0,0,0,0,0,0,0,0,0
48,2004,3,Va.,0,0,2,0,3,0,0,8,0,0
49,2004,3,W. Va.,0,0,1,0,0,0,5,3,0,0
50,2004,3,N.C.,0,0,0,2,0,6,26,23,2,9
51,2004,3,S.C.,0,0,0,0,0,0,0,2,0,0
52,2004,3,Ga.,1,1,3,0,0,13,30,35,1,0
53,2004,3,Fla.,9,0,10,0,1,1,0,4,0,0
54,2004,3,E.S. CENTRAL,0,1,4,5,5,4,2,7,1,0
55,2004,3,Ky.,0,0,0,0,0,1,1,1,0,0
56,2004,3,Tenn.,0,0,3,1,4,0,1,5,1,0
57,2004,3,Ala.,0,1,1,2,1,3,0,1,0,0
58,2004,3,Miss.,0,0,0,2,0,0,0,0,0,0
59,2004,3,W.S. CENTRAL,0,4,2,13,0,0,4,1,0,0
60,2004,3,Ark.,0,0,0,1,0,0,2,0,0,0
61,2004,3,La.,0,0,0,4,0,0,0,0,0,0
62,2004,3,Okla.,0,0,0,1,0,0,2,1,0,0
63,2004,3,Tex.,0,4,2,7,0,0,0,0,0,0
64,2004,3,MOUNTAIN,0,1,2,2,8,37,4,5,0,0
65,2004,3,Mont.,0,0,0,0,3,0,0,1,0,0
66,2004,3,Idaho,0,0,1,0,3,0,0,0,0,0
67,2004,3,Wyo.,0,0,1,0,1,0,0,0,0,0
68,2004,3,Colo.,0,1,0,0,0,17,0,0,0,0
69,2004,3,N. Mex.,0,0,0,1,0,5,0,0,0,0
70,2004,3,Ariz.,0,0,0,1,0,11,4,4,0,0
71,2004,3,Utah,0,0,0,0,1,2,0,0,0,0
72,2004,3,Nev.,0,0,0,0,0,2,0,0,0,0
73,2004,3,PACIFIC,3,9,31,17,13,101,4,2,0,0
74,2004,3,Wash.,0,0,0,0,0,0,0,0,0,0
75,2004,3,Oreg.,0,3,7,5,13,7,0,0,0,0
76,2004,3,Calif.,3,6,23,11,0,94,4,2,0,0
77,2004,3,Alaska,0,0,0,0,0,0,0,0,0,0
78,2004,3,Hawaii,0,0,1,1,0,0,0,0,0,0
79,2004,3,Guam,0,0,0,0,0,0,0,0,0,0
80,2004,3,P.R.,0,0,0,1,0,0,1,1,N,N
81,2004,3,V.I.,0,0,0,0,0,0,0,0,0,0
82,2004,3,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2004,3,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2004,4,UNITED STATES,51,57,130,108,356,365,168,269,47,19
18,2004,4,NEW ENGLAND,4,3,3,5,152,70,11,31,3,0
19,2004,4,Maine,0,1,0,0,0,0,1,0,0,0
20,2004,4,N.H.,0,0,0,0,0,0,0,2,0,0
21,2004,4,Vt.,0,0,0,0,3,14,1,2,0,0
22,2004,4,Mass.,4,2,3,4,149,55,4,13,3,0
23,2004,4,R.I.,0,0,0,0,0,0,0,0,0,0
24,2004,4,Conn.,0,0,0,1,0,1,5,14,0,0
25,2004,4,MID. ATLANTIC,3,10,17,12,86,36,18,56,2,3
26,2004,4,Upstate N.Y.,0,1,5,1,57,9,18,17,0,0
27,2004,4,N.Y. City,0,5,1,4,0,0,0,1,0,0
28,2004,4,N.J.,0,2,0,2,0,6,0,12,0,2
29,2004,4,Pa.,3,2,11,5,29,21,0,26,2,1
30,2004,4,E.N. CENTRAL,5,9,21,20,52,33,1,1,1,1
31,2004,4,Ohio,1,2,10,6,43,22,1,0,1,1
32,2004,4,Ind.,0,0,2,3,0,0,0,0,0,0
33,2004,4,Ill.,0,4,0,3,0,0,0,0,0,0
34,2004,4,Mich.,2,2,8,4,8,2,0,1,0,0
35,2004,4,Wis.,2,1,1,4,1,9,0,0,0,0
36,2004,4,W.N. CENTRAL,4,4,6,9,8,12,21,39,0,1
37,2004,4,Minn.,3,2,0,1,0,0,6,3,0,0
38,2004,4,Iowa,0,2,2,2,4,1,6,3,0,1
39,2004,4,Mo.,0,0,0,5,0,7,0,0,0,0
40,2004,4,N. Dak.,0,0,0,0,0,0,4,5,0,0
41,2004,4,S. Dak.,0,0,1,0,0,0,0,4,0,0
42,2004,4,Nebr.,0,0,0,0,0,0,0,3,0,0
43,2004,4,Kans.,1,0,3,1,4,4,5,21,0,0
44,2004,4,S. ATLANTIC,27,8,28,9,17,35,94,122,38,14
45,2004,4,Del.,0,0,0,3,1,0,0,0,0,0
46,2004,4,Md.,9,5,3,2,6,9,11,24,3,5
47,2004,4,D.C.,0,0,0,0,0,0,0,0,0,0
48,2004,4,Va.,0,1,2,1,3,0,0,20,0,0
49,2004,4,W. Va.,0,1,3,0,0,0,6,4,0,0
50,2004,4,N.C.,1,0,3,3,0,12,40,27,34,9
51,2004,4,S.C.,1,0,1,0,0,0,7,8,0,0
52,2004,4,Ga.,2,1,4,0,0,13,30,35,1,0
53,2004,4,Fla.,14,0,12,0,7,1,0,4,0,0
54,2004,4,E.S. CENTRAL,1,1,5,7,6,6,5,8,2,0
55,2004,4,Ky.,0,0,0,0,0,2,1,1,0,0
56,2004,4,Tenn.,0,0,4,2,4,0,2,6,1,0
57,2004,4,Ala.,1,1,1,2,1,4,2,1,0,0
58,2004,4,Miss.,0,0,0,3,1,0,0,0,1,0
59,2004,4,W.S. CENTRAL,1,8,9,16,0,0,6,3,0,0
60,2004,4,Ark.,1,0,2,1,0,0,2,0,0,0
61,2004,4,La.,0,1,3,4,0,0,0,0,0,0
62,2004,4,Okla.,0,0,1,2,0,0,4,3,0,0
63,2004,4,Tex.,0,7,3,9,0,0,0,0,0,0
64,2004,4,MOUNTAIN,1,1,2,4,21,48,6,6,0,0
65,2004,4,Mont.,0,0,0,0,3,0,0,1,0,0
66,2004,4,Idaho,0,0,1,0,6,1,0,0,0,0
67,2004,4,Wyo.,0,0,1,0,2,0,0,0,0,0
68,2004,4,Colo.,0,1,0,0,8,22,0,0,0,0
69,2004,4,N. Mex.,1,0,0,1,0,6,0,0,0,0
70,2004,4,Ariz.,0,0,0,3,0,13,6,5,0,0
71,2004,4,Utah,0,0,0,0,2,4,0,0,0,0
72,2004,4,Nev.,0,0,0,0,0,2,0,0,0,0
73,2004,4,PACIFIC,5,13,39,26,14,125,6,3,1,0
74,2004,4,Wash.,0,2,0,2,2,0,0,0,0,0
75,2004,4,Oreg.,0,4,7,5,12,10,0,0,0,0
76,2004,4,Calif.,5,7,30,18,0,115,6,3,1,0
77,2004,4,Alaska,0,0,0,0,0,0,0,0,0,0
78,2004,4,Hawaii,0,0,2,1,0,0,0,0,0,0
79,2004,4,Guam,0,0,0,0,0,0,0,0,0,0
80,2004,4,P.R.,0,0,0,1,0,0,1,1,N,N
81,2004,4,V.I.,0,0,0,0,0,0,0,0,0,0
82,2004,4,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2004,4,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2004,5,UNITED STATES,71,171,169,236,515,596,206,490,50,43
18,2004,5,NEW ENGLAND,8,4,4,7,184,82,16,40,3,0
19,2004,5,Maine,0,1,0,0,0,0,1,2,0,0
20,2004,5,N.H.,0,0,0,0,0,0,0,2,0,0
21,2004,5,Vt.,0,0,1,0,5,14,3,2,0,0
22,2004,5,Mass.,6,3,3,6,179,67,7,15,3,0
23,2004,5,R.I.,0,0,0,0,0,0,0,0,0,0
24,2004,5,Conn.,2,0,0,1,0,1,5,19,0,0
25,2004,5,MID. ATLANTIC,9,16,22,18,142,53,26,60,3,5
26,2004,5,Upstate N.Y.,4,2,6,2,96,20,26,18,0,0
27,2004,5,N.Y. City,2,8,2,5,0,0,0,1,1,0
28,2004,5,N.J.,0,2,2,2,8,12,0,15,0,4
29,2004,5,Pa.,3,4,12,9,38,21,0,26,2,1
30,2004,5,E.N. CENTRAL,7,10,30,22,61,45,1,1,1,1
31,2004,5,Ohio,2,2,16,6,50,32,1,0,1,1
32,2004,5,Ind.,0,0,2,4,0,0,0,0,0,0
33,2004,5,Ill.,0,5,1,3,0,0,0,0,0,0
34,2004,5,Mich.,2,2,9,5,10,4,0,1,0,0
35,2004,5,Wis.,3,1,2,4,1,9,0,0,0,0
36,2004,5,W.N. CENTRAL,7,4,9,9,32,16,24,47,1,1
37,2004,5,Minn.,4,2,0,1,0,0,6,3,0,0
38,2004,5,Iowa,0,2,2,2,5,3,6,4,0,1
39,2004,5,Mo.,2,0,2,5,23,9,2,0,1,0
40,2004,5,N. Dak.,0,0,0,0,0,0,5,5,0,0
41,2004,5,S. Dak.,0,0,1,0,0,0,0,6,0,0
42,2004,5,Nebr.,0,0,0,0,0,0,0,3,0,0
43,2004,5,Kans.,1,0,4,1,4,4,5,26,0,0
44,2004,5,S. ATLANTIC,31,109,32,119,23,156,105,315,38,33
45,2004,5,Del.,0,0,0,4,1,0,1,0,0,0
46,2004,5,Md.,10,10,3,2,8,10,12,28,2,5
47,2004,5,D.C.,0,0,0,0,1,0,0,0,0,0
48,2004,5,Va.,0,1,2,2,3,1,0,33,0,0
49,2004,5,W. Va.,0,1,3,0,0,0,6,4,0,0
50,2004,5,N.C.,1,2,3,3,0,17,49,46,35,10
51,2004,5,S.C.,1,0,1,0,2,0,7,11,0,0
52,2004,5,Ga.,2,3,4,1,0,14,30,35,1,0
53,2004,5,Fla.,17,92,16,107,8,114,0,158,0,18
54,2004,5,E.S. CENTRAL,1,2,7,7,8,12,8,10,3,1
55,2004,5,Ky.,0,0,0,0,0,2,1,3,0,0
56,2004,5,Tenn.,0,0,4,2,5,3,5,6,1,1
57,2004,5,Ala.,1,2,1,2,1,7,2,1,1,0
58,2004,5,Miss.,0,0,2,3,2,0,0,0,1,0
59,2004,5,W.S. CENTRAL,1,8,9,19,0,0,11,5,0,2
60,2004,5,Ark.,1,0,2,1,0,0,4,0,0,0
61,2004,5,La.,0,1,3,5,0,0,0,0,0,0
62,2004,5,Okla.,0,0,1,2,0,0,7,5,0,0
63,2004,5,Tex.,0,7,3,11,0,0,0,0,0,2
64,2004,5,MOUNTAIN,1,2,7,5,36,68,8,7,0,0
65,2004,5,Mont.,0,0,0,0,3,0,0,1,0,0
66,2004,5,Idaho,0,0,1,0,6,2,0,0,0,0
67,2004,5,Wyo.,0,0,1,0,2,0,0,0,0,0
68,2004,5,Colo.,0,1,4,0,20,28,0,0,0,0
69,2004,5,N. Mex.,1,0,0,1,0,10,0,0,0,0
70,2004,5,Ariz.,0,1,1,3,3,15,8,6,0,0
71,2004,5,Utah,0,0,0,0,2,8,0,0,0,0
72,2004,5,Nev.,0,0,0,1,0,5,0,0,0,0
73,2004,5,PACIFIC,6,16,49,30,29,164,7,5,1,0
74,2004,5,Wash.,0,2,3,2,13,2,0,0,0,0
75,2004,5,Oreg.,0,4,9,7,16,17,0,0,0,0
76,2004,5,Calif.,6,10,35,20,0,145,7,4,1,0
77,2004,5,Alaska,0,0,0,0,0,0,0,1,0,0
78,2004,5,Hawaii,0,0,2,1,0,0,0,0,0,0
79,2004,5,Guam,0,0,0,0,0,0,0,0,0,0
80,2004,5,P.R.,0,0,0,1,0,0,7,3,N,N
81,2004,5,V.I.,0,0,0,0,0,0,0,0,0,0
82,2004,5,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2004,5,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2004,6,UNITED STATES,94,197,209,268,718,700,238,568,51,49
18,2004,6,NEW ENGLAND,8,6,6,10,235,90,19,49,4,0
19,2004,6,Maine,0,1,0,1,0,0,1,3,0,0
20,2004,6,N.H.,0,1,0,0,0,0,0,2,0,0
21,2004,6,Vt.,0,0,1,0,5,14,3,3,0,0
22,2004,6,Mass.,6,4,5,8,230,75,7,18,4,0
23,2004,6,R.I.,0,0,0,0,0,0,0,0,0,0
24,2004,6,Conn.,2,0,0,1,0,1,8,23,0,0
25,2004,6,MID. ATLANTIC,13,24,24,23,203,59,33,73,3,5
26,2004,6,Upstate N.Y.,4,4,6,2,142,23,33,26,0,0
27,2004,6,N.Y. City,5,11,4,7,0,0,0,1,1,0
28,2004,6,N.J.,0,3,2,2,15,13,0,18,0,4
29,2004,6,Pa.,4,6,12,12,46,23,0,28,2,1
30,2004,6,E.N. CENTRAL,8,12,31,24,99,53,1,4,0,1
31,2004,6,Ohio,2,3,17,6,55,39,1,0,0,1
32,2004,6,Ind.,0,0,2,4,0,0,0,2,0,0
33,2004,6,Ill.,0,6,1,4,0,0,0,0,0,0
34,2004,6,Mich.,3,2,9,6,12,4,0,2,0,0
35,2004,6,Wis.,3,1,2,4,32,10,0,0,0,0
36,2004,6,W.N. CENTRAL,8,4,10,11,38,18,32,58,1,1
37,2004,6,Minn.,4,2,1,1,2,0,7,3,0,0
38,2004,6,Iowa,1,2,2,4,6,4,8,5,0,1
39,2004,6,Mo.,2,0,2,5,25,10,2,0,1,0
40,2004,6,N. Dak.,0,0,0,0,0,0,5,8,0,0
41,2004,6,S. Dak.,0,0,1,0,0,0,0,6,0,0
42,2004,6,Nebr.,0,0,0,0,0,0,0,3,0,0
43,2004,6,Kans.,1,0,4,1,5,4,10,33,0,0
44,2004,6,S. ATLANTIC,36,112,37,121,28,157,114,344,39,39
45,2004,6,Del.,0,0,0,4,2,0,1,0,0,0
46,2004,6,Md.,12,11,4,3,12,11,13,29,3,5
47,2004,6,D.C.,0,0,0,0,1,0,0,0,0,0
48,2004,6,Va.,0,1,2,3,3,1,0,44,0,0
49,2004,6,W. Va.,0,1,3,0,0,0,8,7,0,0
50,2004,6,N.C.,1,4,3,3,0,17,55,54,35,16
51,2004,6,S.C.,1,0,1,0,2,0,7,13,0,0
52,2004,6,Ga.,4,3,6,1,0,14,30,35,1,0
53,2004,6,Fla.,18,92,18,107,8,114,0,162,0,18
54,2004,6,E.S. CENTRAL,1,2,7,10,11,15,9,12,3,1
55,2004,6,Ky.,0,0,0,1,1,2,2,3,0,0
56,2004,6,Tenn.,0,0,4,2,7,6,5,8,1,1
57,2004,6,Ala.,1,2,1,3,1,7,2,1,1,0
58,2004,6,Miss.,0,0,2,4,2,0,0,0,1,0
59,2004,6,W.S. CENTRAL,4,11,22,28,2,0,12,9,0,2
60,2004,6,Ark.,1,0,3,1,1,0,4,0,0,0
61,2004,6,La.,2,1,7,9,1,0,0,0,0,0
62,2004,6,Okla.,1,0,1,3,0,0,8,9,0,0
63,2004,6,Tex.,0,10,11,15,0,0,0,0,0,2
64,2004,6,MOUNTAIN,2,3,11,7,58,98,11,10,0,0
65,2004,6,Mont.,0,0,1,0,4,0,0,1,0,0
66,2004,6,Idaho,0,0,1,0,13,2,0,0,0,0
67,2004,6,Wyo.,0,0,1,0,2,0,0,0,0,0
68,2004,6,Colo.,0,2,4,0,30,36,0,0,0,0
69,2004,6,N. Mex.,1,0,0,1,0,11,0,0,0,0
70,2004,6,Ariz.,0,1,3,4,5,36,11,9,0,0
71,2004,6,Utah,0,0,1,0,4,8,0,0,0,0
72,2004,6,Nev.,1,0,0,2,0,5,0,0,0,0
73,2004,6,PACIFIC,14,23,61,34,44,210,7,9,1,0
74,2004,6,Wash.,2,3,3,2,27,5,0,0,0,0
75,2004,6,Oreg.,1,5,11,7,16,26,0,0,0,0
76,2004,6,Calif.,11,15,45,24,0,178,7,8,1,0
77,2004,6,Alaska,0,0,0,0,1,0,0,1,0,0
78,2004,6,Hawaii,0,0,2,1,0,1,0,0,0,0
79,2004,6,Guam,0,0,0,0,0,0,0,0,0,0
80,2004,6,P.R.,0,0,0,1,0,0,7,3,N,N
81,2004,6,V.I.,0,0,0,0,0,0,0,0,0,0
82,2004,6,Amer. Samoa,U,U,U,U,U,U,U,U,U,U
83,2004,6,C.N.M.I.,0,U,0,U,0,U,0,U,0,U
17,2004,7,UNITED STATES,115,218,247,311,845,821,300,624,62,50
18,2004,7,NEW ENGLAND,8,7,7,10,259,99,27,54,4,0
19,2004,7,Maine,0,1,0,1,0,0,1,4,0,0
20,2004,7,N.H.,0,2,0,0,4,0,1,3,0,0
21,2004,7,Vt.,0,0,1,0,10,17,3,3,0,0
22,2004,7,Mass.,6,4,6,8,243,81,12,21,4,0
23,2004,7,R.I.,0,0,0,0,0,0,0,0,0,0
24,2004,7,Conn.,2,0,0,1,2,1,10,23,0,0
25,2004,7,MID. ATLANTIC,16,30,30,27,234,73,67,87,4,6
26,2004,7,Upstate N.Y.,4,4,7,3,168,31,38,34,0,0
