,year,mmwr_week,Reporting Area,Meningococcal disease (continued); Other serogroups current week,Meningococcal disease (continued); Other serogroups previous 52 weeks maximum�,Meningococcal disease (continued); Other serogroups cummulative YTD for 2019�,Meningococcal disease (continued); Other serogroups cummulative YTD for 2018�,Meningococcal disease (continued); Unknown serogroup current week,Meningococcal disease (continued); Unknown serogroup previous 52 weeks maximum�,Meningococcal disease (continued); Unknown serogroup cummulative YTD for 2019�,Meningococcal disease (continued); Unknown serogroup cummulative YTD for 2018�,column labels in same order that data fields appears in each record below:
38,2019,13,North Dakota,0,0,0,0,0,0,0,0,
39,2019,13,South Dakota,0,0,0,0,0,0,0,0,
40,2019,13,South Atlantic,0,1,0,3,0,4,14,10,
41,2019,13,Delaware,0,0,0,0,0,1,0,0,
42,2019,13,District of Columbia,0,0,0,0,0,1,1,0,
43,2019,13,Florida,0,0,0,0,0,1,7,8,
44,2019,13,Georgia,0,0,0,2,0,1,3,0,
45,2019,13,Maryland,0,1,0,1,0,0,0,0,
46,2019,13,North Carolina,0,0,0,0,0,1,2,2,
47,2019,13,South Carolina,0,0,0,0,0,0,0,0,
48,2019,13,Virginia,0,0,0,0,0,1,1,0,
49,2019,13,West Virginia,0,1,0,0,0,0,0,0,
50,2019,13,East South Central,0,0,0,0,0,2,3,1,
51,2019,13,Alabama,0,0,0,0,0,0,0,1,
52,2019,13,Kentucky,0,0,0,0,0,1,1,0,
53,2019,13,Mississippi,0,0,0,0,0,1,2,0,
54,2019,13,Tennessee,0,0,0,0,0,1,0,0,
55,2019,13,West South Central,0,2,1,2,0,1,1,4,
56,2019,13,Arkansas,0,1,0,0,0,0,0,0,
57,2019,13,Louisiana,0,0,0,0,0,0,0,0,
58,2019,13,Oklahoma,0,1,0,0,0,0,0,0,
59,2019,13,Texas,0,1,1,2,0,1,1,4,
60,2019,13,Mountain,0,1,0,2,0,1,4,3,
61,2019,13,Arizona,0,0,0,0,0,0,0,0,
62,2019,13,Colorado,0,1,0,0,0,1,1,0,
63,2019,13,Idaho,0,0,0,2,0,0,0,0,
64,2019,13,Montana,0,0,0,0,0,1,2,0,
65,2019,13,Nevada,0,0,0,0,0,1,0,2,
66,2019,13,New Mexico,0,0,0,0,0,1,1,1,
67,2019,13,Utah,0,0,0,0,0,0,0,0,
68,2019,13,Wyoming,0,0,0,0,0,0,0,0,
69,2019,13,Pacific,0,1,0,0,0,3,9,21,
70,2019,13,Alaska,0,0,0,0,0,0,0,0,
71,2019,13,California,0,0,0,0,0,3,8,21,
72,2019,13,Hawaii,0,0,0,0,0,1,1,0,
73,2019,13,Oregon,0,0,0,0,0,0,0,0,
74,2019,13,Washington,0,1,0,0,0,2,0,0,
75,2019,13,U.S. Territories,0,0,0,0,0,0,0,0,
76,2019,13,American Samoa,0,0,0,0,0,0,0,0,
77,2019,13,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
78,2019,13,Guam,0,0,0,0,0,0,0,0,
79,2019,13,Puerto Rico,0,0,0,0,0,0,0,0,
80,2019,13,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
81,2019,13,Non-U.S. Residents,0,NC,0,NP,0,NC,0,NP,
82,2019,13,Total,0,2,1,12,2,8,49,56,
13,2019,14,"U.S. Residents, excluding U.S. Territories",0,2,3,11,1,9,55,60,
14,2019,14,New England,0,0,0,0,0,1,1,0,
15,2019,14,Connecticut,0,0,0,0,0,1,0,0,
16,2019,14,Maine,0,0,0,0,0,0,0,0,
17,2019,14,Massachusetts,0,0,0,0,0,1,1,0,
18,2019,14,New Hampshire,0,0,0,0,0,0,0,0,
19,2019,14,Rhode Island,0,0,0,0,0,0,0,0,
20,2019,14,Vermont,0,0,0,0,0,0,0,0,
21,2019,14,Middle Atlantic,0,0,0,1,0,3,11,8,
22,2019,14,New Jersey,0,0,0,0,0,1,1,2,
23,2019,14,New York (excluding New York City),0,0,0,1,0,0,0,1,
24,2019,14,New York City,0,0,0,0,0,1,4,1,
25,2019,14,Pennsylvania,0,0,0,0,0,2,6,4,
26,2019,14,East North Central,0,1,2,3,0,1,2,4,
27,2019,14,Illinois,0,1,2,1,0,0,0,0,
28,2019,14,Indiana,0,0,0,0,0,0,0,1,
29,2019,14,Michigan,0,0,0,0,0,1,0,0,
30,2019,14,Ohio,0,1,0,0,0,1,2,3,
31,2019,14,Wisconsin,0,0,0,2,0,1,0,0,
32,2019,14,West North Central,0,0,0,0,0,2,5,8,
33,2019,14,Iowa,0,0,0,0,0,1,1,1,
34,2019,14,Kansas,0,0,0,0,0,1,1,0,
35,2019,14,Minnesota,0,0,0,0,0,0,0,0,
36,2019,14,Missouri,0,0,0,0,0,1,3,7,
37,2019,14,Nebraska,0,0,0,0,0,1,0,0,
38,2019,14,North Dakota,0,0,0,0,0,0,0,0,
39,2019,14,South Dakota,0,0,0,0,0,0,0,0,
40,2019,14,South Atlantic,0,1,0,3,0,4,14,10,
41,2019,14,Delaware,0,0,0,0,0,1,0,0,
42,2019,14,District of Columbia,0,0,0,0,0,1,1,0,
43,2019,14,Florida,0,0,0,0,0,1,7,8,
44,2019,14,Georgia,0,0,0,2,0,1,3,0,
45,2019,14,Maryland,0,1,0,1,0,0,0,0,
46,2019,14,North Carolina,0,0,0,0,0,1,2,2,
47,2019,14,South Carolina,0,0,0,0,0,0,0,0,
48,2019,14,Virginia,0,0,0,0,0,1,1,0,
49,2019,14,West Virginia,0,1,0,0,0,0,0,0,
50,2019,14,East South Central,0,0,0,0,1,2,4,1,
51,2019,14,Alabama,0,0,0,0,0,0,0,1,
52,2019,14,Kentucky,0,0,0,0,0,1,1,0,
53,2019,14,Mississippi,0,0,0,0,0,1,2,0,
54,2019,14,Tennessee,0,0,0,0,1,1,1,0,
55,2019,14,West South Central,0,2,1,2,0,1,1,5,
56,2019,14,Arkansas,0,1,0,0,0,0,0,0,
57,2019,14,Louisiana,0,0,0,0,0,0,0,0,
58,2019,14,Oklahoma,0,1,0,0,0,0,0,0,
59,2019,14,Texas,0,1,1,2,0,1,1,5,
60,2019,14,Mountain,0,1,0,2,0,1,4,4,
61,2019,14,Arizona,0,0,0,0,0,0,0,0,
62,2019,14,Colorado,0,1,0,0,0,1,1,0,
63,2019,14,Idaho,0,0,0,2,0,0,0,0,
64,2019,14,Montana,0,0,0,0,0,1,2,0,
65,2019,14,Nevada,0,0,0,0,0,1,0,3,
66,2019,14,New Mexico,0,0,0,0,0,1,1,1,
67,2019,14,Utah,0,0,0,0,0,0,0,0,
68,2019,14,Wyoming,0,0,0,0,0,0,0,0,
69,2019,14,Pacific,0,1,0,0,0,3,13,20,
70,2019,14,Alaska,0,0,0,0,0,0,0,0,
71,2019,14,California,0,0,0,0,0,3,9,20,
72,2019,14,Hawaii,0,0,0,0,0,1,1,0,
73,2019,14,Oregon,0,0,0,0,0,0,0,0,
74,2019,14,Washington,0,1,0,0,0,2,3,0,
75,2019,14,U.S. Territories,0,0,0,0,0,0,0,0,
76,2019,14,American Samoa,0,0,0,0,0,0,0,0,
77,2019,14,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
78,2019,14,Guam,0,0,0,0,0,0,0,0,
79,2019,14,Puerto Rico,0,0,0,0,0,0,0,0,
80,2019,14,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
81,2019,14,Non-U.S. Residents,0,NC,0,NP,0,NC,0,NP,
82,2019,14,Total,0,2,3,11,1,9,55,60,
13,2019,15,"U.S. Residents, excluding U.S. Territories",0,2,3,11,3,9,62,58,
14,2019,15,New England,0,0,0,0,0,1,1,0,
15,2019,15,Connecticut,0,0,0,0,0,1,0,0,
16,2019,15,Maine,0,0,0,0,0,0,0,0,
17,2019,15,Massachusetts,0,0,0,0,0,1,1,0,
18,2019,15,New Hampshire,0,0,0,0,0,0,0,0,
19,2019,15,Rhode Island,0,0,0,0,0,0,0,0,
20,2019,15,Vermont,0,0,0,0,0,0,0,0,
21,2019,15,Middle Atlantic,0,0,0,1,1,3,14,8,
22,2019,15,New Jersey,0,0,0,0,0,1,1,2,
23,2019,15,New York (excluding New York City),0,0,0,1,0,0,0,1,
24,2019,15,New York City,0,0,0,0,1,1,6,1,
25,2019,15,Pennsylvania,0,0,0,0,0,3,7,4,
26,2019,15,East North Central,0,1,2,3,1,1,3,4,
27,2019,15,Illinois,0,1,2,1,0,0,0,0,
28,2019,15,Indiana,0,0,0,0,0,0,0,1,
29,2019,15,Michigan,0,0,0,0,0,1,0,0,
30,2019,15,Ohio,0,1,0,0,1,1,3,3,
31,2019,15,Wisconsin,0,0,0,2,0,0,0,0,
32,2019,15,West North Central,0,0,0,0,0,2,6,9,
33,2019,15,Iowa,0,0,0,0,0,1,1,1,
34,2019,15,Kansas,0,0,0,0,0,1,1,0,
35,2019,15,Minnesota,0,0,0,0,0,0,0,0,
36,2019,15,Missouri,0,0,0,0,0,1,4,8,
37,2019,15,Nebraska,0,0,0,0,0,1,0,0,
38,2019,15,North Dakota,0,0,0,0,0,0,0,0,
39,2019,15,South Dakota,0,0,0,0,0,0,0,0,
40,2019,15,South Atlantic,0,1,0,3,1,4,15,10,
41,2019,15,Delaware,0,0,0,0,0,1,0,0,
42,2019,15,District of Columbia,0,0,0,0,0,1,1,0,
43,2019,15,Florida,0,0,0,0,1,1,8,8,
44,2019,15,Georgia,0,0,0,2,0,1,3,0,
45,2019,15,Maryland,0,1,0,1,0,0,0,0,
46,2019,15,North Carolina,0,0,0,0,0,1,2,2,
47,2019,15,South Carolina,0,0,0,0,0,0,0,0,
48,2019,15,Virginia,0,0,0,0,0,1,1,0,
49,2019,15,West Virginia,0,1,0,0,0,0,0,0,
50,2019,15,East South Central,0,0,0,0,0,2,4,1,
51,2019,15,Alabama,0,0,0,0,0,0,0,1,
52,2019,15,Kentucky,0,0,0,0,0,1,1,0,
53,2019,15,Mississippi,0,0,0,0,0,1,2,0,
54,2019,15,Tennessee,0,0,0,0,0,1,1,0,
55,2019,15,West South Central,0,2,1,2,0,1,1,5,
56,2019,15,Arkansas,0,1,0,0,0,0,0,0,
57,2019,15,Louisiana,0,0,0,0,0,0,0,0,
58,2019,15,Oklahoma,0,1,0,0,0,0,0,0,
59,2019,15,Texas,0,1,1,2,0,1,1,5,
60,2019,15,Mountain,0,1,0,2,0,1,4,1,
61,2019,15,Arizona,0,0,0,0,0,0,0,0,
62,2019,15,Colorado,0,1,0,0,0,1,1,0,
63,2019,15,Idaho,0,0,0,2,0,0,0,0,
64,2019,15,Montana,0,0,0,0,0,1,2,0,
65,2019,15,Nevada,0,0,0,0,0,0,0,0,
66,2019,15,New Mexico,0,0,0,0,0,1,1,1,
67,2019,15,Utah,0,0,0,0,0,0,0,0,
68,2019,15,Wyoming,0,0,0,0,0,0,0,0,
69,2019,15,Pacific,0,1,0,0,0,3,14,20,
70,2019,15,Alaska,0,0,0,0,0,0,0,0,
71,2019,15,California,0,0,0,0,0,3,9,20,
72,2019,15,Hawaii,0,0,0,0,0,1,1,0,
73,2019,15,Oregon,0,0,0,0,0,0,0,0,
74,2019,15,Washington,0,1,0,0,0,2,4,0,
75,2019,15,U.S. Territories,0,0,0,0,0,0,0,0,
76,2019,15,American Samoa,0,0,0,0,0,0,0,0,
77,2019,15,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
78,2019,15,Guam,0,0,0,0,0,0,0,0,
79,2019,15,Puerto Rico,0,0,0,0,0,0,0,0,
80,2019,15,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
81,2019,15,Non-U.S. Residents,0,NC,0,NP,0,NC,0,NP,
82,2019,15,Total,0,2,3,11,3,9,62,58,
13,2019,16,"U.S. Residents, excluding U.S. Territories",0,2,4,12,2,9,67,57,
14,2019,16,New England,0,0,0,0,0,1,1,0,
15,2019,16,Connecticut,0,0,0,0,0,1,0,0,
16,2019,16,Maine,0,0,0,0,0,0,0,0,
17,2019,16,Massachusetts,0,0,0,0,0,1,1,0,
18,2019,16,New Hampshire,0,0,0,0,0,0,0,0,
19,2019,16,Rhode Island,0,0,0,0,0,0,0,0,
20,2019,16,Vermont,0,0,0,0,0,0,0,0,
21,2019,16,Middle Atlantic,0,0,0,1,0,3,14,8,
22,2019,16,New Jersey,0,0,0,0,0,1,1,2,
23,2019,16,New York (excluding New York City),0,0,0,1,0,0,0,1,
24,2019,16,New York City,0,0,0,0,0,1,6,1,
25,2019,16,Pennsylvania,0,0,0,0,0,3,7,4,
26,2019,16,East North Central,0,1,3,3,0,1,3,2,
27,2019,16,Illinois,0,1,3,1,0,0,0,0,
28,2019,16,Indiana,0,0,0,0,0,0,0,1,
29,2019,16,Michigan,0,0,0,0,0,1,0,0,
30,2019,16,Ohio,0,1,0,0,0,1,3,1,
31,2019,16,Wisconsin,0,0,0,2,0,0,0,0,
32,2019,16,West North Central,0,0,0,0,0,2,6,9,
33,2019,16,Iowa,0,0,0,0,0,1,1,1,
34,2019,16,Kansas,0,0,0,0,0,1,1,0,
35,2019,16,Minnesota,0,0,0,0,0,0,0,0,
36,2019,16,Missouri,0,0,0,0,0,1,4,8,
37,2019,16,Nebraska,0,0,0,0,0,1,0,0,
38,2019,16,North Dakota,0,0,0,0,0,0,0,0,
39,2019,16,South Dakota,0,0,0,0,0,0,0,0,
40,2019,16,South Atlantic,0,1,0,3,2,4,17,11,
41,2019,16,Delaware,0,0,0,0,0,1,0,0,
42,2019,16,District of Columbia,0,0,0,0,0,1,1,0,
43,2019,16,Florida,0,0,0,0,1,1,9,9,
44,2019,16,Georgia,0,0,0,2,0,1,3,0,
45,2019,16,Maryland,0,1,0,1,0,0,0,0,
46,2019,16,North Carolina,0,0,0,0,0,1,2,2,
47,2019,16,South Carolina,0,0,0,0,0,0,0,0,
48,2019,16,Virginia,0,0,0,0,1,1,2,0,
49,2019,16,West Virginia,0,1,0,0,0,0,0,0,
50,2019,16,East South Central,0,0,0,0,0,2,4,1,
51,2019,16,Alabama,0,0,0,0,0,0,0,1,
52,2019,16,Kentucky,0,0,0,0,0,1,1,0,
53,2019,16,Mississippi,0,0,0,0,0,1,2,0,
54,2019,16,Tennessee,0,0,0,0,0,1,1,0,
55,2019,16,West South Central,0,2,1,2,0,1,1,5,
56,2019,16,Arkansas,0,1,0,0,0,0,0,0,
57,2019,16,Louisiana,0,0,0,0,0,0,0,0,
58,2019,16,Oklahoma,0,1,0,0,0,0,0,0,
59,2019,16,Texas,0,1,1,2,0,1,1,5,
60,2019,16,Mountain,0,1,0,2,0,1,4,1,
61,2019,16,Arizona,0,0,0,0,0,0,0,0,
62,2019,16,Colorado,0,1,0,0,0,1,1,0,
63,2019,16,Idaho,0,0,0,2,0,0,0,0,
64,2019,16,Montana,0,0,0,0,0,1,2,0,
65,2019,16,Nevada,0,0,0,0,0,0,0,0,
66,2019,16,New Mexico,0,0,0,0,0,1,1,1,
67,2019,16,Utah,0,0,0,0,0,0,0,0,
68,2019,16,Wyoming,0,0,0,0,0,0,0,0,
69,2019,16,Pacific,0,1,0,1,0,3,17,20,
70,2019,16,Alaska,0,0,0,0,0,0,0,0,
71,2019,16,California,0,0,0,0,0,3,12,20,
72,2019,16,Hawaii,0,0,0,0,0,1,1,0,
73,2019,16,Oregon,0,0,0,0,0,0,0,0,
74,2019,16,Washington,0,1,0,1,0,2,4,0,
75,2019,16,U.S. Territories,0,0,0,0,0,0,0,0,
76,2019,16,American Samoa,0,0,0,0,0,0,0,0,
77,2019,16,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
78,2019,16,Guam,0,0,0,0,0,0,0,0,
79,2019,16,Puerto Rico,0,0,0,0,0,0,0,0,
80,2019,16,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
81,2019,16,Non-U.S. Residents,0,NC,0,NP,0,NC,0,NP,
82,2019,16,Total,0,2,4,12,2,9,67,57,
13,2019,17,"U.S. Residents, excluding U.S. Territories",0,2,5,12,2,9,69,60,
14,2019,17,New England,0,1,0,0,0,1,2,0,
15,2019,17,Connecticut,0,0,0,0,0,1,0,0,
16,2019,17,Maine,0,0,0,0,0,0,0,0,
17,2019,17,Massachusetts,0,1,0,0,0,1,2,0,
18,2019,17,New Hampshire,0,0,0,0,0,0,0,0,
19,2019,17,Rhode Island,0,0,0,0,0,0,0,0,
20,2019,17,Vermont,0,0,0,0,0,0,0,0,
21,2019,17,Middle Atlantic,0,0,0,1,0,3,14,9,
22,2019,17,New Jersey,0,0,0,0,0,1,1,2,
23,2019,17,New York (excluding New York City),0,0,0,1,0,0,0,1,
24,2019,17,New York City,0,0,0,0,0,1,6,1,
25,2019,17,Pennsylvania,0,0,0,0,0,3,7,5,
26,2019,17,East North Central,0,1,3,3,0,1,3,2,
27,2019,17,Illinois,0,1,3,1,0,0,0,0,
28,2019,17,Indiana,0,0,0,0,0,0,0,1,
29,2019,17,Michigan,0,0,0,0,0,1,0,1,
30,2019,17,Ohio,0,0,0,0,0,1,3,0,
31,2019,17,Wisconsin,0,0,0,2,0,0,0,0,
32,2019,17,West North Central,0,0,0,0,0,2,6,9,
33,2019,17,Iowa,0,0,0,0,0,1,1,1,
34,2019,17,Kansas,0,0,0,0,0,1,1,0,
35,2019,17,Minnesota,0,0,0,0,0,0,0,0,
36,2019,17,Missouri,0,0,0,0,0,1,4,8,
37,2019,17,Nebraska,0,0,0,0,0,1,0,0,
38,2019,17,North Dakota,0,0,0,0,0,0,0,0,
39,2019,17,South Dakota,0,0,0,0,0,0,0,0,
40,2019,17,South Atlantic,0,1,0,3,1,4,18,12,
41,2019,17,Delaware,0,0,0,0,0,1,0,0,
42,2019,17,District of Columbia,0,0,0,0,0,1,1,0,
43,2019,17,Florida,0,0,0,0,1,1,10,10,
44,2019,17,Georgia,0,0,0,2,0,1,3,0,
45,2019,17,Maryland,0,1,0,1,0,0,0,0,
46,2019,17,North Carolina,0,0,0,0,0,1,2,2,
47,2019,17,South Carolina,0,0,0,0,0,0,0,0,
48,2019,17,Virginia,0,0,0,0,0,1,2,0,
49,2019,17,West Virginia,0,1,0,0,0,0,0,0,
50,2019,17,East South Central,0,1,1,0,0,2,3,1,
51,2019,17,Alabama,0,0,0,0,0,0,0,1,
52,2019,17,Kentucky,0,0,0,0,0,1,1,0,
53,2019,17,Mississippi,0,0,0,0,0,1,2,0,
54,2019,17,Tennessee,0,1,1,0,0,1,0,0,
55,2019,17,West South Central,0,2,1,2,0,1,1,5,
56,2019,17,Arkansas,0,1,0,0,0,0,0,0,
57,2019,17,Louisiana,0,0,0,0,0,0,0,0,
58,2019,17,Oklahoma,0,1,0,0,0,0,0,0,
59,2019,17,Texas,0,1,1,2,0,1,1,5,
60,2019,17,Mountain,0,1,0,2,1,1,5,1,
61,2019,17,Arizona,0,0,0,0,0,0,0,0,
62,2019,17,Colorado,0,1,0,0,1,1,2,0,
63,2019,17,Idaho,0,0,0,2,0,0,0,0,
64,2019,17,Montana,0,0,0,0,0,1,2,0,
65,2019,17,Nevada,0,0,0,0,0,0,0,0,
66,2019,17,New Mexico,0,0,0,0,0,1,1,1,
67,2019,17,Utah,0,0,0,0,0,0,0,0,
68,2019,17,Wyoming,0,0,0,0,0,0,0,0,
69,2019,17,Pacific,0,1,0,1,0,3,17,21,
70,2019,17,Alaska,0,0,0,0,0,0,0,0,
71,2019,17,California,0,0,0,0,0,3,12,21,
72,2019,17,Hawaii,0,0,0,0,0,1,1,0,
73,2019,17,Oregon,0,0,0,0,0,0,0,0,
74,2019,17,Washington,0,1,0,1,0,2,4,0,
75,2019,17,U.S. Territories,0,0,0,0,0,0,0,0,
76,2019,17,American Samoa,0,0,0,0,0,0,0,0,
77,2019,17,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
78,2019,17,Guam,0,0,0,0,0,0,0,0,
79,2019,17,Puerto Rico,0,0,0,0,0,0,0,0,
80,2019,17,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
81,2019,17,Non-U.S. Residents,0,NC,0,NP,0,NC,0,NP,
82,2019,17,Total,0,2,5,12,2,9,69,60,
13,2019,18,"U.S. Residents, excluding U.S. Territories",1,2,6,12,1,9,78,62,
14,2019,18,New England,0,1,0,0,0,1,2,0,
15,2019,18,Connecticut,0,0,0,0,0,1,0,0,
16,2019,18,Maine,0,0,0,0,0,0,0,0,
17,2019,18,Massachusetts,0,1,0,0,0,1,2,0,
18,2019,18,New Hampshire,0,0,0,0,0,0,0,0,
19,2019,18,Rhode Island,0,0,0,0,0,0,0,0,
20,2019,18,Vermont,0,0,0,0,0,0,0,0,
21,2019,18,Middle Atlantic,0,0,0,1,0,3,14,10,
22,2019,18,New Jersey,0,0,0,0,0,1,1,3,
23,2019,18,New York (excluding New York City),0,0,0,1,0,0,0,1,
24,2019,18,New York City,0,0,0,0,0,1,6,1,
25,2019,18,Pennsylvania,0,0,0,0,0,3,7,5,
26,2019,18,East North Central,0,1,3,3,0,1,3,2,
27,2019,18,Illinois,0,1,3,1,0,0,0,0,
28,2019,18,Indiana,0,0,0,0,0,0,0,1,
29,2019,18,Michigan,0,0,0,0,0,0,0,1,
30,2019,18,Ohio,0,0,0,0,0,1,3,0,
31,2019,18,Wisconsin,0,0,0,2,0,0,0,0,
32,2019,18,West North Central,1,0,1,0,0,2,7,9,
33,2019,18,Iowa,0,0,0,0,0,1,1,1,
34,2019,18,Kansas,0,0,0,0,0,1,1,0,
35,2019,18,Minnesota,0,0,0,0,0,0,0,0,
36,2019,18,Missouri,0,0,0,0,0,1,5,8,
37,2019,18,Nebraska,1,0,1,0,0,1,0,0,
38,2019,18,North Dakota,0,0,0,0,0,0,0,0,
39,2019,18,South Dakota,0,0,0,0,0,0,0,0,
40,2019,18,South Atlantic,0,1,0,3,1,4,20,13,
41,2019,18,Delaware,0,0,0,0,0,1,0,0,
42,2019,18,District of Columbia,0,0,0,0,0,1,1,0,
43,2019,18,Florida,0,0,0,0,1,1,11,11,
44,2019,18,Georgia,0,0,0,2,0,1,4,0,
45,2019,18,Maryland,0,1,0,1,0,0,0,0,
46,2019,18,North Carolina,0,0,0,0,0,1,2,2,
47,2019,18,South Carolina,0,0,0,0,0,0,0,0,
48,2019,18,Virginia,0,0,0,0,0,1,2,0,
49,2019,18,West Virginia,0,1,0,0,0,0,0,0,
50,2019,18,East South Central,0,1,1,0,0,2,6,1,
51,2019,18,Alabama,0,0,0,0,0,0,0,1,
52,2019,18,Kentucky,0,0,0,0,0,1,3,0,
53,2019,18,Mississippi,0,0,0,0,0,1,3,0,
54,2019,18,Tennessee,0,1,1,0,0,1,0,0,
55,2019,18,West South Central,0,2,1,2,0,1,1,5,
56,2019,18,Arkansas,0,1,0,0,0,0,0,0,
57,2019,18,Louisiana,0,0,0,0,0,0,0,0,
58,2019,18,Oklahoma,0,1,0,0,0,0,0,0,
59,2019,18,Texas,0,1,1,2,0,1,1,5,
60,2019,18,Mountain,0,1,0,2,0,1,5,1,
61,2019,18,Arizona,0,0,0,0,0,0,0,0,
62,2019,18,Colorado,0,1,0,0,0,1,2,0,
63,2019,18,Idaho,0,0,0,2,0,0,0,0,
64,2019,18,Montana,0,0,0,0,0,1,2,0,
65,2019,18,Nevada,0,0,0,0,0,0,0,0,
66,2019,18,New Mexico,0,0,0,0,0,1,1,1,
67,2019,18,Utah,0,0,0,0,0,0,0,0,
68,2019,18,Wyoming,0,0,0,0,0,0,0,0,
69,2019,18,Pacific,0,1,0,1,0,3,20,21,
70,2019,18,Alaska,0,0,0,0,0,0,0,0,
71,2019,18,California,0,0,0,0,0,3,13,21,
72,2019,18,Hawaii,0,0,0,0,0,1,1,0,
73,2019,18,Oregon,0,0,0,0,0,1,1,0,
74,2019,18,Washington,0,1,0,1,0,2,5,0,
75,2019,18,U.S. Territories,0,0,0,0,0,0,0,0,
76,2019,18,American Samoa,0,0,0,0,0,0,0,0,
77,2019,18,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
78,2019,18,Guam,0,0,0,0,0,0,0,0,
79,2019,18,Puerto Rico,0,0,0,0,0,0,0,0,
80,2019,18,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
81,2019,18,Non-U.S. Residents,0,NC,0,NP,0,NC,0,NP,
82,2019,18,Total,1,2,6,12,1,9,78,62,
13,2019,19,"U.S. Residents, excluding U.S. Territories",0,2,6,13,1,9,78,67,
14,2019,19,New England,0,1,0,0,0,1,1,0,
15,2019,19,Connecticut,0,0,0,0,0,0,0,0,
16,2019,19,Maine,0,0,0,0,0,0,0,0,
17,2019,19,Massachusetts,0,1,0,0,0,1,1,0,
18,2019,19,New Hampshire,0,0,0,0,0,0,0,0,
19,2019,19,Rhode Island,0,0,0,0,0,0,0,0,
20,2019,19,Vermont,0,0,0,0,0,0,0,0,
21,2019,19,Middle Atlantic,0,0,0,1,0,3,14,10,
22,2019,19,New Jersey,0,0,0,0,0,1,1,3,
23,2019,19,New York (excluding New York City),0,0,0,1,0,0,0,1,
24,2019,19,New York City,0,0,0,0,0,1,6,1,
25,2019,19,Pennsylvania,0,0,0,0,0,3,7,5,
26,2019,19,East North Central,0,1,3,3,0,1,3,2,
27,2019,19,Illinois,0,1,3,1,0,0,0,0,
28,2019,19,Indiana,0,0,0,0,0,0,0,1,
29,2019,19,Michigan,0,0,0,0,0,0,0,1,
30,2019,19,Ohio,0,0,0,0,0,1,3,0,
31,2019,19,Wisconsin,0,0,0,2,0,0,0,0,
32,2019,19,West North Central,0,1,1,0,0,2,7,9,
33,2019,19,Iowa,0,0,0,0,0,1,1,1,
34,2019,19,Kansas,0,0,0,0,0,1,1,0,
35,2019,19,Minnesota,0,0,0,0,0,0,0,0,
36,2019,19,Missouri,0,0,0,0,0,1,5,8,
37,2019,19,Nebraska,0,1,1,0,0,1,0,0,
38,2019,19,North Dakota,0,0,0,0,0,0,0,0,
39,2019,19,South Dakota,0,0,0,0,0,0,0,0,
40,2019,19,South Atlantic,0,1,0,3,0,4,19,15,
41,2019,19,Delaware,0,0,0,0,0,1,0,1,
42,2019,19,District of Columbia,0,0,0,0,0,1,1,0,
43,2019,19,Florida,0,0,0,0,0,1,11,11,
44,2019,19,Georgia,0,0,0,2,0,1,3,1,
45,2019,19,Maryland,0,1,0,1,0,0,0,0,
46,2019,19,North Carolina,0,0,0,0,0,1,2,2,
47,2019,19,South Carolina,0,0,0,0,0,0,0,0,
48,2019,19,Virginia,0,0,0,0,0,1,2,0,
49,2019,19,West Virginia,0,1,0,0,0,0,0,0,
50,2019,19,East South Central,0,1,1,0,0,2,6,1,
51,2019,19,Alabama,0,0,0,0,0,0,0,1,
52,2019,19,Kentucky,0,0,0,0,0,1,3,0,
53,2019,19,Mississippi,0,0,0,0,0,1,3,0,
54,2019,19,Tennessee,0,1,1,0,0,1,0,0,
55,2019,19,West South Central,0,2,1,2,1,1,2,5,
56,2019,19,Arkansas,0,1,0,0,1,0,1,0,
57,2019,19,Louisiana,0,0,0,0,0,0,0,0,
58,2019,19,Oklahoma,0,1,0,0,0,0,0,0,
59,2019,19,Texas,0,1,1,2,0,1,1,5,
60,2019,19,Mountain,0,1,0,2,0,1,5,1,
61,2019,19,Arizona,0,0,0,0,0,0,0,0,
62,2019,19,Colorado,0,1,0,0,0,1,2,0,
63,2019,19,Idaho,0,0,0,2,0,0,0,0,
64,2019,19,Montana,0,0,0,0,0,1,2,0,
65,2019,19,Nevada,0,0,0,0,0,0,0,0,
66,2019,19,New Mexico,0,0,0,0,0,1,1,1,
67,2019,19,Utah,0,0,0,0,0,0,0,0,
68,2019,19,Wyoming,0,0,0,0,0,0,0,0,
69,2019,19,Pacific,0,1,0,2,0,3,21,24,
70,2019,19,Alaska,0,0,0,0,0,0,0,0,
71,2019,19,California,0,0,0,0,0,3,14,22,
72,2019,19,Hawaii,0,0,0,0,0,1,1,0,
73,2019,19,Oregon,0,0,0,0,0,1,1,0,
