,year,mmwr_week,Reporting Area,Meningococcal Disease cummulative for 2002,Meningococcal Disease cummulative for 2001,Mumps cummulative for 2002,Mumps cummulative for 2001,Pertussis cummulative for 2002,Pertussis cummulative for 2001,"Rabies, Animal cummulative for 2002","Rabies, Animal cummulative for 2001"
76,2002,29,Hawaii,6,8,11,24,8,23,0,0
77,2002,29,Guam,0,0,0,0,0,0,0,0
78,2002,29,P.R.,3,4,0,0,1,0,46,62
79,2002,29,V.I.,0,0,0,0,0,0,0,0
80,2002,29,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,29,C.N.M.I.,0,U,0,U,1,U,0,U
15,2002,30,UNITED STATES,987,"1,565",161,132,"3,646","2,865","3,071","3,958"
16,2002,30,NEW ENGLAND,67,75,7,0,351,263,452,363
17,2002,30,Maine,6,1,0,0,5,0,27,40
18,2002,30,N.H.,8,9,4,0,6,14,11,6
19,2002,30,Vt.,4,5,0,0,66,24,64,37
20,2002,30,Mass.,31,44,2,0,264,209,156,132
21,2002,30,R.I.,5,2,0,0,4,2,35,31
22,2002,30,Conn.,13,14,1,0,6,14,159,117
23,2002,30,MID. ATLANTIC,105,164,14,15,165,202,582,668
24,2002,30,Upstate N.Y.,31,45,2,2,118,105,349,409
25,2002,30,N.Y. City,13,26,1,9,8,33,10,16
26,2002,30,N.J.,22,30,1,0,3,8,91,109
27,2002,30,Pa.,39,63,10,4,36,56,132,134
28,2002,30,E.N. CENTRAL,148,225,18,17,454,385,46,52
29,2002,30,Ohio,56,61,3,1,242,187,13,16
30,2002,30,Ind.,23,25,2,1,24,27,12,1
31,2002,30,Ill.,30,58,6,12,76,43,8,8
32,2002,30,Mich.,27,50,6,2,33,31,13,20
33,2002,30,Wis.,12,31,1,1,79,97,0,7
34,2002,30,W.N. CENTRAL,92,99,12,6,339,132,238,210
35,2002,30,Minn.,22,15,3,2,117,31,19,20
36,2002,30,Iowa,12,21,1,0,115,16,42,44
37,2002,30,Mo.,35,35,3,0,69,64,21,20
38,2002,30,N. Dak.,0,5,1,0,0,0,11,24
39,2002,30,S. Dak.,2,4,0,0,5,3,41,32
40,2002,30,Nebr.,16,10,0,1,3,4,0,4
41,2002,30,Kans.,5,9,4,3,30,14,104,66
42,2002,30,S. ATLANTIC,168,241,17,18,225,135,"1,285","1,385"
43,2002,30,Del.,6,3,0,0,2,0,24,22
44,2002,30,Md.,4,34,3,4,26,20,165,279
45,2002,30,D.C.,0,0,0,0,1,1,0,0
46,2002,30,Va.,28,30,3,2,92,13,297,249
47,2002,30,W. Va.,0,10,0,0,17,1,103,76
48,2002,30,N.C.,19,56,1,1,20,46,387,337
49,2002,30,S.C.,15,25,2,1,28,22,43,75
50,2002,30,Ga.,25,34,4,7,16,17,132,230
51,2002,30,Fla.,71,49,4,3,23,15,134,117
52,2002,30,E.S. CENTRAL,61,104,11,3,124,66,98,149
53,2002,30,Ky.,11,19,4,1,49,16,17,15
54,2002,30,Tenn.,23,44,2,0,45,29,53,106
55,2002,30,Ala.,16,29,2,0,23,18,28,28
56,2002,30,Miss.,11,12,3,2,7,3,0,0
57,2002,30,W.S. CENTRAL,60,243,11,9,868,264,72,761
58,2002,30,Ark.,20,14,0,0,374,12,0,0
59,2002,30,La.,23,60,1,2,4,4,0,5
60,2002,30,Okla.,16,22,0,0,51,9,72,45
61,2002,30,Tex.,1,147,10,7,439,239,0,711
62,2002,30,MOUNTAIN,65,72,13,9,507,927,142,147
63,2002,30,Mont.,2,3,0,0,3,14,8,21
64,2002,30,Idaho,3,7,1,0,46,165,11,2
65,2002,30,Wyo.,0,4,0,1,7,0,14,20
66,2002,30,Colo.,20,27,2,2,195,176,23,0
67,2002,30,N. Mex.,3,9,1,2,111,55,4,7
68,2002,30,Ariz.,20,11,1,1,94,461,78,94
69,2002,30,Utah,4,7,5,1,31,45,2,2
70,2002,30,Nev.,13,4,3,2,20,11,2,1
71,2002,30,PACIFIC,221,342,58,55,613,491,156,223
72,2002,30,Wash.,44,46,0,1,269,82,0,0
73,2002,30,Oreg.,34,41,N,N,119,33,3,0
74,2002,30,Calif.,136,244,47,28,213,347,129,185
75,2002,30,Alaska,1,2,0,1,4,2,24,38
76,2002,30,Hawaii,6,9,11,25,8,27,0,0
77,2002,30,Guam,0,0,0,0,0,0,0,0
78,2002,30,P.R.,3,4,0,0,1,0,46,63
79,2002,30,V.I.,0,0,0,0,0,0,0,0
80,2002,30,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,30,C.N.M.I.,0,U,0,U,1,U,0,U
15,2002,31,UNITED STATES,"1,017","1,588",168,139,"3,909","2,980","3,314","4,111"
16,2002,31,NEW ENGLAND,68,75,7,0,357,268,471,385
17,2002,31,Maine,6,1,0,0,5,0,28,42
18,2002,31,N.H.,8,9,4,0,8,14,11,6
19,2002,31,Vt.,4,5,0,0,70,24,70,37
20,2002,31,Mass.,32,44,2,0,264,213,160,141
21,2002,31,R.I.,5,2,0,0,4,2,36,34
22,2002,31,Conn.,13,14,1,0,6,15,166,125
23,2002,31,MID. ATLANTIC,107,166,14,17,168,215,605,706
24,2002,31,Upstate N.Y.,33,45,2,2,121,105,369,437
25,2002,31,N.Y. City,13,26,1,11,8,33,10,18
26,2002,31,N.J.,22,30,1,0,3,8,91,111
27,2002,31,Pa.,39,65,10,4,36,69,135,140
28,2002,31,E.N. CENTRAL,151,234,18,17,493,397,53,57
29,2002,31,Ohio,57,62,3,1,254,187,16,17
30,2002,31,Ind.,23,28,2,1,36,32,13,1
31,2002,31,Ill.,30,59,6,12,83,43,8,9
32,2002,31,Mich.,29,51,6,2,34,33,16,22
33,2002,31,Wis.,12,34,1,1,86,102,0,8
34,2002,31,W.N. CENTRAL,92,100,12,6,348,134,239,216
35,2002,31,Minn.,22,15,3,2,118,31,20,23
36,2002,31,Iowa,12,21,1,0,115,16,42,47
37,2002,31,Mo.,35,36,3,0,72,65,21,20
38,2002,31,N. Dak.,0,5,1,0,0,0,11,24
39,2002,31,S. Dak.,2,4,0,0,5,3,41,32
40,2002,31,Nebr.,16,10,0,1,3,4,0,4
41,2002,31,Kans.,5,9,4,3,35,15,104,66
42,2002,31,S. ATLANTIC,178,243,19,20,233,137,"1,455","1,430"
43,2002,31,Del.,6,3,0,0,2,0,24,25
44,2002,31,Md.,4,34,4,4,31,20,168,286
45,2002,31,D.C.,0,0,0,0,1,1,0,0
46,2002,31,Va.,28,30,3,4,93,15,289,259
47,2002,31,W. Va.,0,10,0,0,17,1,109,80
48,2002,31,N.C.,19,57,1,1,20,46,409,344
49,2002,31,S.C.,17,26,2,1,28,22,65,75
50,2002,31,Ga.,28,34,4,7,17,17,237,244
51,2002,31,Fla.,76,49,5,3,24,15,154,117
52,2002,31,E.S. CENTRAL,65,105,12,3,132,70,104,153
53,2002,31,Ky.,11,19,4,1,51,16,17,16
54,2002,31,Tenn.,26,44,2,0,50,29,55,106
55,2002,31,Ala.,17,29,3,0,24,22,32,31
56,2002,31,Miss.,11,13,3,2,7,3,0,0
57,2002,31,W.S. CENTRAL,60,246,11,9,"1,023",283,75,774
58,2002,31,Ark.,20,14,0,0,388,12,0,0
59,2002,31,La.,23,61,1,2,4,5,0,5
60,2002,31,Okla.,16,23,0,0,62,12,75,46
61,2002,31,Tex.,1,148,10,7,569,254,0,723
62,2002,31,MOUNTAIN,67,72,13,9,522,956,150,161
63,2002,31,Mont.,2,3,0,0,3,14,8,21
64,2002,31,Idaho,3,7,1,0,46,165,12,10
65,2002,31,Wyo.,0,4,0,1,8,0,14,20
66,2002,31,Colo.,21,27,2,2,198,195,26,0
67,2002,31,N. Mex.,3,9,1,2,113,62,4,7
68,2002,31,Ariz.,20,11,1,1,95,461,82,100
69,2002,31,Utah,4,7,5,1,34,48,2,2
70,2002,31,Nev.,14,4,3,2,25,11,2,1
71,2002,31,PACIFIC,229,347,62,58,633,520,162,229
72,2002,31,Wash.,44,50,0,1,279,88,0,0
73,2002,31,Oreg.,34,42,N,N,126,34,3,0
74,2002,31,Calif.,144,244,50,29,213,367,135,191
75,2002,31,Alaska,1,2,0,1,4,3,24,38
76,2002,31,Hawaii,6,9,12,27,11,28,0,0
77,2002,31,Guam,0,0,0,0,0,0,0,0
78,2002,31,P.R.,3,4,0,0,1,0,49,64
79,2002,31,V.I.,0,0,0,0,0,0,0,0
80,2002,31,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,31,C.N.M.I.,0,U,0,U,1,U,0,U
15,2002,32,UNITED STATES,"1,028","1,616",169,151,"4,062","3,089","3,452","4,261"
16,2002,32,NEW ENGLAND,70,75,7,0,367,279,498,406
17,2002,32,Maine,7,1,0,0,5,0,30,42
18,2002,32,N.H.,9,9,4,0,8,14,11,6
19,2002,32,Vt.,4,5,0,0,75,25,72,38
20,2002,32,Mass.,32,44,2,0,264,223,169,150
21,2002,32,R.I.,5,2,0,0,9,2,36,37
22,2002,32,Conn.,13,14,1,0,6,15,180,133
23,2002,32,MID. ATLANTIC,109,175,15,18,169,219,648,742
24,2002,32,Upstate N.Y.,33,47,2,3,121,107,393,467
25,2002,32,N.Y. City,14,28,1,11,8,35,10,19
26,2002,32,N.J.,22,30,1,0,3,8,97,115
27,2002,32,Pa.,40,70,11,4,37,69,148,141
28,2002,32,E.N. CENTRAL,150,238,17,19,511,427,57,69
29,2002,32,Ohio,57,64,2,1,261,190,16,20
30,2002,32,Ind.,23,28,2,1,40,37,16,1
31,2002,32,Ill.,30,59,6,14,83,45,8,10
32,2002,32,Mich.,28,53,6,2,35,40,17,29
33,2002,32,Wis.,12,34,1,1,92,115,0,9
34,2002,32,W.N. CENTRAL,92,103,12,6,378,135,245,220
35,2002,32,Minn.,22,15,3,2,141,31,21,23
36,2002,32,Iowa,12,21,1,0,116,16,43,47
37,2002,32,Mo.,35,39,3,0,77,66,25,22
38,2002,32,N. Dak.,0,5,1,0,0,0,11,24
39,2002,32,S. Dak.,2,4,0,0,5,3,41,32
40,2002,32,Nebr.,16,10,0,1,3,4,0,4
41,2002,32,Kans.,5,9,4,3,36,15,104,68
42,2002,32,S. ATLANTIC,183,245,20,22,240,151,"1,497","1,474"
43,2002,32,Del.,6,3,0,0,2,0,24,29
44,2002,32,Md.,5,34,5,4,33,22,168,293
45,2002,32,D.C.,0,0,0,0,1,1,0,0
46,2002,32,Va.,28,30,3,5,94,26,298,265
47,2002,32,W. Va.,2,10,0,0,17,1,114,83
48,2002,32,N.C.,20,57,1,1,24,46,423,359
49,2002,32,S.C.,17,26,2,2,28,23,70,76
50,2002,32,Ga.,29,36,4,7,17,17,237,252
51,2002,32,Fla.,76,49,5,3,24,15,163,117
52,2002,32,E.S. CENTRAL,65,106,12,4,136,75,108,157
53,2002,32,Ky.,11,19,4,1,55,17,17,16
54,2002,32,Tenn.,26,44,2,0,50,31,59,106
55,2002,32,Ala.,17,29,3,0,24,24,32,35
56,2002,32,Miss.,11,14,3,3,7,3,0,0
57,2002,32,W.S. CENTRAL,60,248,11,9,"1,078",294,76,785
58,2002,32,Ark.,20,14,0,0,388,12,0,0
59,2002,32,La.,23,61,1,2,4,5,0,6
60,2002,32,Okla.,16,23,0,0,65,12,76,47
61,2002,32,Tex.,1,150,10,7,621,265,0,732
62,2002,32,MOUNTAIN,68,73,13,11,544,974,161,168
63,2002,32,Mont.,2,3,0,1,4,20,8,22
64,2002,32,Idaho,3,7,1,0,46,165,16,10
65,2002,32,Wyo.,0,4,0,1,9,0,14,20
66,2002,32,Colo.,22,28,2,3,210,202,26,0
67,2002,32,N. Mex.,3,9,1,2,115,65,4,9
68,2002,32,Ariz.,20,11,1,1,95,461,87,103
69,2002,32,Utah,4,7,5,1,35,50,3,3
70,2002,32,Nev.,14,4,3,2,30,11,3,1
71,2002,32,PACIFIC,231,353,62,62,639,535,162,240
72,2002,32,Wash.,46,51,0,1,284,88,0,0
73,2002,32,Oreg.,34,45,N,N,127,37,3,0
74,2002,32,Calif.,144,246,50,29,213,379,135,202
75,2002,32,Alaska,1,2,0,1,4,3,24,38
76,2002,32,Hawaii,6,9,12,31,11,28,0,0
77,2002,32,Guam,0,0,0,0,0,0,0,0
78,2002,32,P.R.,3,4,0,0,1,0,49,65
79,2002,32,V.I.,0,0,0,0,0,0,0,0
80,2002,32,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,32,C.N.M.I.,0,U,0,U,1,U,0,U
15,2002,33,UNITED STATES,"1,144","1,645",174,155,"4,352","3,197","3,620","4,451"
16,2002,33,NEW ENGLAND,71,76,7,1,373,289,537,441
17,2002,33,Maine,7,1,0,0,5,0,30,45
18,2002,33,N.H.,9,9,4,0,8,14,28,15
19,2002,33,Vt.,4,5,0,0,78,25,72,39
20,2002,33,Mass.,33,45,2,1,266,231,174,161
21,2002,33,R.I.,5,2,0,0,10,2,42,38
22,2002,33,Conn.,13,14,1,0,6,17,191,143
23,2002,33,MID. ATLANTIC,112,178,17,18,193,230,686,778
24,2002,33,Upstate N.Y.,34,49,2,3,139,111,420,488
25,2002,33,N.Y. City,15,28,1,11,8,35,10,20
26,2002,33,N.J.,22,30,1,0,3,8,105,122
27,2002,33,Pa.,41,71,13,4,43,76,151,148
28,2002,33,E.N. CENTRAL,153,245,17,19,518,456,73,75
29,2002,33,Ohio,57,66,2,1,261,199,16,23
30,2002,33,Ind.,24,29,2,1,40,46,21,1
31,2002,33,Ill.,30,59,6,14,90,45,13,11
32,2002,33,Mich.,30,55,6,2,35,40,23,30
33,2002,33,Wis.,12,36,1,1,92,126,0,10
34,2002,33,W.N. CENTRAL,96,103,12,7,387,151,253,230
35,2002,33,Minn.,24,15,3,3,141,47,23,24
36,2002,33,Iowa,12,21,1,0,121,16,43,51
37,2002,33,Mo.,37,39,3,0,80,66,30,25
38,2002,33,N. Dak.,0,5,1,0,0,0,11,24
39,2002,33,S. Dak.,2,4,0,0,5,3,41,33
40,2002,33,Nebr.,16,10,0,1,3,4,0,4
41,2002,33,Kans.,5,9,4,3,37,15,105,69
42,2002,33,S. ATLANTIC,202,258,19,22,251,154,"1,537","1,540"
43,2002,33,Del.,6,3,0,0,2,0,24,29
44,2002,33,Md.,5,34,4,4,38,22,168,303
45,2002,33,D.C.,0,0,0,0,1,1,0,0
46,2002,33,Va.,28,31,3,5,94,26,321,273
47,2002,33,W. Va.,3,11,0,0,23,2,118,92
48,2002,33,N.C.,24,57,1,1,24,46,437,376
49,2002,33,S.C.,17,27,2,2,28,24,74,81
50,2002,33,Ga.,29,36,4,7,17,17,237,260
51,2002,33,Fla.,90,59,5,3,24,16,158,126
52,2002,33,E.S. CENTRAL,66,106,12,5,144,78,113,162
53,2002,33,Ky.,11,19,4,1,57,19,18,16
54,2002,33,Tenn.,26,44,2,0,54,31,59,106
55,2002,33,Ala.,18,29,3,0,26,25,36,40
56,2002,33,Miss.,11,14,3,4,7,3,0,0
57,2002,33,W.S. CENTRAL,137,250,14,9,"1,162",303,76,797
58,2002,33,Ark.,20,14,0,0,389,12,0,0
59,2002,33,La.,23,61,1,2,4,5,0,7
60,2002,33,Okla.,17,23,0,0,65,12,76,48
61,2002,33,Tex.,77,152,13,7,704,274,0,742
62,2002,33,MOUNTAIN,70,74,13,12,564,987,174,177
63,2002,33,Mont.,2,3,0,1,4,20,10,26
64,2002,33,Idaho,3,7,1,1,50,166,20,11
65,2002,33,Wyo.,0,4,0,1,10,0,14,22
66,2002,33,Colo.,22,29,2,3,217,207,29,0
67,2002,33,N. Mex.,3,9,1,2,116,70,5,10
68,2002,33,Ariz.,21,11,1,1,100,461,90,104
69,2002,33,Utah,4,7,5,1,35,52,3,3
70,2002,33,Nev.,15,4,3,2,32,11,3,1
71,2002,33,PACIFIC,237,355,63,62,760,549,171,251
72,2002,33,Wash.,46,51,0,1,289,92,0,0
73,2002,33,Oreg.,34,45,N,N,127,38,3,1
74,2002,33,Calif.,150,248,51,29,329,387,144,212
75,2002,33,Alaska,1,2,0,1,4,3,24,38
76,2002,33,Hawaii,6,9,12,31,11,29,0,0
77,2002,33,Guam,0,0,0,0,0,0,0,0
78,2002,33,P.R.,3,4,0,0,1,0,49,65
79,2002,33,V.I.,0,0,0,0,0,0,0,0
80,2002,33,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,33,C.N.M.I.,0,U,0,U,1,U,0,U
15,2002,34,UNITED STATES,"1,175","1,667",180,164,"4,550","3,310","3,798","4,634"
16,2002,34,NEW ENGLAND,71,77,7,1,385,296,559,465
17,2002,34,Maine,7,1,0,0,5,0,31,46
18,2002,34,N.H.,9,9,4,0,8,14,28,15
19,2002,34,Vt.,4,5,0,0,80,25,74,43
20,2002,34,Mass.,33,45,2,1,267,235,183,169
21,2002,34,R.I.,5,2,0,0,10,5,43,43
22,2002,34,Conn.,13,15,1,0,15,17,200,149
23,2002,34,MID. ATLANTIC,115,179,17,20,198,236,718,826
24,2002,34,Upstate N.Y.,35,50,2,3,144,112,452,519
25,2002,34,N.Y. City,17,28,1,11,8,35,10,22
26,2002,34,N.J.,22,30,1,2,3,13,105,132
27,2002,34,Pa.,41,71,13,4,43,76,151,153
28,2002,34,E.N. CENTRAL,160,249,18,20,562,487,82,87
29,2002,34,Ohio,61,67,3,1,283,214,19,25
30,2002,34,Ind.,25,29,2,1,57,46,21,1
31,2002,34,Ill.,31,61,6,15,91,47,15,14
32,2002,34,Mich.,31,55,6,2,37,41,27,35
33,2002,34,Wis.,12,37,1,1,94,139,0,12
34,2002,34,W.N. CENTRAL,98,104,13,7,422,156,260,241
35,2002,34,Minn.,24,15,3,3,176,47,28,25
36,2002,34,Iowa,12,21,1,0,121,16,43,51
37,2002,34,Mo.,38,39,3,0,80,71,32,31
38,2002,34,N. Dak.,0,5,1,0,0,0,11,24
39,2002,34,S. Dak.,2,4,0,0,5,3,41,36
40,2002,34,Nebr.,16,10,0,1,3,4,0,4
41,2002,34,Kans.,6,10,5,3,37,15,105,70
42,2002,34,S. ATLANTIC,209,260,21,24,265,159,"1,629","1,589"
43,2002,34,Del.,6,3,0,0,2,0,24,29
44,2002,34,Md.,6,34,4,4,41,23,168,316
45,2002,34,D.C.,0,0,0,0,1,1,0,0
46,2002,34,Va.,29,31,3,6,101,27,321,278
47,2002,34,W. Va.,3,11,0,0,23,2,118,95
48,2002,34,N.C.,24,57,1,1,27,48,465,390
49,2002,34,S.C.,18,29,2,2,28,25,79,81
50,2002,34,Ga.,29,36,4,8,17,17,284,273
51,2002,34,Fla.,94,59,7,3,25,16,170,127
52,2002,34,E.S. CENTRAL,68,108,12,5,146,83,116,164
53,2002,34,Ky.,11,19,4,1,57,19,18,16
54,2002,34,Tenn.,27,44,2,0,55,35,61,106
55,2002,34,Ala.,18,30,3,0,27,25,37,41
56,2002,34,Miss.,12,15,3,4,7,4,0,1
57,2002,34,W.S. CENTRAL,139,253,16,9,"1,194",308,76,808
58,2002,34,Ark.,20,16,0,0,389,13,0,0
59,2002,34,La.,23,62,1,2,4,5,0,7
60,2002,34,Okla.,17,23,0,0,65,12,76,48
61,2002,34,Tex.,79,152,15,7,736,278,0,753
62,2002,34,MOUNTAIN,73,74,13,12,594,"1,019",187,192
63,2002,34,Mont.,2,3,0,1,4,20,10,31
64,2002,34,Idaho,3,7,1,1,51,166,22,11
65,2002,34,Wyo.,0,4,0,1,10,1,14,24
66,2002,34,Colo.,23,29,2,3,228,214,35,0
67,2002,34,N. Mex.,3,9,1,2,122,83,5,11
68,2002,34,Ariz.,23,11,1,1,105,466,95,107
69,2002,34,Utah,4,7,5,1,41,58,3,7
70,2002,34,Nev.,15,4,3,2,33,11,3,1
71,2002,34,PACIFIC,242,363,63,66,784,566,171,262
72,2002,34,Wash.,50,52,0,1,311,97,0,0
73,2002,34,Oreg.,34,45,N,N,127,38,3,1
74,2002,34,Calif.,150,255,51,29,329,399,144,223
75,2002,34,Alaska,2,2,0,1,4,3,24,38
76,2002,34,Hawaii,6,9,12,35,13,29,0,0
77,2002,34,Guam,0,0,0,0,0,0,0,0
78,2002,34,P.R.,3,4,0,0,1,0,49,68
79,2002,34,V.I.,0,0,0,0,0,0,0,0
80,2002,34,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,34,C.N.M.I.,0,U,0,U,1,U,0,U
15,2002,35,UNITED STATES,"1,197","1,693",181,167,"4,857","3,457","3,961","4,837"
16,2002,35,NEW ENGLAND,73,78,7,1,400,303,604,488
17,2002,35,Maine,7,1,0,0,5,0,38,47
18,2002,35,N.H.,9,9,4,0,8,14,29,15
19,2002,35,Vt.,4,5,0,0,81,25,77,47
20,2002,35,Mass.,35,46,2,1,277,242,194,180
21,2002,35,R.I.,5,2,0,0,10,5,47,44
22,2002,35,Conn.,13,15,1,0,19,17,219,155
23,2002,35,MID. ATLANTIC,118,185,17,20,211,238,747,865
24,2002,35,Upstate N.Y.,35,50,2,3,152,112,473,541
25,2002,35,N.Y. City,19,29,1,11,8,37,10,22
26,2002,35,N.J.,23,31,1,2,3,13,108,141
27,2002,35,Pa.,41,75,13,4,48,76,156,161
28,2002,35,E.N. CENTRAL,160,253,18,20,584,504,98,101
29,2002,35,Ohio,61,69,3,1,297,215,20,33
30,2002,35,Ind.,25,29,2,1,61,46,26,1
31,2002,35,Ill.,31,62,6,15,94,50,20,19
32,2002,35,Mich.,31,56,6,2,38,45,32,35
33,2002,35,Wis.,12,37,1,1,94,148,0,13
34,2002,35,W.N. CENTRAL,109,105,13,7,454,170,287,264
35,2002,35,Minn.,24,15,3,3,197,58,30,29
36,2002,35,Iowa,14,21,1,0,124,16,57,59
37,2002,35,Mo.,39,39,3,0,87,73,36,32
38,2002,35,N. Dak.,0,5,1,0,0,0,12,29
39,2002,35,S. Dak.,2,4,0,0,5,3,47,40
40,2002,35,Nebr.,24,11,0,1,4,4,0,4
41,2002,35,Kans.,6,10,5,3,37,16,105,71
42,2002,35,S. ATLANTIC,213,262,21,26,287,169,"1,660","1,654"
43,2002,35,Del.,6,3,0,0,2,0,24,30
44,2002,35,Md.,7,35,4,4,46,27,168,331
45,2002,35,D.C.,0,0,0,0,1,1,0,0
46,2002,35,Va.,29,31,3,6,104,30,321,292
47,2002,35,W. Va.,3,11,0,0,26,2,131,102
48,2002,35,N.C.,24,58,1,3,28,51,482,401
49,2002,35,S.C.,19,29,2,2,30,25,79,83
50,2002,35,Ga.,29,36,4,8,17,17,284,284
51,2002,35,Fla.,96,59,7,3,33,16,171,131
52,2002,35,E.S. CENTRAL,69,108,12,6,148,89,118,172
53,2002,35,Ky.,11,19,4,1,57,20,18,17
54,2002,35,Tenn.,28,44,2,0,57,38,63,106
55,2002,35,Ala.,18,30,3,0,27,27,37,47
56,2002,35,Miss.,12,15,3,5,7,4,0,2
57,2002,35,W.S. CENTRAL,139,260,16,9,"1,284",331,84,825
58,2002,35,Ark.,20,18,0,0,429,15,2,0
59,2002,35,La.,23,63,1,2,4,5,0,7
60,2002,35,Okla.,17,24,0,0,65,12,82,48
61,2002,35,Tex.,79,155,15,7,786,299,0,770
62,2002,35,MOUNTAIN,73,75,13,12,622,"1,062",192,199
63,2002,35,Mont.,2,3,0,1,4,20,10,31
64,2002,35,Idaho,3,7,1,1,51,166,22,13
65,2002,35,Wyo.,0,4,0,1,10,1,14,26
66,2002,35,Colo.,23,29,2,3,245,226,35,0
67,2002,35,N. Mex.,3,9,1,2,128,88,5,12
68,2002,35,Ariz.,23,11,1,1,105,489,98,109
69,2002,35,Utah,4,7,5,1,43,59,5,7
70,2002,35,Nev.,15,5,3,2,36,13,3,1
71,2002,35,PACIFIC,243,367,64,66,867,591,171,269
72,2002,35,Wash.,50,52,0,1,324,102,0,0
73,2002,35,Oreg.,34,46,N,N,143,39,3,1
74,2002,35,Calif.,151,257,52,29,383,418,144,230
75,2002,35,Alaska,2,2,0,1,4,3,24,38
76,2002,35,Hawaii,6,10,12,35,13,29,0,0
77,2002,35,Guam,0,0,0,0,0,0,0,0
78,2002,35,P.R.,3,5,0,0,2,0,49,69
79,2002,35,V.I.,0,0,0,0,0,0,0,0
80,2002,35,Amer. Samoa,U,U,U,U,U,U,U,U
81,2002,35,C.N.M.I.,0,U,0,U,1,U,0,U
15,2002,36,UNITED STATES,"1,215","1,729",182,170,"5,004","3,553","4,090","4,989"
16,2002,36,NEW ENGLAND,74,80,7,1,412,308,620,505
17,2002,36,Maine,7,1,0,0,7,0,40,47
18,2002,36,N.H.,10,10,4,0,9,14,30,15
19,2002,36,Vt.,4,5,0,0,81,25,77,47
20,2002,36,Mass.,35,46,2,1,285,247,200,188
21,2002,36,R.I.,5,3,0,0,10,5,50,46
22,2002,36,Conn.,13,15,1,0,20,17,223,162
23,2002,36,MID. ATLANTIC,122,186,17,20,230,241,768,891
24,2002,36,Upstate N.Y.,37,50,2,3,169,113,484,559
25,2002,36,N.Y. City,20,30,1,11,8,39,10,23
26,2002,36,N.J.,23,31,1,2,3,13,116,143
27,2002,36,Pa.,42,75,13,4,50,76,158,166
28,2002,36,E.N. CENTRAL,160,262,18,21,598,532,105,110
29,2002,36,Ohio,61,72,3,1,303,224,25,36
30,2002,36,Ind.,25,29,2,1,67,50,27,1
31,2002,36,Ill.,31,63,6,16,95,52,21,21
32,2002,36,Mich.,31,57,6,2,39,49,32,37
33,2002,36,Wis.,12,41,1,1,94,157,0,15
34,2002,36,W.N. CENTRAL,111,109,13,7,470,183,291,272
35,2002,36,Minn.,26,16,3,3,208,70,30,30
36,2002,36,Iowa,14,21,1,0,125,17,57,64
37,2002,36,Mo.,39,40,3,0,91,73,38,32
38,2002,36,N. Dak.,0,5,1,0,0,0,12,30
39,2002,36,S. Dak.,2,5,0,0,5,3,47,40
40,2002,36,Nebr.,24,11,0,1,4,4,0,4
41,2002,36,Kans.,6,11,5,3,37,16,107,72
42,2002,36,S. ATLANTIC,216,270,21,27,299,174,"1,735","1,705"
43,2002,36,Del.,6,3,0,0,2,0,24,30
44,2002,36,Md.,7,35,4,4,47,30,168,342
45,2002,36,D.C.,0,0,0,0,1,1,0,0
46,2002,36,Va.,29,31,3,6,107,30,355,298
47,2002,36,W. Va.,4,11,0,0,29,2,133,107
48,2002,36,N.C.,25,58,1,3,28,51,508,411
49,2002,36,S.C.,19,29,2,2,31,25,87,87
50,2002,36,Ga.,29,37,4,8,17,17,284,295
51,2002,36,Fla.,97,66,7,4,37,18,176,135
52,2002,36,E.S. CENTRAL,69,109,12,6,160,100,91,178
53,2002,36,Ky.,11,19,4,1,67,31,18,19
54,2002,36,Tenn.,28,44,2,0,59,38,66,106
55,2002,36,Ala.,18,30,3,0,27,27,7,51
56,2002,36,Miss.,12,16,3,5,7,4,0,2
57,2002,36,W.S. CENTRAL,141,263,16,9,"1,323",338,88,845
58,2002,36,Ark.,21,18,0,0,435,16,2,0
59,2002,36,La.,24,64,1,2,6,5,0,7
60,2002,36,Okla.,17,25,0,0,65,12,86,52
61,2002,36,Tex.,79,156,15,7,817,305,0,786
62,2002,36,MOUNTAIN,74,75,13,12,640,"1,073",202,207
63,2002,36,Mont.,2,3,0,1,4,20,10,31
64,2002,36,Idaho,3,7,1,1,52,167,24,15
65,2002,36,Wyo.,0,4,0,1,10,1,15,26
66,2002,36,Colo.,23,29,2,3,252,229,35,0
67,2002,36,N. Mex.,4,9,1,2,136,93,7,12
68,2002,36,Ariz.,23,11,1,1,105,489,101,114
69,2002,36,Utah,4,7,5,1,44,61,7,8
70,2002,36,Nev.,15,5,3,2,37,13,3,1
71,2002,36,PACIFIC,248,375,65,67,872,604,190,276
72,2002,36,Wash.,50,52,0,1,324,105,0,0
73,2002,36,Oreg.,36,48,N,N,147,39,3,2
74,2002,36,Calif.,153,262,52,29,383,428,163,236
75,2002,36,Alaska,3,2,0,1,4,3,24,38
76,2002,36,Hawaii,6,11,13,36,14,29,0,0
77,2002,36,Guam,0,0,0,0,0,0,0,0
