,year,mmwr_week,Reporting Area,"Meningococcal disease, Other serogroups; Current week","Meningococcal disease, Other serogroups; Previous 52 weeks Max �","Meningococcal disease, Other serogroups; Cum YTD 2021 �","Meningococcal disease, Other serogroups; Cum YTD 2020 �","Meningococcal disease, Unknown serogroup; Current week","Meningococcal disease, Unknown serogroup; Previous 52 weeks Max �","Meningococcal disease, Unknown serogroup; Cum YTD 2021 �","Meningococcal disease, Unknown serogroup; Cum YTD 2020 �",column labels (in same order that data fields appears in each record below):
43,2021,13,District of Columbia,0,0,0,0,0,0,0,0,
44,2021,13,Florida,0,0,0,0,0,2,4,12,
45,2021,13,Georgia,0,0,0,1,0,1,1,0,
46,2021,13,Maryland,0,0,0,0,0,1,0,3,
47,2021,13,North Carolina,0,0,0,0,0,1,1,0,
48,2021,13,South Carolina,0,0,0,0,0,0,0,0,
49,2021,13,Virginia,0,0,0,0,0,1,0,4,
50,2021,13,West Virginia,0,0,0,0,0,0,0,0,
51,2021,13,East South Central,0,1,0,0,0,1,1,1,
52,2021,13,Alabama,0,1,0,0,0,1,1,0,
53,2021,13,Kentucky,0,0,0,0,0,0,0,1,
54,2021,13,Mississippi,0,0,0,0,0,0,0,0,
55,2021,13,Tennessee,0,0,0,0,0,0,0,0,
56,2021,13,West South Central,0,0,0,5,0,2,0,4,
57,2021,13,Arkansas,0,0,0,0,0,2,0,0,
58,2021,13,Louisiana,0,0,0,0,0,1,0,0,
59,2021,13,Oklahoma,0,0,0,2,0,0,0,0,
60,2021,13,Texas,0,0,0,3,0,1,0,4,
61,2021,13,Mountain,0,0,0,1,0,1,4,3,
62,2021,13,Arizona,0,0,0,0,0,1,2,0,
63,2021,13,Colorado,0,0,0,0,0,1,0,3,
64,2021,13,Idaho,0,0,0,0,0,0,0,0,
65,2021,13,Montana,0,0,0,0,0,1,1,0,
66,2021,13,Nevada,0,0,0,1,0,0,0,0,
67,2021,13,New Mexico,0,0,0,0,0,0,0,0,
68,2021,13,Utah,0,0,0,0,0,0,0,0,
69,2021,13,Wyoming,0,0,0,0,0,1,1,0,
70,2021,13,Pacific,0,0,0,0,1,2,5,20,
71,2021,13,Alaska,0,0,0,0,0,0,0,0,
72,2021,13,California,0,0,0,0,0,2,4,15,
73,2021,13,Hawaii,0,0,0,0,0,0,0,0,
74,2021,13,Oregon,0,0,0,0,1,0,1,0,
75,2021,13,Washington,0,0,0,0,0,1,0,5,
76,2021,13,U.S. Territories,0,0,0,0,0,0,0,0,
77,2021,13,American Samoa,0,0,0,0,0,0,0,0,
78,2021,13,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,13,Guam,0,0,0,0,0,0,0,0,
80,2021,13,Puerto Rico,0,0,0,0,0,0,0,0,
81,2021,13,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
82,2021,13,Non-U.S. Residents,0,0,0,0,0,0,0,0,
83,2021,13,Total,0,1,3,10,1,7,21,67,
14,2021,14,"U.S. Residents, excluding U.S. Territories",0,1,3,10,0,7,21,69,
15,2021,14,New England,0,0,0,0,0,0,0,1,
16,2021,14,Connecticut,0,0,0,0,0,0,0,0,
17,2021,14,Maine,0,0,0,0,0,0,0,0,
18,2021,14,Massachusetts,0,0,0,0,0,0,0,1,
19,2021,14,New Hampshire,0,0,0,0,0,0,0,0,
20,2021,14,Rhode Island,0,0,0,0,0,0,0,0,
21,2021,14,Vermont,0,0,0,0,0,0,0,0,
22,2021,14,Middle Atlantic,0,0,0,0,0,2,4,10,
23,2021,14,New Jersey,0,0,0,0,0,1,0,0,
24,2021,14,New York (excluding New York City),0,0,0,0,0,1,1,0,
25,2021,14,New York City,0,0,0,0,0,1,1,0,
26,2021,14,Pennsylvania,0,0,0,0,0,2,2,10,
27,2021,14,East North Central,0,1,3,3,0,1,0,2,
28,2021,14,Illinois,0,0,0,2,0,1,0,0,
29,2021,14,Indiana,0,1,1,0,0,1,0,1,
30,2021,14,Michigan,0,0,0,0,0,1,0,1,
31,2021,14,Ohio,0,1,2,1,0,1,0,0,
32,2021,14,Wisconsin,0,0,0,0,0,0,0,0,
33,2021,14,West North Central,0,0,0,0,0,1,1,7,
34,2021,14,Iowa,0,0,0,0,0,0,0,1,
35,2021,14,Kansas,0,0,0,0,0,0,0,1,
36,2021,14,Minnesota,0,0,0,0,0,1,0,0,
37,2021,14,Missouri,0,0,0,0,0,1,1,5,
38,2021,14,Nebraska,0,0,0,0,0,0,0,0,
39,2021,14,North Dakota,0,0,0,0,0,0,0,0,
40,2021,14,South Dakota,0,0,0,0,0,0,0,0,
41,2021,14,South Atlantic,0,0,0,1,0,3,7,20,
42,2021,14,Delaware,0,0,0,0,0,0,0,1,
43,2021,14,District of Columbia,0,0,0,0,0,0,0,0,
44,2021,14,Florida,0,0,0,0,0,2,4,12,
45,2021,14,Georgia,0,0,0,1,0,1,1,0,
46,2021,14,Maryland,0,0,0,0,0,1,0,3,
47,2021,14,North Carolina,0,0,0,0,0,1,1,0,
48,2021,14,South Carolina,0,0,0,0,0,0,0,0,
49,2021,14,Virginia,0,0,0,0,0,1,0,4,
50,2021,14,West Virginia,0,0,0,0,0,1,1,0,
51,2021,14,East South Central,0,1,0,0,0,1,1,1,
52,2021,14,Alabama,0,1,0,0,0,1,1,0,
53,2021,14,Kentucky,0,0,0,0,0,0,0,1,
54,2021,14,Mississippi,0,0,0,0,0,0,0,0,
55,2021,14,Tennessee,0,0,0,0,0,0,0,0,
56,2021,14,West South Central,0,0,0,5,0,2,0,4,
57,2021,14,Arkansas,0,0,0,0,0,2,0,0,
58,2021,14,Louisiana,0,0,0,0,0,1,0,0,
59,2021,14,Oklahoma,0,0,0,2,0,0,0,0,
60,2021,14,Texas,0,0,0,3,0,1,0,4,
61,2021,14,Mountain,0,0,0,1,0,1,4,4,
62,2021,14,Arizona,0,0,0,0,0,1,2,0,
63,2021,14,Colorado,0,0,0,0,0,0,0,4,
64,2021,14,Idaho,0,0,0,0,0,0,0,0,
65,2021,14,Montana,0,0,0,0,0,1,1,0,
66,2021,14,Nevada,0,0,0,1,0,0,0,0,
67,2021,14,New Mexico,0,0,0,0,0,0,0,0,
68,2021,14,Utah,0,0,0,0,0,0,0,0,
69,2021,14,Wyoming,0,0,0,0,0,1,1,0,
70,2021,14,Pacific,0,0,0,0,0,2,4,20,
71,2021,14,Alaska,0,0,0,0,0,0,0,0,
72,2021,14,California,0,0,0,0,0,2,4,15,
73,2021,14,Hawaii,0,0,0,0,0,0,0,0,
74,2021,14,Oregon,0,0,0,0,0,0,0,0,
75,2021,14,Washington,0,0,0,0,0,1,0,5,
76,2021,14,U.S. Territories,0,0,0,0,0,0,0,0,
77,2021,14,American Samoa,0,0,0,0,0,0,0,0,
78,2021,14,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,14,Guam,0,0,0,0,0,0,0,0,
80,2021,14,Puerto Rico,0,0,0,0,0,0,0,0,
81,2021,14,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
82,2021,14,Non-U.S. Residents,0,0,0,0,0,0,0,0,
83,2021,14,Total,0,1,3,10,0,7,21,69,
14,2021,15,"U.S. Residents, excluding U.S. Territories",0,1,3,10,1,5,22,78,
15,2021,15,New England,0,0,0,0,0,0,0,1,
16,2021,15,Connecticut,0,0,0,0,0,0,0,0,
17,2021,15,Maine,0,0,0,0,0,0,0,0,
18,2021,15,Massachusetts,0,0,0,0,0,0,0,1,
19,2021,15,New Hampshire,0,0,0,0,0,0,0,0,
20,2021,15,Rhode Island,0,0,0,0,0,0,0,0,
21,2021,15,Vermont,0,0,0,0,0,0,0,0,
22,2021,15,Middle Atlantic,0,0,0,0,0,2,4,12,
23,2021,15,New Jersey,0,0,0,0,0,1,0,0,
24,2021,15,New York (excluding New York City),0,0,0,0,0,1,1,0,
25,2021,15,New York City,0,0,0,0,0,1,1,2,
26,2021,15,Pennsylvania,0,0,0,0,0,2,2,10,
27,2021,15,East North Central,0,1,3,3,0,1,0,2,
28,2021,15,Illinois,0,0,0,2,0,1,0,0,
29,2021,15,Indiana,0,1,1,0,0,1,0,1,
30,2021,15,Michigan,0,0,0,0,0,1,0,1,
31,2021,15,Ohio,0,1,2,1,0,1,0,0,
32,2021,15,Wisconsin,0,0,0,0,0,0,0,0,
33,2021,15,West North Central,0,0,0,0,0,1,1,8,
34,2021,15,Iowa,0,0,0,0,0,0,0,1,
35,2021,15,Kansas,0,0,0,0,0,0,0,1,
36,2021,15,Minnesota,0,0,0,0,0,1,0,0,
37,2021,15,Missouri,0,0,0,0,0,1,1,6,
38,2021,15,Nebraska,0,0,0,0,0,0,0,0,
39,2021,15,North Dakota,0,0,0,0,0,0,0,0,
40,2021,15,South Dakota,0,0,0,0,0,0,0,0,
41,2021,15,South Atlantic,0,0,0,1,1,2,8,23,
42,2021,15,Delaware,0,0,0,0,0,0,0,1,
43,2021,15,District of Columbia,0,0,0,0,0,0,0,0,
44,2021,15,Florida,0,0,0,0,1,2,5,13,
45,2021,15,Georgia,0,0,0,1,0,1,1,0,
46,2021,15,Maryland,0,0,0,0,0,1,0,3,
47,2021,15,North Carolina,0,0,0,0,0,1,1,1,
48,2021,15,South Carolina,0,0,0,0,0,0,0,0,
49,2021,15,Virginia,0,0,0,0,0,1,0,5,
50,2021,15,West Virginia,0,0,0,0,0,1,1,0,
51,2021,15,East South Central,0,1,0,0,0,1,1,2,
52,2021,15,Alabama,0,1,0,0,0,1,1,1,
53,2021,15,Kentucky,0,0,0,0,0,0,0,1,
54,2021,15,Mississippi,0,0,0,0,0,0,0,0,
55,2021,15,Tennessee,0,0,0,0,0,0,0,0,
56,2021,15,West South Central,0,0,0,5,0,2,0,6,
57,2021,15,Arkansas,0,0,0,0,0,2,0,1,
58,2021,15,Louisiana,0,0,0,0,0,0,0,1,
59,2021,15,Oklahoma,0,0,0,2,0,0,0,0,
60,2021,15,Texas,0,0,0,3,0,1,0,4,
61,2021,15,Mountain,0,0,0,1,0,1,4,4,
62,2021,15,Arizona,0,0,0,0,0,1,2,0,
63,2021,15,Colorado,0,0,0,0,0,0,0,4,
64,2021,15,Idaho,0,0,0,0,0,0,0,0,
65,2021,15,Montana,0,0,0,0,0,1,1,0,
66,2021,15,Nevada,0,0,0,1,0,0,0,0,
67,2021,15,New Mexico,0,0,0,0,0,0,0,0,
68,2021,15,Utah,0,0,0,0,0,0,0,0,
69,2021,15,Wyoming,0,0,0,0,0,1,1,0,
70,2021,15,Pacific,0,0,0,0,0,2,4,20,
71,2021,15,Alaska,0,0,0,0,0,0,0,0,
72,2021,15,California,0,0,0,0,0,2,4,15,
73,2021,15,Hawaii,0,0,0,0,0,0,0,0,
74,2021,15,Oregon,0,0,0,0,0,0,0,0,
75,2021,15,Washington,0,0,0,0,0,1,0,5,
76,2021,15,U.S. Territories,0,0,0,0,0,0,0,0,
77,2021,15,American Samoa,0,0,0,0,0,0,0,0,
78,2021,15,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,15,Guam,0,0,0,0,0,0,0,0,
80,2021,15,Puerto Rico,0,0,0,0,0,0,0,0,
81,2021,15,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
82,2021,15,Non-U.S. Residents,0,0,0,0,0,0,0,0,
83,2021,15,Total,0,1,3,10,1,5,22,78,
14,2021,16,"U.S. Residents, excluding U.S. Territories",0,1,3,10,0,5,22,79,
15,2021,16,New England,0,0,0,0,0,0,0,1,
16,2021,16,Connecticut,0,0,0,0,0,0,0,0,
17,2021,16,Maine,0,0,0,0,0,0,0,0,
18,2021,16,Massachusetts,0,0,0,0,0,0,0,1,
19,2021,16,New Hampshire,0,0,0,0,0,0,0,0,
20,2021,16,Rhode Island,0,0,0,0,0,0,0,0,
21,2021,16,Vermont,0,0,0,0,0,0,0,0,
22,2021,16,Middle Atlantic,0,0,0,0,0,2,4,12,
23,2021,16,New Jersey,0,0,0,0,0,1,0,0,
24,2021,16,New York (excluding New York City),0,0,0,0,0,1,1,0,
25,2021,16,New York City,0,0,0,0,0,1,1,2,
26,2021,16,Pennsylvania,0,0,0,0,0,2,2,10,
27,2021,16,East North Central,0,1,3,3,0,1,0,2,
28,2021,16,Illinois,0,0,0,2,0,1,0,0,
29,2021,16,Indiana,0,1,1,0,0,1,0,1,
30,2021,16,Michigan,0,0,0,0,0,1,0,1,
31,2021,16,Ohio,0,1,2,1,0,1,0,0,
32,2021,16,Wisconsin,0,0,0,0,0,0,0,0,
33,2021,16,West North Central,0,0,0,0,0,1,1,9,
34,2021,16,Iowa,0,0,0,0,0,0,0,1,
35,2021,16,Kansas,0,0,0,0,0,0,0,1,
36,2021,16,Minnesota,0,0,0,0,0,1,0,0,
37,2021,16,Missouri,0,0,0,0,0,1,1,7,
38,2021,16,Nebraska,0,0,0,0,0,0,0,0,
39,2021,16,North Dakota,0,0,0,0,0,0,0,0,
40,2021,16,South Dakota,0,0,0,0,0,0,0,0,
41,2021,16,South Atlantic,0,0,0,1,0,2,8,23,
42,2021,16,Delaware,0,0,0,0,0,0,0,1,
43,2021,16,District of Columbia,0,0,0,0,0,0,0,0,
44,2021,16,Florida,0,0,0,0,0,2,5,13,
45,2021,16,Georgia,0,0,0,1,0,1,1,0,
46,2021,16,Maryland,0,0,0,0,0,1,0,3,
47,2021,16,North Carolina,0,0,0,0,0,1,1,1,
48,2021,16,South Carolina,0,0,0,0,0,0,0,0,
49,2021,16,Virginia,0,0,0,0,0,1,0,5,
50,2021,16,West Virginia,0,0,0,0,0,1,1,0,
51,2021,16,East South Central,0,1,0,0,0,1,1,2,
52,2021,16,Alabama,0,1,0,0,0,1,1,1,
53,2021,16,Kentucky,0,0,0,0,0,0,0,1,
54,2021,16,Mississippi,0,0,0,0,0,0,0,0,
55,2021,16,Tennessee,0,0,0,0,0,0,0,0,
56,2021,16,West South Central,0,0,0,5,0,2,0,6,
57,2021,16,Arkansas,0,0,0,0,0,2,0,1,
58,2021,16,Louisiana,0,0,0,0,0,0,0,1,
59,2021,16,Oklahoma,0,0,0,2,0,0,0,0,
60,2021,16,Texas,0,0,0,3,0,1,0,4,
61,2021,16,Mountain,0,0,0,1,0,1,4,4,
62,2021,16,Arizona,0,0,0,0,0,1,2,0,
63,2021,16,Colorado,0,0,0,0,0,0,0,4,
64,2021,16,Idaho,0,0,0,0,0,0,0,0,
65,2021,16,Montana,0,0,0,0,0,1,1,0,
66,2021,16,Nevada,0,0,0,1,0,0,0,0,
67,2021,16,New Mexico,0,0,0,0,0,0,0,0,
68,2021,16,Utah,0,0,0,0,0,0,0,0,
69,2021,16,Wyoming,0,0,0,0,0,1,1,0,
70,2021,16,Pacific,0,0,0,0,0,2,4,20,
71,2021,16,Alaska,0,0,0,0,0,0,0,0,
72,2021,16,California,0,0,0,0,0,2,4,15,
73,2021,16,Hawaii,0,0,0,0,0,0,0,0,
74,2021,16,Oregon,0,0,0,0,0,0,0,0,
75,2021,16,Washington,0,0,0,0,0,1,0,5,
76,2021,16,U.S. Territories,0,0,0,0,0,0,0,0,
77,2021,16,American Samoa,0,0,0,0,0,0,0,0,
78,2021,16,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,16,Guam,0,0,0,0,0,0,0,0,
80,2021,16,Puerto Rico,0,0,0,0,0,0,0,0,
81,2021,16,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
82,2021,16,Non-U.S. Residents,0,0,0,0,0,0,0,0,
83,2021,16,Total,0,1,3,10,0,5,22,79,
14,2021,17,"U.S. Residents, excluding U.S. Territories",0,1,3,11,3,5,27,81,
15,2021,17,New England,0,0,0,0,0,0,0,1,
16,2021,17,Connecticut,0,0,0,0,0,0,0,0,
17,2021,17,Maine,0,0,0,0,0,0,0,0,
18,2021,17,Massachusetts,0,0,0,0,0,0,0,1,
19,2021,17,New Hampshire,0,0,0,0,0,0,0,0,
20,2021,17,Rhode Island,0,0,0,0,0,0,0,0,
21,2021,17,Vermont,0,0,0,0,0,0,0,0,
22,2021,17,Middle Atlantic,0,0,0,0,1,2,5,12,
23,2021,17,New Jersey,0,0,0,0,0,1,0,0,
24,2021,17,New York (excluding New York City),0,0,0,0,0,1,1,0,
25,2021,17,New York City,0,0,0,0,1,1,2,2,
26,2021,17,Pennsylvania,0,0,0,0,0,2,2,10,
27,2021,17,East North Central,0,1,3,4,0,1,1,2,
28,2021,17,Illinois,0,0,0,2,0,1,0,0,
29,2021,17,Indiana,0,1,1,0,0,1,1,1,
30,2021,17,Michigan,0,0,0,0,0,1,0,1,
31,2021,17,Ohio,0,1,2,2,0,1,0,0,
32,2021,17,Wisconsin,0,0,0,0,0,1,0,0,
33,2021,17,West North Central,0,0,0,0,0,1,2,9,
34,2021,17,Iowa,0,0,0,0,0,0,0,1,
35,2021,17,Kansas,0,0,0,0,0,0,0,1,
36,2021,17,Minnesota,0,0,0,0,0,1,0,0,
37,2021,17,Missouri,0,0,0,0,0,1,1,7,
38,2021,17,Nebraska,0,0,0,0,0,1,1,0,
39,2021,17,North Dakota,0,0,0,0,0,0,0,0,
40,2021,17,South Dakota,0,0,0,0,0,0,0,0,
41,2021,17,South Atlantic,0,0,0,1,1,2,9,23,
42,2021,17,Delaware,0,0,0,0,0,0,0,1,
43,2021,17,District of Columbia,0,0,0,0,0,0,0,0,
44,2021,17,Florida,0,0,0,0,1,2,6,13,
45,2021,17,Georgia,0,0,0,1,0,1,1,0,
46,2021,17,Maryland,0,0,0,0,0,1,0,3,
47,2021,17,North Carolina,0,0,0,0,0,1,1,1,
48,2021,17,South Carolina,0,0,0,0,0,0,0,0,
49,2021,17,Virginia,0,0,0,0,0,1,0,5,
50,2021,17,West Virginia,0,0,0,0,0,1,1,0,
51,2021,17,East South Central,0,1,0,0,0,1,1,2,
52,2021,17,Alabama,0,1,0,0,0,1,1,1,
53,2021,17,Kentucky,0,0,0,0,0,0,0,1,
54,2021,17,Mississippi,0,0,0,0,0,0,0,0,
55,2021,17,Tennessee,0,0,0,0,0,0,0,0,
56,2021,17,West South Central,0,0,0,5,0,2,0,7,
57,2021,17,Arkansas,0,0,0,0,0,2,0,1,
58,2021,17,Louisiana,0,0,0,0,0,0,0,1,
59,2021,17,Oklahoma,0,0,0,2,0,0,0,0,
60,2021,17,Texas,0,0,0,3,0,1,0,5,
61,2021,17,Mountain,0,0,0,1,0,1,4,4,
62,2021,17,Arizona,0,0,0,0,0,1,2,0,
63,2021,17,Colorado,0,0,0,0,0,0,0,4,
64,2021,17,Idaho,0,0,0,0,0,0,0,0,
65,2021,17,Montana,0,0,0,0,0,1,1,0,
66,2021,17,Nevada,0,0,0,1,0,0,0,0,
67,2021,17,New Mexico,0,0,0,0,0,0,0,0,
68,2021,17,Utah,0,0,0,0,0,0,0,0,
69,2021,17,Wyoming,0,0,0,0,0,1,1,0,
70,2021,17,Pacific,0,0,0,0,1,2,5,21,
71,2021,17,Alaska,0,0,0,0,0,0,0,0,
72,2021,17,California,0,0,0,0,0,2,4,16,
73,2021,17,Hawaii,0,0,0,0,0,0,0,0,
74,2021,17,Oregon,0,0,0,0,1,0,1,0,
75,2021,17,Washington,0,0,0,0,0,1,0,5,
76,2021,17,U.S. Territories,0,0,0,0,0,0,0,0,
77,2021,17,American Samoa,0,0,0,0,0,0,0,0,
78,2021,17,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,17,Guam,0,0,0,0,0,0,0,0,
80,2021,17,Puerto Rico,0,0,0,0,0,0,0,0,
81,2021,17,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
82,2021,17,Non-U.S. Residents,0,0,0,0,0,0,0,0,
83,2021,17,Total,0,1,3,11,3,5,27,81,
14,2021,18,"U.S. Residents, excluding U.S. Territories",0,1,3,11,1,5,28,81,
15,2021,18,New England,0,0,0,0,0,0,0,1,
16,2021,18,Connecticut,0,0,0,0,0,0,0,0,
17,2021,18,Maine,0,0,0,0,0,0,0,0,
18,2021,18,Massachusetts,0,0,0,0,0,0,0,1,
19,2021,18,New Hampshire,0,0,0,0,0,0,0,0,
20,2021,18,Rhode Island,0,0,0,0,0,0,0,0,
21,2021,18,Vermont,0,0,0,0,0,0,0,0,
22,2021,18,Middle Atlantic,0,0,0,0,1,2,6,12,
23,2021,18,New Jersey,0,0,0,0,0,1,0,0,
24,2021,18,New York (excluding New York City),0,0,0,0,0,1,1,0,
25,2021,18,New York City,0,0,0,0,0,1,2,2,
26,2021,18,Pennsylvania,0,0,0,0,1,2,3,10,
27,2021,18,East North Central,0,1,3,4,0,1,1,2,
28,2021,18,Illinois,0,0,0,2,0,1,0,0,
29,2021,18,Indiana,0,1,1,0,0,1,1,1,
30,2021,18,Michigan,0,0,0,0,0,1,0,1,
31,2021,18,Ohio,0,1,2,2,0,1,0,0,
32,2021,18,Wisconsin,0,0,0,0,0,1,0,0,
33,2021,18,West North Central,0,0,0,0,0,1,2,9,
34,2021,18,Iowa,0,0,0,0,0,0,0,1,
35,2021,18,Kansas,0,0,0,0,0,0,0,1,
36,2021,18,Minnesota,0,0,0,0,0,1,0,0,
37,2021,18,Missouri,0,0,0,0,0,1,1,7,
38,2021,18,Nebraska,0,0,0,0,0,1,1,0,
39,2021,18,North Dakota,0,0,0,0,0,0,0,0,
40,2021,18,South Dakota,0,0,0,0,0,0,0,0,
41,2021,18,South Atlantic,0,0,0,1,0,2,9,23,
42,2021,18,Delaware,0,0,0,0,0,0,0,1,
43,2021,18,District of Columbia,0,0,0,0,0,0,0,0,
44,2021,18,Florida,0,0,0,0,0,2,6,13,
45,2021,18,Georgia,0,0,0,1,0,1,1,0,
46,2021,18,Maryland,0,0,0,0,0,1,0,3,
47,2021,18,North Carolina,0,0,0,0,0,1,1,1,
48,2021,18,South Carolina,0,0,0,0,0,0,0,0,
49,2021,18,Virginia,0,0,0,0,0,1,0,5,
50,2021,18,West Virginia,0,0,0,0,0,1,1,0,
51,2021,18,East South Central,0,1,0,0,0,1,1,2,
52,2021,18,Alabama,0,1,0,0,0,1,1,1,
53,2021,18,Kentucky,0,0,0,0,0,0,0,1,
54,2021,18,Mississippi,0,0,0,0,0,0,0,0,
55,2021,18,Tennessee,0,0,0,0,0,0,0,0,
56,2021,18,West South Central,0,0,0,5,0,2,0,7,
57,2021,18,Arkansas,0,0,0,0,0,2,0,1,
58,2021,18,Louisiana,0,0,0,0,0,0,0,1,
59,2021,18,Oklahoma,0,0,0,2,0,0,0,0,
60,2021,18,Texas,0,0,0,3,0,1,0,5,
61,2021,18,Mountain,0,0,0,1,0,1,4,4,
62,2021,18,Arizona,0,0,0,0,0,1,2,0,
63,2021,18,Colorado,0,0,0,0,0,0,0,4,
64,2021,18,Idaho,0,0,0,0,0,0,0,0,
65,2021,18,Montana,0,0,0,0,0,1,1,0,
66,2021,18,Nevada,0,0,0,1,0,0,0,0,
67,2021,18,New Mexico,0,0,0,0,0,0,0,0,
68,2021,18,Utah,0,0,0,0,0,0,0,0,
69,2021,18,Wyoming,0,0,0,0,0,1,1,0,
70,2021,18,Pacific,0,0,0,0,0,2,5,21,
71,2021,18,Alaska,0,0,0,0,0,0,0,0,
72,2021,18,California,0,0,0,0,0,2,4,16,
73,2021,18,Hawaii,0,0,0,0,0,0,0,0,
74,2021,18,Oregon,0,0,0,0,0,1,1,0,
75,2021,18,Washington,0,0,0,0,0,1,0,5,
76,2021,18,U.S. Territories,0,0,0,0,0,0,0,0,
77,2021,18,American Samoa,0,0,0,0,0,0,0,0,
78,2021,18,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,18,Guam,0,0,0,0,0,0,0,0,
80,2021,18,Puerto Rico,0,0,0,0,0,0,0,0,
81,2021,18,U.S. Virgin Islands,0,0,0,0,0,0,0,0,
82,2021,18,Non-U.S. Residents,0,0,0,0,0,0,0,0,
83,2021,18,Total,0,1,3,11,1,5,28,81,
14,2021,19,"U.S. Residents, excluding U.S. Territories",0,1,3,12,1,5,27,85,
15,2021,19,New England,0,0,0,0,0,0,0,1,
16,2021,19,Connecticut,0,0,0,0,0,0,0,0,
17,2021,19,Maine,0,0,0,0,0,0,0,0,
18,2021,19,Massachusetts,0,0,0,0,0,0,0,1,
19,2021,19,New Hampshire,0,0,0,0,0,0,0,0,
20,2021,19,Rhode Island,0,0,0,0,0,0,0,0,
21,2021,19,Vermont,0,0,0,0,0,0,0,0,
22,2021,19,Middle Atlantic,0,0,0,0,1,2,6,13,
23,2021,19,New Jersey,0,0,0,0,0,1,0,0,
24,2021,19,New York (excluding New York City),0,0,0,0,1,1,2,1,
25,2021,19,New York City,0,0,0,0,0,1,2,2,
26,2021,19,Pennsylvania,0,0,0,0,0,2,2,10,
27,2021,19,East North Central,0,1,3,4,0,1,0,3,
28,2021,19,Illinois,0,0,0,2,0,0,0,1,
29,2021,19,Indiana,0,1,1,0,0,1,0,1,
30,2021,19,Michigan,0,0,0,0,0,1,0,1,
31,2021,19,Ohio,0,1,2,2,0,1,0,0,
32,2021,19,Wisconsin,0,0,0,0,0,1,0,0,
33,2021,19,West North Central,0,0,0,0,0,1,2,9,
34,2021,19,Iowa,0,0,0,0,0,0,0,1,
35,2021,19,Kansas,0,0,0,0,0,0,0,1,
36,2021,19,Minnesota,0,0,0,0,0,1,0,0,
37,2021,19,Missouri,0,0,0,0,0,1,1,7,
38,2021,19,Nebraska,0,0,0,0,0,1,1,0,
39,2021,19,North Dakota,0,0,0,0,0,0,0,0,
40,2021,19,South Dakota,0,0,0,0,0,0,0,0,
41,2021,19,South Atlantic,0,0,0,1,0,2,9,23,
42,2021,19,Delaware,0,0,0,0,0,0,0,1,
43,2021,19,District of Columbia,0,0,0,0,0,0,0,0,
44,2021,19,Florida,0,0,0,0,0,2,6,13,
45,2021,19,Georgia,0,0,0,1,0,1,1,0,
46,2021,19,Maryland,0,0,0,0,0,1,0,3,
47,2021,19,North Carolina,0,0,0,0,0,1,1,1,
48,2021,19,South Carolina,0,0,0,0,0,0,0,0,
49,2021,19,Virginia,0,0,0,0,0,1,0,5,
50,2021,19,West Virginia,0,0,0,0,0,1,1,0,
51,2021,19,East South Central,0,1,0,1,0,1,1,3,
52,2021,19,Alabama,0,1,0,1,0,1,1,2,
53,2021,19,Kentucky,0,0,0,0,0,0,0,1,
54,2021,19,Mississippi,0,0,0,0,0,0,0,0,
55,2021,19,Tennessee,0,0,0,0,0,0,0,0,
56,2021,19,West South Central,0,0,0,5,0,2,0,8,
57,2021,19,Arkansas,0,0,0,0,0,2,0,2,
58,2021,19,Louisiana,0,0,0,0,0,0,0,1,
59,2021,19,Oklahoma,0,0,0,2,0,0,0,0,
60,2021,19,Texas,0,0,0,3,0,1,0,5,
61,2021,19,Mountain,0,0,0,1,0,1,5,4,
62,2021,19,Arizona,0,0,0,0,0,1,2,0,
63,2021,19,Colorado,0,0,0,0,0,0,0,4,
64,2021,19,Idaho,0,0,0,0,0,0,0,0,
65,2021,19,Montana,0,0,0,0,0,1,1,0,
66,2021,19,Nevada,0,0,0,1,0,0,0,0,
67,2021,19,New Mexico,0,0,0,0,0,0,0,0,
68,2021,19,Utah,0,0,0,0,0,1,1,0,
69,2021,19,Wyoming,0,0,0,0,0,1,1,0,
70,2021,19,Pacific,0,0,0,0,0,2,4,21,
71,2021,19,Alaska,0,0,0,0,0,0,0,0,
72,2021,19,California,0,0,0,0,0,2,4,16,
73,2021,19,Hawaii,0,0,0,0,0,0,0,0,
74,2021,19,Oregon,0,0,0,0,0,0,0,0,
75,2021,19,Washington,0,0,0,0,0,1,0,5,
76,2021,19,U.S. Territories,0,0,0,0,0,0,0,0,
77,2021,19,American Samoa,0,0,0,0,0,0,0,0,
78,2021,19,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,
79,2021,19,Guam,0,0,0,0,0,0,0,0,
