,year,mmwr_week,Reporting Area,"Meningococcal diseases, invasive �, All groups current week","Meningococcal diseases, invasive �, All groups previous 52 weeks median ","Meningococcal diseases, invasive �, All groups previous 52 weeks maximum ","Meningococcal diseases, invasive �, All groups cummulative for 2011","Meningococcal diseases, invasive �, All groups cummulative for 2010",Mumps current week,Mumps previous 52 weeks median ,Mumps previous 52 weeks maximum ,Mumps cummulative for 2011,Mumps cummulative for 2010,Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2011,Pertussis cummulative for 2010
27,2011,2,N.H.,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
28,2011,2,R.I.,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
29,2011,2,Vt.,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1
30,2011,2,MID. ATLANTIC,1,1,5,6,6,1,19,209,1,71,22,37,143,38,16
31,2011,2,N.J.,0,0,2,0,2,0,3,24,0,37,0,3,9,0,4
32,2011,2,N.Y. (Upstate),0,0,2,0,1,0,3,99,0,34,11,11,80,13,1
33,2011,2,N.Y. City,1,0,3,4,2,0,1,201,0,0,0,0,9,0,0
34,2011,2,Pa.,0,0,2,2,1,1,0,16,1,0,11,14,69,25,11
35,2011,2,E.N. CENTRAL,0,2,9,2,10,0,1,7,2,5,38,108,183,102,109
36,2011,2,Ill.,0,0,3,0,2,0,0,2,0,2,0,20,50,3,20
37,2011,2,Ind.,0,0,2,0,4,0,0,1,0,1,0,12,26,0,14
38,2011,2,Mich.,0,0,4,0,2,0,0,2,0,2,4,28,57,26,25
39,2011,2,Ohio,0,0,2,2,1,0,0,5,2,0,32,33,80,69,34
40,2011,2,Wis.,0,0,3,0,1,0,0,2,0,0,2,9,21,4,16
41,2011,2,W.N. CENTRAL,1,1,5,2,2,0,1,14,1,0,9,35,193,25,30
42,2011,2,Iowa,0,0,3,0,0,0,0,7,0,0,0,12,34,0,5
43,2011,2,Kans.,0,0,2,0,0,0,0,1,0,0,0,3,9,0,8
44,2011,2,Minn.,0,0,1,0,0,0,0,1,0,0,0,0,143,0,0
45,2011,2,Mo.,0,0,4,1,2,0,0,2,0,0,6,8,44,16,11
46,2011,2,Nebr.,1,0,2,1,0,0,0,10,1,0,3,4,13,9,4
47,2011,2,N. Dak.,0,0,1,0,0,0,0,1,0,0,0,0,30,0,0
48,2011,2,S. Dak.,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2
49,2011,2,S. ATLANTIC,0,2,7,1,8,0,1,4,0,1,12,30,78,30,47
50,2011,2,Del.,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0
51,2011,2,D.C.,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
52,2011,2,Fla.,0,1,5,1,5,0,0,3,0,0,5,6,28,8,9
53,2011,2,Ga.,0,0,2,0,1,0,0,1,0,0,0,4,18,0,4
54,2011,2,Md.,0,0,1,0,0,0,0,1,0,1,4,3,8,5,5
55,2011,2,N.C.,0,0,2,0,0,0,0,0,0,0,0,0,32,0,25
56,2011,2,S.C.,0,0,1,0,0,0,0,2,0,0,0,6,23,10,2
57,2011,2,Va.,0,0,2,0,1,0,0,2,0,0,3,5,36,7,1
58,2011,2,W. Va.,0,0,1,0,0,0,0,1,0,0,0,1,21,0,1
59,2011,2,E.S. CENTRAL,0,1,3,0,2,0,0,2,0,0,1,16,34,13,28
60,2011,2,Ala.,0,0,1,0,1,0,0,2,0,0,0,4,8,0,5
61,2011,2,Ky.,0,0,2,0,1,0,0,1,0,0,0,6,16,9,14
62,2011,2,Miss.,0,0,1,0,0,0,0,0,0,0,0,1,8,0,1
63,2011,2,Tenn.,0,0,2,0,0,0,0,1,0,0,1,4,11,4,8
64,2011,2,W.S. CENTRAL,0,1,9,0,2,0,1,11,0,0,0,55,113,2,17
65,2011,2,Ark.,0,0,1,0,1,0,0,1,0,0,0,3,14,0,0
66,2011,2,La.,0,0,4,0,1,0,0,2,0,0,0,1,3,0,5
67,2011,2,Okla.,0,0,7,0,0,0,0,0,0,0,0,0,23,0,0
68,2011,2,Tex.,0,1,4,0,0,0,1,11,0,0,0,49,108,2,12
69,2011,2,MOUNTAIN,1,1,6,3,2,0,0,4,1,0,23,29,92,50,31
70,2011,2,Ariz.,1,0,2,2,1,0,0,1,0,0,2,7,18,4,17
71,2011,2,Colo.,0,0,4,0,0,0,0,1,0,0,19,5,76,44,2
72,2011,2,Idaho,0,0,1,1,0,0,0,1,0,0,2,2,15,2,3
73,2011,2,Mont.,0,0,1,0,0,0,0,0,0,0,0,1,16,0,0
74,2011,2,Nev.,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0
75,2011,2,N. Mex.,0,0,1,0,1,0,0,2,1,0,0,2,11,0,5
76,2011,2,Utah,0,0,1,0,0,0,0,1,0,0,0,4,13,0,4
77,2011,2,Wyo.,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
78,2011,2,PACIFIC,0,3,9,1,6,0,0,18,1,0,12,71,220,25,13
79,2011,2,Alaska,0,0,1,0,0,0,0,1,0,0,0,0,6,1,1
80,2011,2,Calif.,0,2,9,0,5,0,0,18,0,0,12,49,192,24,3
81,2011,2,Hawaii,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0
82,2011,2,Oreg.,0,1,2,1,1,0,0,1,1,0,0,6,15,0,9
83,2011,2,Wash.,0,0,4,0,0,0,0,2,0,0,0,6,38,0,0
84,2011,2,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2011,2,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2011,2,Guam,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0
87,2011,2,P.R.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
88,2011,2,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2011,3,UNITED STATES,6,15,26,24,56,5,26,221,10,143,95,459,788,452,504
23,2011,3,NEW ENGLAND,0,0,3,1,1,0,0,4,0,3,0,9,23,0,12
24,2011,3,Conn.,0,0,1,1,0,0,0,2,0,0,0,1,8,0,2
25,2011,3,Maine,0,0,1,0,0,0,0,1,0,1,0,1,5,0,0
26,2011,3,Mass.,0,0,2,0,1,0,0,2,0,2,0,5,13,0,8
27,2011,3,N.H.,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
28,2011,3,R.I.,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
29,2011,3,Vt.,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1
30,2011,3,MID. ATLANTIC,0,1,5,6,7,1,16,209,1,130,18,37,143,60,26
31,2011,3,N.J.,0,0,2,0,2,0,3,24,0,53,0,3,9,0,4
32,2011,3,N.Y. (Upstate),0,0,2,0,1,0,2,99,0,77,11,11,80,24,2
33,2011,3,N.Y. City,0,0,3,4,2,0,1,201,0,0,0,0,9,0,0
34,2011,3,Pa.,0,0,2,2,2,1,0,16,1,0,7,14,69,36,20
35,2011,3,E.N. CENTRAL,0,2,9,2,14,2,1,7,4,6,28,108,185,144,176
36,2011,3,Ill.,0,0,3,0,3,0,0,2,0,2,0,20,50,9,26
37,2011,3,Ind.,0,0,2,0,5,0,0,1,0,1,0,12,26,0,17
38,2011,3,Mich.,0,0,4,0,2,0,0,2,0,2,4,28,57,38,45
39,2011,3,Ohio,0,0,2,2,1,2,0,5,4,0,24,33,80,93,69
40,2011,3,Wis.,0,0,3,0,3,0,0,2,0,1,0,9,21,4,19
41,2011,3,W.N. CENTRAL,3,1,5,6,3,1,1,14,2,1,8,35,193,34,45
42,2011,3,Iowa,0,0,3,1,1,0,0,7,0,1,0,12,34,1,8
43,2011,3,Kans.,1,0,2,1,0,0,0,1,0,0,0,3,9,0,12
44,2011,3,Minn.,0,0,1,0,0,0,0,1,0,0,0,0,143,0,0
45,2011,3,Mo.,1,0,4,2,2,1,0,2,1,0,8,8,44,24,16
46,2011,3,Nebr.,1,0,2,2,0,0,0,10,1,0,0,4,13,9,6
47,2011,3,N. Dak.,0,0,1,0,0,0,0,1,0,0,0,0,30,0,0
48,2011,3,S. Dak.,0,0,0,0,0,0,0,1,0,0,0,0,5,0,3
49,2011,3,S. ATLANTIC,0,2,7,1,14,0,0,4,0,2,9,29,79,61,62
50,2011,3,Del.,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0
51,2011,3,D.C.,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
52,2011,3,Fla.,0,1,5,1,6,0,0,3,0,1,4,6,28,12,12
53,2011,3,Ga.,0,0,2,0,2,0,0,1,0,0,0,4,18,9,8
54,2011,3,Md.,0,0,1,0,0,0,0,1,0,1,0,3,8,5,10
55,2011,3,N.C.,0,0,2,0,1,0,0,0,0,0,0,0,32,0,26
56,2011,3,S.C.,0,0,1,0,1,0,0,2,0,0,0,6,23,15,3
57,2011,3,Va.,0,0,2,0,3,0,0,2,0,0,5,5,38,18,2
58,2011,3,W. Va.,0,0,1,0,0,0,0,1,0,0,0,1,21,0,1
59,2011,3,E.S. CENTRAL,0,1,3,0,2,0,0,2,0,0,1,16,34,22,46
60,2011,3,Ala.,0,0,1,0,1,0,0,2,0,0,0,4,8,3,11
61,2011,3,Ky.,0,0,2,0,1,0,0,1,0,0,1,6,16,14,20
62,2011,3,Miss.,0,0,1,0,0,0,0,0,0,0,0,1,8,0,2
63,2011,3,Tenn.,0,0,2,0,0,0,0,1,0,0,0,4,11,5,13
64,2011,3,W.S. CENTRAL,0,1,9,0,6,1,1,11,1,0,6,57,113,10,44
65,2011,3,Ark.,0,0,1,0,1,0,0,1,0,0,0,3,14,0,4
66,2011,3,La.,0,0,4,0,5,0,0,2,0,0,0,1,3,0,6
67,2011,3,Okla.,0,0,7,0,0,0,0,0,0,0,0,0,23,0,0
68,2011,3,Tex.,0,1,7,0,0,1,1,11,1,0,6,49,108,10,34
69,2011,3,MOUNTAIN,0,1,6,3,2,0,0,4,1,0,15,30,92,73,67
70,2011,3,Ariz.,0,0,2,2,1,0,0,1,0,0,0,7,20,8,24
71,2011,3,Colo.,0,0,4,0,0,0,0,1,0,0,15,6,76,59,8
72,2011,3,Idaho,0,0,1,1,0,0,0,1,0,0,0,2,15,6,15
73,2011,3,Mont.,0,0,1,0,0,0,0,0,0,0,0,1,16,0,1
74,2011,3,Nev.,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0
75,2011,3,N. Mex.,0,0,1,0,1,0,0,2,1,0,0,2,11,0,11
76,2011,3,Utah,0,0,1,0,0,0,0,1,0,0,0,4,13,0,8
77,2011,3,Wyo.,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
78,2011,3,PACIFIC,3,3,9,5,7,0,0,18,1,1,10,84,220,48,26
79,2011,3,Alaska,0,0,1,0,0,0,0,1,0,0,0,0,6,3,2
80,2011,3,Calif.,3,2,9,4,5,0,0,18,0,0,10,60,192,42,6
81,2011,3,Hawaii,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0
82,2011,3,Oreg.,0,1,2,1,2,0,0,1,1,1,0,6,15,3,18
83,2011,3,Wash.,0,0,4,0,0,0,0,2,0,0,0,6,48,0,0
84,2011,3,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2011,3,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2011,3,Guam,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0
87,2011,3,P.R.,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
88,2011,3,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2011,4,UNITED STATES,5,15,26,36,76,1,22,221,13,277,163,462,792,720,755
23,2011,4,NEW ENGLAND,0,0,3,1,1,0,0,4,0,7,1,9,23,3,15
24,2011,4,Conn.,0,0,1,1,0,0,0,2,0,2,0,1,8,0,3
25,2011,4,Maine,0,0,1,0,0,0,0,1,0,1,1,1,5,1,0
26,2011,4,Mass.,0,0,2,0,1,0,0,2,0,4,0,5,13,0,10
27,2011,4,N.H.,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1
28,2011,4,R.I.,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
29,2011,4,Vt.,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1
30,2011,4,MID. ATLANTIC,0,1,5,7,9,0,11,209,0,255,42,37,143,106,39
31,2011,4,N.J.,0,0,2,0,2,0,3,24,0,77,0,3,9,0,8
32,2011,4,N.Y. (Upstate),0,0,2,0,2,0,2,99,0,176,13,11,81,37,5
33,2011,4,N.Y. City,0,0,3,5,3,0,1,201,0,2,0,0,9,0,0
34,2011,4,Pa.,0,0,2,2,2,0,0,16,0,0,29,14,69,69,26
35,2011,4,E.N. CENTRAL,0,2,9,2,16,1,2,7,6,8,40,110,188,215,250
36,2011,4,Ill.,0,0,3,0,3,0,0,2,1,3,0,20,51,21,36
37,2011,4,Ind.,0,0,2,0,6,0,0,1,0,1,0,12,26,1,20
38,2011,4,Mich.,0,0,4,0,2,0,0,2,0,2,3,28,57,49,73
39,2011,4,Ohio,0,0,2,2,2,1,0,5,5,0,37,33,80,130,96
40,2011,4,Wis.,0,0,3,0,3,0,0,2,0,2,0,9,22,14,25
41,2011,4,W.N. CENTRAL,0,1,5,7,3,0,1,14,3,1,3,35,193,39,68
42,2011,4,Iowa,0,0,3,1,1,0,0,7,0,1,0,12,34,2,13
43,2011,4,Kans.,0,0,2,1,0,0,0,1,1,0,1,3,9,1,16
44,2011,4,Minn.,0,0,1,0,0,0,0,1,0,0,0,0,143,0,0
45,2011,4,Mo.,0,0,4,3,2,0,0,2,1,0,2,8,44,26,29
46,2011,4,Nebr.,0,0,2,2,0,0,0,10,1,0,0,4,13,9,7
47,2011,4,N. Dak.,0,0,1,0,0,0,0,1,0,0,0,0,30,0,0
48,2011,4,S. Dak.,0,0,0,0,0,0,0,1,0,0,0,0,5,1,3
49,2011,4,S. ATLANTIC,3,2,7,5,20,0,0,4,0,4,35,29,79,110,104
50,2011,4,Del.,0,0,1,0,1,0,0,0,0,0,1,0,4,3,0
51,2011,4,D.C.,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
52,2011,4,Fla.,1,1,5,2,7,0,0,3,0,1,8,6,28,20,18
53,2011,4,Ga.,0,0,2,0,2,0,0,1,0,0,1,4,18,15,13
54,2011,4,Md.,0,0,1,0,0,0,0,1,0,1,1,3,8,8,14
55,2011,4,N.C.,2,0,2,2,3,0,0,0,0,0,20,0,32,20,41
56,2011,4,S.C.,0,0,1,1,2,0,0,2,0,1,1,6,23,18,12
57,2011,4,Va.,0,0,2,0,5,0,0,2,0,1,3,6,38,26,5
58,2011,4,W. Va.,0,0,1,0,0,0,0,1,0,0,0,1,21,0,1
59,2011,4,E.S. CENTRAL,0,1,3,1,3,0,0,2,1,0,10,16,34,40,57
60,2011,4,Ala.,0,0,1,1,1,0,0,2,1,0,0,4,8,5,16
61,2011,4,Ky.,0,0,2,0,2,0,0,1,0,0,4,5,16,23,20
62,2011,4,Miss.,0,0,1,0,0,0,0,0,0,0,0,1,8,0,3
63,2011,4,Tenn.,0,0,2,0,0,0,0,1,0,0,6,4,11,12,18
64,2011,4,W.S. CENTRAL,0,1,9,2,7,0,2,11,1,0,6,57,113,27,87
65,2011,4,Ark.,0,0,1,1,1,0,0,1,0,0,0,2,14,0,4
66,2011,4,La.,0,0,2,1,5,0,0,2,0,0,0,1,3,1,6
67,2011,4,Okla.,0,0,7,0,0,0,0,0,0,0,0,0,23,0,0
68,2011,4,Tex.,0,1,7,0,1,0,1,11,1,0,6,49,109,26,77
69,2011,4,MOUNTAIN,0,1,6,3,4,0,0,4,1,0,16,30,102,111,89
70,2011,4,Ariz.,0,0,2,2,2,0,0,1,0,0,0,8,25,12,27
71,2011,4,Colo.,0,0,4,0,0,0,0,1,0,0,13,6,76,72,11
72,2011,4,Idaho,0,0,1,1,0,0,0,1,0,0,3,2,15,10,24
73,2011,4,Mont.,0,0,1,0,0,0,0,0,0,0,0,1,16,8,1
74,2011,4,Nev.,0,0,1,0,1,0,0,1,0,0,0,0,7,2,0
75,2011,4,N. Mex.,0,0,1,0,1,0,0,2,1,0,0,2,11,0,15
76,2011,4,Utah,0,0,1,0,0,0,0,1,0,0,0,5,13,7,11
77,2011,4,Wyo.,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
78,2011,4,PACIFIC,2,3,9,8,13,0,0,18,1,2,10,89,241,69,46
79,2011,4,Alaska,0,0,1,0,0,0,0,1,0,0,0,0,6,4,2
80,2011,4,Calif.,1,2,9,5,10,0,0,18,0,0,9,71,222,58,10
81,2011,4,Hawaii,0,0,1,0,0,0,0,1,0,1,0,1,6,0,5
82,2011,4,Oreg.,0,1,2,2,3,0,0,1,1,1,1,6,15,7,29
83,2011,4,Wash.,1,0,4,1,0,0,0,2,0,0,0,6,76,0,0
84,2011,4,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2011,4,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2011,4,Guam,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0
87,2011,4,P.R.,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
88,2011,4,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2011,5,UNITED STATES,20,15,26,61,91,0,19,221,15,370,184,471,822,"1,008","1,003"
23,2011,5,NEW ENGLAND,0,0,3,1,1,0,0,2,0,9,0,9,24,3,23
24,2011,5,Conn.,0,0,1,1,0,0,0,2,0,4,0,1,8,0,5
25,2011,5,Maine,0,0,1,0,0,0,0,1,0,1,0,1,5,1,1
26,2011,5,Mass.,0,0,2,0,1,0,0,2,0,4,0,5,13,0,14
27,2011,5,N.H.,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1
28,2011,5,R.I.,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
29,2011,5,Vt.,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2
30,2011,5,MID. ATLANTIC,1,1,5,9,9,0,8,209,1,342,18,38,123,127,47
31,2011,5,N.J.,0,0,2,0,2,0,3,22,1,99,0,3,9,1,9
32,2011,5,N.Y. (Upstate),1,0,2,1,2,0,2,75,0,241,7,12,84,44,5
33,2011,5,N.Y. City,0,0,3,6,3,0,0,201,0,2,0,0,10,0,0
34,2011,5,Pa.,0,0,2,2,2,0,0,16,0,0,11,15,70,82,33
35,2011,5,E.N. CENTRAL,1,2,9,4,17,0,1,7,7,9,39,112,190,290,314
36,2011,5,Ill.,0,0,3,0,3,0,0,2,1,3,0,21,51,35,44
37,2011,5,Ind.,0,0,2,1,6,0,0,1,0,1,0,12,26,3,29
38,2011,5,Mich.,0,0,4,0,2,0,0,2,1,3,3,29,57,61,89
39,2011,5,Ohio,1,0,2,3,3,0,0,5,5,0,36,33,80,166,116
40,2011,5,Wis.,0,0,3,0,3,0,0,2,0,2,0,9,22,25,36
41,2011,5,W.N. CENTRAL,2,1,5,9,4,0,1,14,3,2,6,35,193,56,87
42,2011,5,Iowa,0,0,3,1,1,0,0,7,0,1,0,12,34,8,19
43,2011,5,Kans.,0,0,2,1,0,0,0,1,1,0,3,3,9,5,19
44,2011,5,Minn.,0,0,1,0,0,0,0,1,0,0,0,0,143,0,0
45,2011,5,Mo.,1,0,4,4,2,0,0,2,1,1,3,8,44,32,33
46,2011,5,Nebr.,1,0,2,3,1,0,0,10,1,0,0,4,13,10,8
47,2011,5,N. Dak.,0,0,1,0,0,0,0,1,0,0,0,0,30,0,0
48,2011,5,S. Dak.,0,0,0,0,0,0,0,1,0,0,0,0,5,1,8
49,2011,5,S. ATLANTIC,4,2,7,9,24,0,0,4,0,6,54,29,77,181,123
50,2011,5,Del.,0,0,1,0,1,0,0,0,0,0,0,0,4,3,0
51,2011,5,D.C.,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
52,2011,5,Fla.,2,1,5,4,10,0,0,3,0,1,12,6,28,32,20
53,2011,5,Ga.,0,0,2,0,3,0,0,1,0,0,2,4,18,21,16
54,2011,5,Md.,1,0,1,1,0,0,0,1,0,2,0,3,8,8,22
55,2011,5,N.C.,1,0,2,3,3,0,0,0,0,0,36,0,30,60,44
56,2011,5,S.C.,0,0,1,1,2,0,0,2,0,1,1,6,24,21,14
57,2011,5,Va.,0,0,2,0,5,0,0,2,0,1,3,6,38,36,6
58,2011,5,W. Va.,0,0,1,0,0,0,0,1,0,1,0,1,21,0,1
59,2011,5,E.S. CENTRAL,0,1,3,2,4,0,0,2,1,0,1,16,35,51,73
60,2011,5,Ala.,0,0,1,2,1,0,0,2,1,0,0,4,8,8,17
61,2011,5,Ky.,0,0,2,0,2,0,0,1,0,0,0,5,16,30,26
62,2011,5,Miss.,0,0,1,0,1,0,0,0,0,0,0,1,8,0,6
63,2011,5,Tenn.,0,0,2,0,0,0,0,1,0,0,1,4,11,13,24
64,2011,5,W.S. CENTRAL,1,1,9,4,10,0,2,11,1,0,6,57,117,35,143
