,model_name,weigth,date_forecast,forecast_window
2,eakf_model2,1.9667808504197216e-23,2019-07-31,2m
3,eakf_model3,0.9999999999748028,2019-07-31,2m
0,arima,0.0,2019-07-31,3m
1,eakf_model1,2.0415426837915374e-10,2019-07-31,3m
2,eakf_model2,1.7319489053249601e-37,2019-07-31,3m
3,eakf_model3,0.999999999795846,2019-07-31,3m
0,arima,0.0,2019-07-31,4m
1,eakf_model1,0.999999999702459,2019-07-31,4m
2,eakf_model2,3.855016560973278e-29,2019-07-31,4m
3,eakf_model3,2.975405407243028e-10,2019-07-31,4m
0,arima,8.256526719469846e-152,2019-07-31,5m
1,eakf_model1,0.9999999999606718,2019-07-31,5m
2,eakf_model2,1.3378580203766804e-11,2019-07-31,5m
3,eakf_model3,2.5949436197899678e-11,2019-07-31,5m
0,arima,6.788878443739461e-181,2019-07-31,6m
1,eakf_model1,0.999999999940014,2019-07-31,6m
2,eakf_model2,5.998586636560916e-11,2019-07-31,6m
3,eakf_model3,3.1944030469819307e-19,2019-07-31,6m
0,arima,2.270028336300089e-171,2019-08-31,1m
1,eakf_model1,3.618754031761951e-11,2019-08-31,1m
2,eakf_model2,2.0539465784318264e-19,2019-08-31,1m
3,eakf_model3,0.999999999963812,2019-08-31,1m
0,arima,3.358673527424178e-131,2019-08-31,2m
1,eakf_model1,2.2072782084676955e-11,2019-08-31,2m
2,eakf_model2,1.9723103996139422e-22,2019-08-31,2m
3,eakf_model3,0.9999999999779272,2019-08-31,2m
0,arima,2.808057e-318,2019-08-31,3m
1,eakf_model1,1.6834592709124756e-10,2019-08-31,3m
2,eakf_model2,7.003278430673692e-35,2019-08-31,3m
3,eakf_model3,0.9999999998316536,2019-08-31,3m
0,arima,0.0,2019-08-31,4m
1,eakf_model1,0.9999999997374752,2019-08-31,4m
2,eakf_model2,2.4236072200846515e-27,2019-08-31,4m
3,eakf_model3,2.625248824774575e-10,2019-08-31,4m
0,arima,1.14864422398301e-148,2019-08-31,5m
1,eakf_model1,0.999999999960714,2019-08-31,5m
2,eakf_model2,2.608873443352976e-11,2019-08-31,5m
3,eakf_model3,1.3197396129318189e-11,2019-08-31,5m
0,arima,2.5801197795829152e-182,2019-08-31,6m
1,eakf_model1,0.999999999939137,2019-08-31,6m
2,eakf_model2,6.086287965066218e-11,2019-08-31,6m
3,eakf_model3,8.250643832492625e-20,2019-08-31,6m
0,arima,2.581999221246118e-171,2019-09-30,1m
1,eakf_model1,3.735177269591246e-11,2019-09-30,1m
2,eakf_model2,1.7618522974015282e-19,2019-09-30,1m
3,eakf_model3,0.9999999999626488,2019-09-30,1m
0,arima,1.4161254387638642e-131,2019-09-30,2m
1,eakf_model1,2.2697527611026603e-11,2019-09-30,2m
2,eakf_model2,4.666139459649569e-23,2019-09-30,2m
3,eakf_model3,0.9999999999773026,2019-09-30,2m
0,arima,2.1552368179035266e-291,2019-09-30,3m
1,eakf_model1,1.3956160216873075e-10,2019-09-30,3m
2,eakf_model2,3.030842986418399e-32,2019-09-30,3m
3,eakf_model3,0.9999999998604384,2019-09-30,3m
0,arima,0.0,2019-09-30,4m
1,eakf_model1,0.9999999997450902,2019-09-30,4m
2,eakf_model2,8.6509794075047e-27,2019-09-30,4m
3,eakf_model3,2.5490891209831093e-10,2019-09-30,4m
0,arima,1.5645097689021842e-148,2019-09-30,5m
1,eakf_model1,0.999999999961188,2019-09-30,5m
2,eakf_model2,3.3041738998197624e-11,2019-09-30,5m
3,eakf_model3,5.770092012866335e-12,2019-09-30,5m
0,arima,9.483900787267408e-185,2019-09-30,6m
1,eakf_model1,0.999999999936109,2019-09-30,6m
2,eakf_model2,6.389104495625692e-11,2019-09-30,6m
3,eakf_model3,8.601993002622407e-21,2019-09-30,6m
0,arima,4.913135819221928e-163,2019-10-31,1m
1,eakf_model1,3.2982447409816007e-11,2019-10-31,1m
2,eakf_model2,8.021036895632076e-19,2019-10-31,1m
3,eakf_model3,0.9999999999670176,2019-10-31,1m
0,arima,7.709064399434669e-129,2019-10-31,2m
1,eakf_model1,2.2936641460748e-11,2019-10-31,2m
2,eakf_model2,6.16381181502674e-23,2019-10-31,2m
3,eakf_model3,0.9999999999770636,2019-10-31,2m
0,arima,9.742151733365577e-295,2019-10-31,3m
1,eakf_model1,1.4745526924410783e-10,2019-10-31,3m
2,eakf_model2,4.3622845598999615e-33,2019-10-31,3m
3,eakf_model3,0.9999999998525444,2019-10-31,3m
0,arima,2.316703e-318,2019-10-31,4m
1,eakf_model1,0.9999999997585214,2019-10-31,4m
2,eakf_model2,6.779169971883287e-26,2019-10-31,4m
3,eakf_model3,2.414785070752564e-10,2019-10-31,4m
0,arima,1.3043787734168991e-148,2019-10-31,5m
1,eakf_model1,0.999999999959746,2019-10-31,5m
2,eakf_model2,3.6181860928860477e-11,2019-10-31,5m
3,eakf_model3,4.071812051047803e-12,2019-10-31,5m
0,arima,1.716686382039487e-185,2019-10-31,6m
1,eakf_model1,0.9999999999354928,2019-10-31,6m
2,eakf_model2,6.450688204657792e-11,2019-10-31,6m
3,eakf_model3,1.6538757825350873e-21,2019-10-31,6m
0,arima,1.1824683041346607e-158,2019-11-30,1m
1,eakf_model1,3.2241616800376606e-11,2019-11-30,1m
2,eakf_model2,1.392170058464786e-18,2019-11-30,1m
3,eakf_model3,0.9999999999677583,2019-11-30,1m
0,arima,7.076285653216826e-124,2019-11-30,2m
1,eakf_model1,2.0533577684087403e-11,2019-11-30,2m
2,eakf_model2,2.203878448407868e-22,2019-11-30,2m
3,eakf_model3,0.9999999999794664,2019-11-30,2m
0,arima,2.83101838211e-311,2019-11-30,3m
1,eakf_model1,1.695845095469277e-10,2019-11-30,3m
2,eakf_model2,1.9744068539576317e-34,2019-11-30,3m
3,eakf_model3,0.9999999998304158,2019-11-30,3m
0,arima,1.31768930071355e-309,2019-11-30,4m
1,eakf_model1,0.9999999997680864,2019-11-30,4m
2,eakf_model2,6.006984316169644e-25,2019-11-30,4m
3,eakf_model3,2.319130060326416e-10,2019-11-30,4m
0,arima,7.507990694446401e-149,2019-11-30,5m
1,eakf_model1,0.9999999999590596,2019-11-30,5m
2,eakf_model2,3.8660215483068877e-11,2019-11-30,5m
3,eakf_model3,2.279973981233758e-12,2019-11-30,5m
0,arima,1.3060874981637088e-185,2019-11-30,6m
1,eakf_model1,0.9999999999344712,2019-11-30,6m
2,eakf_model2,6.552880691013375e-11,2019-11-30,6m
3,eakf_model3,6.120154764775334e-22,2019-11-30,6m
0,arima,1.0892825793310548e-159,2019-12-31,1m
1,eakf_model1,3.4105355046748344e-11,2019-12-31,1m
2,eakf_model2,1.1028349314939857e-18,2019-12-31,1m
3,eakf_model3,0.9999999999658946,2019-12-31,1m
0,arima,1.1044549304263923e-120,2019-12-31,2m
1,eakf_model1,1.9743721519338637e-11,2019-12-31,2m
2,eakf_model2,4.435477563329347e-22,2019-12-31,2m
3,eakf_model3,0.9999999999802566,2019-12-31,2m
0,arima,4.5109859439903553e-296,2019-12-31,3m
1,eakf_model1,1.544981955130835e-10,2019-12-31,3m
2,eakf_model2,5.3730395102673e-33,2019-12-31,3m
3,eakf_model3,0.9999999998455018,2019-12-31,3m
0,arima,4.57369793822367e-283,2019-12-31,4m
1,eakf_model1,0.9999999998137604,2019-12-31,4m
2,eakf_model2,9.185526139367498e-23,2019-12-31,4m
3,eakf_model3,1.8623909417258876e-10,2019-12-31,4m
0,arima,7.912967589486429e-151,2019-12-31,5m
1,eakf_model1,0.9999999999554736,2019-12-31,5m
2,eakf_model2,4.3510128468647955e-11,2019-12-31,5m
3,eakf_model3,1.01660901940495e-12,2019-12-31,5m
0,arima,7.420115062244942e-186,2019-12-31,6m
1,eakf_model1,0.9999999999340504,2019-12-31,6m
2,eakf_model2,6.594956880241957e-11,2019-12-31,6m
3,eakf_model3,1.8340979065001013e-22,2019-12-31,6m
0,arima,9.470634629430367e-155,2020-01-31,1m
1,eakf_model1,3.0994496486466545e-11,2020-01-31,1m
2,eakf_model2,3.173134071790705e-18,2020-01-31,1m
3,eakf_model3,0.9999999999690052,2020-01-31,1m
0,arima,1.199192486972769e-120,2020-01-31,2m
1,eakf_model1,1.9985610225917665e-11,2020-01-31,2m
2,eakf_model2,2.6439119937727577e-22,2020-01-31,2m
3,eakf_model3,0.9999999999800144,2020-01-31,2m
0,arima,1.2580354680905565e-284,2020-01-31,3m
1,eakf_model1,1.4391838909779348e-10,2020-01-31,3m
2,eakf_model2,5.637761445132418e-32,2020-01-31,3m
3,eakf_model3,0.9999999998560812,2020-01-31,3m
0,arima,5.790399118404645e-277,2020-01-31,4m
1,eakf_model1,0.9999999998124588,2020-01-31,4m
2,eakf_model2,3.9896401442746293e-22,2020-01-31,4m
3,eakf_model3,1.8754105275060868e-10,2020-01-31,4m
0,arima,8.904941889086894e-152,2020-01-31,5m
1,eakf_model1,0.999999999954844,2020-01-31,5m
2,eakf_model2,4.4949687355182305e-11,2020-01-31,5m
3,eakf_model3,2.065510555655117e-13,2020-01-31,5m
0,arima,6.401897134536823e-192,2020-01-31,6m
1,eakf_model1,0.9999999999294784,2020-01-31,6m
2,eakf_model2,7.052219149849316e-11,2020-01-31,6m
3,eakf_model3,1.5083609817210165e-23,2020-01-31,6m
0,arima,2.3866599556544123e-150,2020-02-29,1m
1,eakf_model1,3.022769096705259e-11,2020-02-29,1m
2,eakf_model2,7.725706737627943e-18,2020-02-29,1m
3,eakf_model3,0.9999999999697716,2020-02-29,1m
0,arima,2.8088593458883085e-117,2020-02-29,2m
1,eakf_model1,1.9187393511864964e-11,2020-02-29,2m
2,eakf_model2,8.382085175712751e-22,2020-02-29,2m
3,eakf_model3,0.9999999999808123,2020-02-29,2m
0,arima,8.234804602706092e-307,2020-02-29,3m
1,eakf_model1,1.7424812003614636e-10,2020-02-29,3m
2,eakf_model2,7.2375415585770595e-34,2020-02-29,3m
3,eakf_model3,0.9999999998257516,2020-02-29,3m
0,arima,7.754298800520808e-279,2020-02-29,4m
1,eakf_model1,0.9999999998078528,2020-02-29,4m
2,eakf_model2,5.594403380230252e-22,2020-02-29,4m
3,eakf_model3,1.921467100203066e-10,2020-02-29,4m
0,arima,1.1017481744193257e-152,2020-02-29,5m
1,eakf_model1,0.9999999999541508,2020-02-29,5m
2,eakf_model2,4.574390150549895e-11,2020-02-29,5m
3,eakf_model3,1.0523491974708821e-13,2020-02-29,5m
0,arima,4.650470721523433e-194,2020-02-29,6m
1,eakf_model1,0.999999999926098,2020-02-29,6m
2,eakf_model2,7.390235772746622e-11,2020-02-29,6m
3,eakf_model3,9.655115177866728e-25,2020-02-29,6m
0,arima,6.706861333912713e-148,2020-03-31,1m
1,eakf_model1,2.9467554970806e-11,2020-03-31,1m
2,eakf_model2,1.0462928346233016e-17,2020-03-31,1m
3,eakf_model3,0.9999999999705323,2020-03-31,1m
0,arima,1.2780029569734062e-114,2020-03-31,2m
1,eakf_model1,1.9196351173596407e-11,2020-03-31,2m
2,eakf_model2,2.9950255683807964e-21,2020-03-31,2m
3,eakf_model3,0.9999999999808036,2020-03-31,2m
0,arima,4.2052453222087715e-294,2020-03-31,3m
1,eakf_model1,1.5711775703229183e-10,2020-03-31,3m
2,eakf_model2,1.3940181593087538e-32,2020-03-31,3m
3,eakf_model3,0.9999999998428826,2020-03-31,3m
0,arima,5.243555390810472e-259,2020-03-31,4m
1,eakf_model1,0.9999999998336226,2020-03-31,4m
2,eakf_model2,1.949573510187482e-20,2020-03-31,4m
3,eakf_model3,1.6637726003332428e-10,2020-03-31,4m
0,arima,7.668752295390355e-155,2020-03-31,5m
1,eakf_model1,0.9999999999524458,2020-03-31,5m
2,eakf_model2,4.748476580205761e-11,2020-03-31,5m
3,eakf_model3,6.880338490084523e-14,2020-03-31,5m
0,arima,1.4851671468411581e-195,2020-03-31,6m
1,eakf_model1,0.9999999999252626,2020-03-31,6m
2,eakf_model2,7.473745507332469e-11,2020-03-31,6m
3,eakf_model3,1.9509230370289836e-25,2020-03-31,6m
0,arima,3.087671388517514e-144,2020-04-30,1m
1,eakf_model1,2.849361218654196e-11,2020-04-30,1m
2,eakf_model2,1.6907214242855586e-17,2020-04-30,1m
3,eakf_model3,0.999999999971506,2020-04-30,1m
0,arima,2.6245753919654265e-113,2020-04-30,2m
1,eakf_model1,1.867182991865852e-11,2020-04-30,2m
2,eakf_model2,4.163731367435746e-21,2020-04-30,2m
3,eakf_model3,0.9999999999813284,2020-04-30,2m
0,arima,2.2298757338001684e-280,2020-04-30,3m
1,eakf_model1,1.4748697014902987e-10,2020-04-30,3m
2,eakf_model2,4.940692303429085e-31,2020-04-30,3m
3,eakf_model3,0.9999999998525124,2020-04-30,3m
0,arima,1.818329155136625e-252,2020-04-30,4m
1,eakf_model1,0.9999999998454214,2020-04-30,4m
2,eakf_model2,7.894171214008727e-20,2020-04-30,4m
3,eakf_model3,1.5457836468260302e-10,2020-04-30,4m
0,arima,8.632250839957322e-156,2020-04-30,5m
1,eakf_model1,0.9999999999499496,2020-04-30,5m
2,eakf_model2,5.003462506055634e-11,2020-04-30,5m
3,eakf_model3,1.5399058562521734e-14,2020-04-30,5m
0,arima,7.211086171556776e-199,2020-04-30,6m
1,eakf_model1,0.999999999920265,2020-04-30,6m
2,eakf_model2,7.973490477174658e-11,2020-04-30,6m
3,eakf_model3,5.180733691577533e-26,2020-04-30,6m
0,arima,1.8719540116506939e-146,2020-05-31,1m
1,eakf_model1,2.9436011879651104e-11,2020-05-31,1m
2,eakf_model2,1.411622178242013e-17,2020-05-31,1m
3,eakf_model3,0.999999999970564,2020-05-31,1m
0,arima,9.751235720009932e-111,2020-05-31,2m
1,eakf_model1,1.7515983313330483e-11,2020-05-31,2m
2,eakf_model2,8.032646462556265e-21,2020-05-31,2m
3,eakf_model3,0.9999999999824845,2020-05-31,2m
0,arima,1.2830918367983714e-278,2020-05-31,3m
1,eakf_model1,1.4613905570017791e-10,2020-05-31,3m
2,eakf_model2,1.1230432270712502e-30,2020-05-31,3m
3,eakf_model3,0.999999999853861,2020-05-31,3m
0,arima,1.2889736655789862e-251,2020-05-31,4m
1,eakf_model1,0.9999999998435166,2020-05-31,4m
2,eakf_model2,1.3842782946097633e-19,2020-05-31,4m
3,eakf_model3,1.5648346742782376e-10,2020-05-31,4m
0,arima,4.204668934414236e-157,2020-05-31,5m
1,eakf_model1,0.9999999999484672,2020-05-31,5m
2,eakf_model2,5.152635150975635e-11,2020-05-31,5m
3,eakf_model3,7.014418933703736e-15,2020-05-31,5m
0,arima,1.2065309565545449e-201,2020-05-31,6m
1,eakf_model1,0.9999999999162812,2020-05-31,6m
2,eakf_model2,8.371917567943114e-11,2020-05-31,6m
3,eakf_model3,3.2058571621238697e-27,2020-05-31,6m
0,arima,2.6878596308965065e-147,2020-06-30,1m
1,eakf_model1,2.863228223275099e-11,2020-06-30,1m
2,eakf_model2,1.1628274332838304e-17,2020-06-30,1m
3,eakf_model3,0.999999999971368,2020-06-30,1m
0,arima,7.849436402456519e-109,2020-06-30,2m
1,eakf_model1,1.735429033579078e-11,2020-06-30,2m
2,eakf_model2,1.1138634495965515e-20,2020-06-30,2m
3,eakf_model3,0.999999999982646,2020-06-30,2m
0,arima,2.6505123956724006e-271,2020-06-30,3m
1,eakf_model1,1.3601291278483378e-10,2020-06-30,3m
2,eakf_model2,6.580767996181471e-30,2020-06-30,3m
3,eakf_model3,0.9999999998639876,2020-06-30,3m
0,arima,3.5020709403579664e-246,2020-06-30,4m
1,eakf_model1,0.999999999851084,2020-06-30,4m
2,eakf_model2,5.745248251609928e-19,2020-06-30,4m
3,eakf_model3,1.4891561753447126e-10,2020-06-30,4m
0,arima,1.8618464669594883e-158,2020-06-30,5m
1,eakf_model1,0.9999999999464664,2020-06-30,5m
2,eakf_model2,5.352818765757156e-11,2020-06-30,5m
3,eakf_model3,4.955600490939074e-15,2020-06-30,5m
0,arima,1.9997158460617823e-203,2020-06-30,6m
1,eakf_model1,0.9999999999153216,2020-06-30,6m
2,eakf_model2,8.467787307398931e-11,2020-06-30,6m
3,eakf_model3,7.151871978665465e-28,2020-06-30,6m
0,arima,1.8644611949345522e-143,2020-07-31,1m
1,eakf_model1,2.791831810576555e-11,2020-07-31,1m
2,eakf_model2,1.580633669250577e-17,2020-07-31,1m
3,eakf_model3,0.9999999999720816,2020-07-31,1m
0,arima,7.370404218501874e-107,2020-07-31,2m
1,eakf_model1,1.7645242424755117e-11,2020-07-31,2m
2,eakf_model2,1.8714967662060636e-20,2020-07-31,2m
3,eakf_model3,0.9999999999823552,2020-07-31,2m
0,arima,2.97322922489511e-253,2020-07-31,3m
1,eakf_model1,1.201756901473398e-10,2020-07-31,3m
2,eakf_model2,1.420833765517339e-28,2020-07-31,3m
3,eakf_model3,0.9999999998798248,2020-07-31,3m
0,arima,2.194189237532529e-245,2020-07-31,4m
1,eakf_model1,0.9999999998475156,2020-07-31,4m
2,eakf_model2,1.1738031371841517e-18,2020-07-31,4m
3,eakf_model3,1.5248446793978512e-10,2020-07-31,4m
0,arima,3.308827090374089e-161,2020-07-31,5m
1,eakf_model1,0.9999999999462356,2020-07-31,5m
2,eakf_model2,5.3763182986920606e-11,2020-07-31,5m
3,eakf_model3,1.8744206372817546e-15,2020-07-31,5m
0,arima,1.2077671816128033e-203,2020-07-31,6m
1,eakf_model1,0.9999999999144594,2020-07-31,6m
2,eakf_model2,8.554043021408141e-11,2020-07-31,6m
3,eakf_model3,4.1355971921193885e-28,2020-07-31,6m
0,arima,1.0546836331509426e-139,2020-08-31,1m
1,eakf_model1,2.575790350973724e-11,2020-08-31,1m
2,eakf_model2,3.6534292735401237e-17,2020-08-31,1m
3,eakf_model3,0.9999999999742426,2020-08-31,1m
0,arima,1.2673529720197768e-105,2020-08-31,2m
1,eakf_model1,1.7447355429322522e-11,2020-08-31,2m
2,eakf_model2,2.4750464833159912e-20,2020-08-31,2m
3,eakf_model3,0.9999999999825526,2020-08-31,2m
0,arima,1.0163547036973552e-240,2020-08-31,3m
1,eakf_model1,1.0873157551199168e-10,2020-08-31,3m
2,eakf_model2,1.7565215719652633e-27,2020-08-31,3m
3,eakf_model3,0.9999999998912682,2020-08-31,3m
0,arima,2.6892357072387416e-266,2020-08-31,4m
1,eakf_model1,0.9999999998149685,2020-08-31,4m
2,eakf_model2,3.337476710360181e-20,2020-08-31,4m
3,eakf_model3,1.8503148710032969e-10,2020-08-31,4m
0,arima,1.3268375238382597e-163,2020-08-31,5m
1,eakf_model1,0.9999999999446636,2020-08-31,5m
2,eakf_model2,5.533545481054932e-11,2020-08-31,5m
3,eakf_model3,1.0499896348316216e-15,2020-08-31,5m
0,arima,1.7954434213927568e-207,2020-08-31,6m
1,eakf_model1,0.9999999999091614,2020-08-31,6m
2,eakf_model2,9.083873005534541e-11,2020-08-31,6m
3,eakf_model3,5.646511438881605e-29,2020-08-31,6m
0,arima,3.399274995035442e-135,2020-09-30,1m
1,eakf_model1,2.5445395911702148e-11,2020-09-30,1m
2,eakf_model2,2.3102302243839734e-17,2020-09-30,1m
3,eakf_model3,0.9999999999745548,2020-09-30,1m
0,arima,2.943418221939155e-104,2020-09-30,2m
1,eakf_model1,1.6956986667254703e-11,2020-09-30,2m
2,eakf_model2,3.773773112646508e-20,2020-09-30,2m
3,eakf_model3,0.9999999999830428,2020-09-30,2m
0,arima,5.3597304469682e-235,2020-09-30,3m
1,eakf_model1,1.0454194045598355e-10,2020-09-30,3m
2,eakf_model2,4.3186541432691755e-27,2020-09-30,3m
3,eakf_model3,0.9999999998954584,2020-09-30,3m
0,arima,1.18512804410993e-281,2020-09-30,4m
1,eakf_model1,0.9999999997799208,2020-09-30,4m
2,eakf_model2,5.2048202096996174e-21,2020-09-30,4m
3,eakf_model3,2.2007905263489366e-10,2020-09-30,4m
0,arima,1.6676389592294296e-162,2020-09-30,5m
1,eakf_model1,0.9999999999411556,2020-09-30,5m
2,eakf_model2,5.883960914122447e-11,2020-09-30,5m
3,eakf_model3,4.918549863026203e-15,2020-09-30,5m
0,arima,1.5085613678730705e-210,2020-09-30,6m
1,eakf_model1,0.9999999999064296,2020-09-30,6m
2,eakf_model2,9.357017612392603e-11,2020-09-30,6m
3,eakf_model3,1.2364864443449856e-29,2020-09-30,6m
0,arima,1.4313423012853036e-137,2020-10-31,1m
1,eakf_model1,2.749178546922273e-11,2020-10-31,1m
2,eakf_model2,1.2673378922453275e-17,2020-10-31,1m
3,eakf_model3,0.9999999999725088,2020-10-31,1m
0,arima,1.0119162515138364e-100,2020-10-31,2m
1,eakf_model1,1.5562043070320894e-11,2020-10-31,2m
2,eakf_model2,4.4290658816692376e-20,2020-10-31,2m
3,eakf_model3,0.999999999984438,2020-10-31,2m
0,arima,1.3483037168976996e-229,2020-10-31,3m
1,eakf_model1,1.0303230166355932e-10,2020-10-31,3m
2,eakf_model2,1.2603399339089735e-26,2020-10-31,3m
3,eakf_model3,0.9999999998969676,2020-10-31,3m
0,arima,3.280733515648172e-295,2020-10-31,4m
1,eakf_model1,0.999999999751701,2020-10-31,4m
2,eakf_model2,5.9331506488017465e-22,2020-10-31,4m
3,eakf_model3,2.4829932745102725e-10,2020-10-31,4m
0,arima,1.7978485435049806e-164,2020-10-31,5m
1,eakf_model1,0.9999999999374264,2020-10-31,5m
2,eakf_model2,6.256479035354329e-11,2020-10-31,5m
3,eakf_model3,8.572127513068327e-15,2020-10-31,5m
0,arima,3.265945101242958e-210,2020-10-31,6m
1,eakf_model1,0.9999999999044972,2020-10-31,6m
2,eakf_model2,9.550298950164952e-11,2020-10-31,6m
3,eakf_model3,1.0236349098192699e-28,2020-10-31,6m
0,arima,7.550464977226275e-136,2020-11-30,1m
1,eakf_model1,2.701410211897816e-11,2020-11-30,1m
2,eakf_model2,3.6740030743781604e-17,2020-11-30,1m
3,eakf_model3,0.9999999999729862,2020-11-30,1m
0,arima,2.876049919867953e-100,2020-11-30,2m
1,eakf_model1,1.5424506496537536e-11,2020-11-30,2m
2,eakf_model2,3.696317477655539e-20,2020-11-30,2m
3,eakf_model3,0.9999999999845758,2020-11-30,2m
0,arima,8.007694933223928e-211,2020-11-30,3m
1,eakf_model1,8.516456023808033e-11,2020-11-30,3m
2,eakf_model2,1.0274013248561164e-25,2020-11-30,3m
3,eakf_model3,0.9999999999148356,2020-11-30,3m
0,arima,8.244331385246924e-309,2020-11-30,4m
1,eakf_model1,0.9999999997194198,2020-11-30,4m
2,eakf_model2,8.949648628847568e-23,2020-11-30,4m
3,eakf_model3,2.8058039893495135e-10,2020-11-30,4m
0,arima,2.07600699537868e-164,2020-11-30,5m
1,eakf_model1,0.9999999999373276,2020-11-30,5m
2,eakf_model2,6.265209227736446e-11,2020-11-30,5m
3,eakf_model3,2.065904514998836e-14,2020-11-30,5m
0,arima,9.989858373807336e-214,2020-11-30,6m
1,eakf_model1,0.9999999998944546,2020-11-30,6m
2,eakf_model2,1.0554505164524108e-10,2020-11-30,6m
3,eakf_model3,1.632878582487077e-28,2020-11-30,6m
0,arima,8.630185967242159e-135,2020-12-31,1m
1,eakf_model1,2.7177572874823722e-11,2020-12-31,1m
2,eakf_model2,4.911241148094025e-17,2020-12-31,1m
3,eakf_model3,0.999999999972822,2020-12-31,1m
0,arima,1.4470847060838364e-96,2020-12-31,2m
1,eakf_model1,1.4986963776139568e-11,2020-12-31,2m
2,eakf_model2,2.2101966272112187e-19,2020-12-31,2m
3,eakf_model3,0.9999999999850128,2020-12-31,2m
0,arima,2.7573292417265285e-205,2020-12-31,3m
1,eakf_model1,7.800628173467937e-11,2020-12-31,3m
2,eakf_model2,1.5632842766748297e-25,2020-12-31,3m
3,eakf_model3,0.999999999921994,2020-12-31,3m
0,arima,0.0,2020-12-31,4m
1,eakf_model1,0.999999999506744,2020-12-31,4m
2,eakf_model2,1.0600362108443322e-29,2020-12-31,4m
3,eakf_model3,4.932559241716356e-10,2020-12-31,4m
0,arima,8.97200911775525e-165,2020-12-31,5m
1,eakf_model1,0.99999999993704,2020-12-31,5m
2,eakf_model2,6.291757469463124e-11,2020-12-31,5m
3,eakf_model3,4.2459358699389695e-14,2020-12-31,5m
0,arima,2.514427925099947e-213,2020-12-31,6m
1,eakf_model1,0.9999999998942862,2020-12-31,6m
2,eakf_model2,1.0571303379332115e-10,2020-12-31,6m
3,eakf_model3,7.915790141875577e-28,2020-12-31,6m
0,arima,2.881450367374247e-133,2021-01-31,1m
1,eakf_model1,2.6821346395206588e-11,2021-01-31,1m
2,eakf_model2,8.233681417326023e-17,2021-01-31,1m
3,eakf_model3,0.999999999973178,2021-01-31,1m
0,arima,8.043371855845263e-98,2021-01-31,2m
1,eakf_model1,1.4715825755345688e-11,2021-01-31,2m
2,eakf_model2,1.0494722160168718e-19,2021-01-31,2m
3,eakf_model3,0.999999999985284,2021-01-31,2m
0,arima,1.4859073929840768e-189,2021-01-31,3m
1,eakf_model1,6.5373238094995e-11,2021-01-31,3m
2,eakf_model2,1.2535125065578547e-23,2021-01-31,3m
3,eakf_model3,0.999999999934627,2021-01-31,3m
0,arima,0.0,2021-01-31,4m
1,eakf_model1,0.9999999994891948,2021-01-31,4m
2,eakf_model2,4.086491893668899e-30,2021-01-31,4m
3,eakf_model3,5.108052640572344e-10,2021-01-31,4m
0,arima,1.0832563070843239e-157,2021-01-31,5m
1,eakf_model1,0.9999999999418238,2021-01-31,5m
2,eakf_model2,5.6043325217960076e-11,2021-01-31,5m
3,eakf_model3,2.132848019823631e-12,2021-01-31,5m
0,arima,2.4108130190060626e-212,2021-01-31,6m
1,eakf_model1,0.9999999998912198,2021-01-31,6m
2,eakf_model2,1.0878006041453511e-10,2021-01-31,6m
3,eakf_model3,3.674461113785569e-27,2021-01-31,6m
0,arima,3.2479983268389386e-134,2021-02-28,1m
1,eakf_model1,2.8208836458837763e-11,2021-02-28,1m
2,eakf_model2,1.00059893755238e-16,2021-02-28,1m
3,eakf_model3,0.9999999999717912,2021-02-28,1m
0,arima,5.721129157871818e-94,2021-02-28,2m
1,eakf_model1,1.3641444552139013e-11,2021-02-28,2m
2,eakf_model2,6.617142316663523e-19,2021-02-28,2m
3,eakf_model3,0.999999999986358,2021-02-28,2m
0,arima,1.5479846465961779e-192,2021-02-28,3m
1,eakf_model1,7.04756108206968e-11,2021-02-28,3m
2,eakf_model2,2.752523292972452e-24,2021-02-28,3m
3,eakf_model3,0.9999999999295244,2021-02-28,3m
0,arima,0.0,2021-02-28,4m
1,eakf_model1,0.999999999193598,2021-02-28,4m
2,eakf_model2,4.038900138900205e-34,2021-02-28,4m
3,eakf_model3,8.064018953235298e-10,2021-02-28,4m
0,arima,8.916596432791792e-156,2021-02-28,5m
1,eakf_model1,0.9999999999418314,2021-02-28,5m
2,eakf_model2,5.5380539037446416e-11,2021-02-28,5m
3,eakf_model3,2.7884109104587125e-12,2021-02-28,5m
0,arima,2.850772356533553e-200,2021-02-28,6m
1,eakf_model1,0.9999999999044394,2021-02-28,6m
2,eakf_model2,9.556090665318052e-11,2021-02-28,6m
3,eakf_model3,4.360426934982287e-24,2021-02-28,6m
0,arima,2.5649988065551385e-134,2021-03-31,1m
1,eakf_model1,2.919091305684567e-11,2021-03-31,1m
2,eakf_model2,8.842552794686543e-17,2021-03-31,1m
3,eakf_model3,0.9999999999708092,2021-03-31,1m
0,arima,8.505488068401244e-93,2021-03-31,2m
1,eakf_model1,1.3708878602415578e-11,2021-03-31,2m
2,eakf_model2,1.0778163583090545e-18,2021-03-31,2m
3,eakf_model3,0.999999999986291,2021-03-31,2m
0,arima,2.9719339929897977e-175,2021-03-31,3m
1,eakf_model1,5.846986356355109e-11,2021-03-31,3m
2,eakf_model2,3.8879445034031145e-22,2021-03-31,3m
3,eakf_model3,0.99999999994153,2021-03-31,3m
0,arima,0.0,2021-03-31,4m
