,model_name,weigth,date_forecast,forecast_window,past_months
3,eakf_model3,0.9999999996034404,2013-06-30,4m,4
4,sarima,3.299732950900901e-114,2013-06-30,4m,4
0,arima,2.5534720043464877e-132,2013-06-30,5m,4
1,eakf_model1,0.9999999997559876,2013-06-30,5m,4
2,eakf_model2,1.1091013347206291e-27,2013-06-30,5m,4
3,eakf_model3,2.440123744683819e-10,2013-06-30,5m,4
4,sarima,2.887336590980057e-104,2013-06-30,5m,4
0,arima,4e-323,2013-06-30,6m,4
1,eakf_model1,6.4388799839047325e-09,2013-06-30,6m,4
2,eakf_model2,0.99999999356112,2013-06-30,6m,4
3,eakf_model3,1.8022052183464368e-96,2013-06-30,6m,4
4,sarima,4e-323,2013-06-30,6m,4
0,arima,0.0,2013-07-31,1m,4
1,eakf_model1,4.813734663967894e-09,2013-07-31,1m,4
2,eakf_model2,2.831271685768329e-117,2013-07-31,1m,4
3,eakf_model3,0.9999999951862654,2013-07-31,1m,4
4,sarima,2e-323,2013-07-31,1m,4
0,arima,2e-323,2013-07-31,2m,4
1,eakf_model1,0.999999997990716,2013-07-31,2m,4
2,eakf_model2,2.624015377912508e-57,2013-07-31,2m,4
3,eakf_model3,2.009283852649515e-09,2013-07-31,2m,4
4,sarima,4e-323,2013-07-31,2m,4
0,arima,7.507839438008259e-190,2013-07-31,3m,4
1,eakf_model1,0.9999999997037908,2013-07-31,3m,4
2,eakf_model2,1.0735776879823269e-33,2013-07-31,3m,4
3,eakf_model3,2.9620897556204006e-10,2013-07-31,3m,4
4,sarima,5.987375797276595e-143,2013-07-31,3m,4
0,arima,4.905035469478818e-296,2013-07-31,4m,4
1,eakf_model1,1.1946751194729863e-09,2013-07-31,4m,4
2,eakf_model2,8.70607455232892e-90,2013-07-31,4m,4
3,eakf_model3,0.9999999988053248,2013-07-31,4m,4
4,sarima,3.619567842394521e-233,2013-07-31,4m,4
0,arima,4e-323,2013-07-31,5m,4
1,eakf_model1,0.3222738860879032,2013-07-31,5m,4
2,eakf_model2,8e-323,2013-07-31,5m,4
3,eakf_model3,0.6777261139120967,2013-07-31,5m,4
4,sarima,4e-323,2013-07-31,5m,4
0,arima,5.071878690570146e-199,2013-07-31,6m,4
1,eakf_model1,0.999999999479095,2013-07-31,6m,4
2,eakf_model2,5.178458412830935e-31,2013-07-31,6m,4
3,eakf_model3,5.209049852076583e-10,2013-07-31,6m,4
4,sarima,1.0786001223099096e-158,2013-07-31,6m,4
0,arima,0.0,2013-08-31,1m,4
1,eakf_model1,0.9999999969392456,2013-08-31,1m,4
2,eakf_model2,8.11775532892484e-109,2013-08-31,1m,4
3,eakf_model3,3.060754539958621e-09,2013-08-31,1m,4
4,sarima,2e-323,2013-08-31,1m,4
0,arima,5.15843126745457e-230,2013-08-31,2m,4
1,eakf_model1,0.999999999889182,2013-08-31,2m,4
2,eakf_model2,1.327693164851433e-18,2013-08-31,2m,4
3,eakf_model3,1.1081784353565236e-10,2013-08-31,2m,4
4,sarima,1.5464151312324976e-171,2013-08-31,2m,4
0,arima,7.177338678959459e-135,2013-08-31,3m,4
1,eakf_model1,0.9999999999434316,2013-08-31,3m,4
2,eakf_model2,5.6113100856894265e-11,2013-08-31,3m,4
3,eakf_model3,4.552421477482413e-13,2013-08-31,3m,4
4,sarima,1.6369242330765185e-96,2013-08-31,3m,4
0,arima,3.368792604802591e-139,2013-08-31,4m,4
1,eakf_model1,0.9999999999085812,2013-08-31,4m,4
2,eakf_model2,1.192939710189729e-19,2013-08-31,4m,4
3,eakf_model3,9.141864911296552e-11,2013-08-31,4m,4
4,sarima,1.024071063708452e-101,2013-08-31,4m,4
0,arima,2e-323,2013-08-31,5m,4
1,eakf_model1,3.443803603505064e-09,2013-08-31,5m,4
2,eakf_model2,4.142670487919759e-153,2013-08-31,5m,4
3,eakf_model3,0.9999999965561964,2013-08-31,5m,4
4,sarima,4e-323,2013-08-31,5m,4
0,arima,1.5428788933224802e-223,2013-08-31,6m,4
1,eakf_model1,4.6521293873515234e-10,2013-08-31,6m,4
2,eakf_model2,7.077925498406904e-74,2013-08-31,6m,4
3,eakf_model3,0.999999999534787,2013-08-31,6m,4
4,sarima,3.5886605176625336e-176,2013-08-31,6m,4
0,arima,0.0,2013-09-30,1m,4
1,eakf_model1,0.9999999979241704,2013-09-30,1m,4
2,eakf_model2,1.541307192918184e-124,2013-09-30,1m,4
3,eakf_model3,2.075829720384099e-09,2013-09-30,1m,4
4,sarima,2e-323,2013-09-30,1m,4
0,arima,4.12503083663529e-301,2013-09-30,2m,4
1,eakf_model1,0.9999999998726766,2013-09-30,2m,4
2,eakf_model2,2.0687356911203488e-26,2013-09-30,2m,4
3,eakf_model3,1.273233213126699e-10,2013-09-30,2m,4
4,sarima,3.601508041776358e-200,2013-09-30,2m,4
0,arima,3.719088810945717e-139,2013-09-30,3m,4
1,eakf_model1,0.9999999999741452,2013-09-30,3m,4
2,eakf_model2,8.40980195109555e-12,2013-09-30,3m,4
3,eakf_model3,1.7445187064394514e-11,2013-09-30,3m,4
4,sarima,5.230262995875933e-96,2013-09-30,3m,4
0,arima,1.0853711870709446e-127,2013-09-30,4m,4
1,eakf_model1,0.999999999965846,2013-09-30,4m,4
2,eakf_model2,3.155392688288054e-11,2013-09-30,4m,4
3,eakf_model3,2.600179963096145e-12,2013-09-30,4m,4
4,sarima,2.721712532851341e-87,2013-09-30,4m,4
0,arima,1.1793744201196206e-197,2013-09-30,5m,4
1,eakf_model1,0.9999999998600764,2013-09-30,5m,4
2,eakf_model2,1.221602904253863e-27,2013-09-30,5m,4
3,eakf_model3,1.3992350718089495e-10,2013-09-30,5m,4
4,sarima,1.631711813598472e-138,2013-09-30,5m,4
0,arima,4.0392482839130126e-235,2013-09-30,6m,4
1,eakf_model1,2.85477607703216e-10,2013-09-30,6m,4
2,eakf_model2,1.6636843987026114e-60,2013-09-30,6m,4
3,eakf_model3,0.9999999997145224,2013-09-30,6m,4
4,sarima,6.557866840777507e-176,2013-09-30,6m,4
0,arima,0.0,2013-10-31,1m,4
1,eakf_model1,1.1789150254022434e-09,2013-10-31,1m,4
2,eakf_model2,5.685922000097616e-178,2013-10-31,1m,4
3,eakf_model3,0.9999999988210848,2013-10-31,1m,4
4,sarima,2e-323,2013-10-31,1m,4
0,arima,0.0,2013-10-31,2m,4
1,eakf_model1,0.9999999996734724,2013-10-31,2m,4
2,eakf_model2,1.8746287473863124e-61,2013-10-31,2m,4
3,eakf_model3,3.265274273935145e-10,2013-10-31,2m,4
4,sarima,5.500526236252991e-271,2013-10-31,2m,4
0,arima,3.624627436236896e-180,2013-10-31,3m,4
1,eakf_model1,0.9999999999631866,2013-10-31,3m,4
2,eakf_model2,1.7071582868407467e-19,2013-10-31,3m,4
3,eakf_model3,3.681339941678277e-11,2013-10-31,3m,4
4,sarima,9.908902960673749e-107,2013-10-31,3m,4
0,arima,1.1152603204185257e-139,2013-10-31,4m,4
1,eakf_model1,0.9999999999762266,2013-10-31,4m,4
2,eakf_model2,2.782873653377785e-18,2013-10-31,4m,4
3,eakf_model3,2.3773386893369417e-11,2013-10-31,4m,4
4,sarima,4.074722396153003e-88,2013-10-31,4m,4
0,arima,1.2821552538942333e-197,2013-10-31,5m,4
1,eakf_model1,0.9999999999222918,2013-10-31,5m,4
2,eakf_model2,1.63808454580691e-21,2013-10-31,5m,4
3,eakf_model3,7.770815212860977e-11,2013-10-31,5m,4
4,sarima,3.144493101290421e-125,2013-10-31,5m,4
0,arima,0.0,2013-10-31,6m,4
1,eakf_model1,0.9999999979134262,2013-10-31,6m,4
2,eakf_model2,1.1637107311164084e-116,2013-10-31,6m,4
3,eakf_model3,2.0865737732139087e-09,2013-10-31,6m,4
4,sarima,4e-323,2013-10-31,6m,4
0,arima,1.1747013696611172e-203,2013-11-30,1m,4
1,eakf_model1,0.9999999999109586,2013-11-30,1m,4
2,eakf_model2,2.1045881771459374e-45,2013-11-30,1m,4
3,eakf_model3,8.904149015619025e-11,2013-11-30,1m,4
4,sarima,5.506227160648377e-119,2013-11-30,1m,4
0,arima,0.0,2013-11-30,2m,4
1,eakf_model1,0.9999999992984095,2013-11-30,2m,4
2,eakf_model2,9.681215239877949e-84,2013-11-30,2m,4
3,eakf_model3,7.015904294530212e-10,2013-11-30,2m,4
4,sarima,7.40193250796e-313,2013-11-30,2m,4
0,arima,1.0195087608919026e-257,2013-11-30,3m,4
1,eakf_model1,0.999999999899572,2013-11-30,3m,4
2,eakf_model2,2.3424074403455192e-32,2013-11-30,3m,4
3,eakf_model3,1.004279013933269e-10,2013-11-30,3m,4
4,sarima,3.215227178932209e-146,2013-11-30,3m,4
0,arima,7.20988492643781e-209,2013-11-30,4m,4
1,eakf_model1,0.9999999999455288,2013-11-30,4m,4
2,eakf_model2,7.00307718915098e-24,2013-11-30,4m,4
3,eakf_model3,5.4471369432443125e-11,2013-11-30,4m,4
4,sarima,1.3927437299438689e-118,2013-11-30,4m,4
0,arima,1.2389060372867113e-201,2013-11-30,5m,4
1,eakf_model1,0.999999999943412,2013-11-30,5m,4
2,eakf_model2,3.0824002659033454e-21,2013-11-30,5m,4
3,eakf_model3,5.6587970580383367e-11,2013-11-30,5m,4
4,sarima,1.3174264172790755e-120,2013-11-30,5m,4
0,arima,1.2341485120248963e-226,2013-11-30,6m,4
1,eakf_model1,0.9999999999049792,2013-11-30,6m,4
2,eakf_model2,9.140750359773684e-24,2013-11-30,6m,4
3,eakf_model3,9.502089211877089e-11,2013-11-30,6m,4
4,sarima,6.0982536946038925e-139,2013-11-30,6m,4
0,arima,3.6992998162547467e-134,2013-12-31,1m,4
1,eakf_model1,0.9999999999651652,2013-12-31,1m,4
2,eakf_model2,7.417877087275616e-21,2013-12-31,1m,4
3,eakf_model3,3.4834889389672866e-11,2013-12-31,1m,4
4,sarima,6.6873913055420055e-93,2013-12-31,1m,4
0,arima,3.857092232813198e-153,2013-12-31,2m,4
1,eakf_model1,0.9999999999489276,2013-12-31,2m,4
2,eakf_model2,1.1101949721749791e-16,2013-12-31,2m,4
3,eakf_model3,5.1072369949161967e-11,2013-12-31,2m,4
4,sarima,5.888267699315654e-89,2013-12-31,2m,4
0,arima,7.19262080740516e-289,2013-12-31,3m,4
1,eakf_model1,0.999999999844037,2013-12-31,3m,4
2,eakf_model2,7.393741921330882e-30,2013-12-31,3m,4
3,eakf_model3,1.5596309130753715e-10,2013-12-31,3m,4
4,sarima,7.200361255708009e-166,2013-12-31,3m,4
0,arima,2e-323,2013-12-31,4m,4
1,eakf_model1,0.9999999997644652,2013-12-31,4m,4
2,eakf_model2,7.364361195516113e-40,2013-12-31,4m,4
3,eakf_model3,2.3553476978330816e-10,2013-12-31,4m,4
4,sarima,4.871898575356615e-215,2013-12-31,4m,4
0,arima,2.0263274773844587e-274,2013-12-31,5m,4
1,eakf_model1,0.999999999896422,2013-12-31,5m,4
2,eakf_model2,2.4481926831107125e-21,2013-12-31,5m,4
3,eakf_model3,1.0357794967988356e-10,2013-12-31,5m,4
4,sarima,1.3688579769012324e-156,2013-12-31,5m,4
0,arima,2.4735431641476624e-177,2013-12-31,6m,4
1,eakf_model1,0.999999999959984,2013-12-31,6m,4
2,eakf_model2,1.3670770491343728e-16,2013-12-31,6m,4
3,eakf_model3,4.0015787028215886e-11,2013-12-31,6m,4
4,sarima,1.6627021435686215e-106,2013-12-31,6m,4
0,arima,1.5991557511608172e-154,2014-01-31,1m,4
1,eakf_model1,0.9999999999491934,2014-01-31,1m,4
2,eakf_model2,1.3355153931378434e-23,2014-01-31,1m,4
3,eakf_model3,5.0806564901884965e-11,2014-01-31,1m,4
4,sarima,1.2475891653731154e-117,2014-01-31,1m,4
0,arima,7.884889850377308e-186,2014-01-31,2m,4
1,eakf_model1,0.9999999999189708,2014-01-31,2m,4
2,eakf_model2,8.102832873636039e-11,2014-01-31,2m,4
3,eakf_model3,8.82902780964213e-16,2014-01-31,2m,4
4,sarima,8.342971541859986e-130,2014-01-31,2m,4
0,arima,6.095133382797619e-186,2014-01-31,3m,4
1,eakf_model1,0.9999999999219212,2014-01-31,3m,4
2,eakf_model2,7.799505270792777e-11,2014-01-31,3m,4
3,eakf_model3,8.349418055676669e-14,2014-01-31,3m,4
4,sarima,2.184919316114501e-116,2014-01-31,3m,4
0,arima,2e-323,2014-01-31,4m,4
1,eakf_model1,0.999999999695583,2014-01-31,4m,4
2,eakf_model2,6.629511036012967e-35,2014-01-31,4m,4
3,eakf_model3,3.0441704123958946e-10,2014-01-31,4m,4
4,sarima,3.4560495043876215e-235,2014-01-31,4m,4
0,arima,2e-323,2014-01-31,5m,4
1,eakf_model1,0.9999999996009308,2014-01-31,5m,4
2,eakf_model2,3.523985596457869e-34,2014-01-31,5m,4
3,eakf_model3,3.9906919254137766e-10,2014-01-31,5m,4
4,sarima,1.146670177500596e-279,2014-01-31,5m,4
0,arima,5.077585688165602e-198,2014-01-31,6m,4
1,eakf_model1,0.9999999999521784,2014-01-31,6m,4
2,eakf_model2,2.375495063963995e-15,2014-01-31,6m,4
3,eakf_model3,4.781926512733217e-11,2014-01-31,6m,4
4,sarima,6.916676904150257e-117,2014-01-31,6m,4
0,arima,9.857431143463224e-71,2014-02-28,1m,4
1,eakf_model1,0.9999999999882216,2014-02-28,1m,4
2,eakf_model2,1.175349393879493e-11,2014-02-28,1m,4
3,eakf_model3,2.4927902211784405e-14,2014-02-28,1m,4
4,sarima,6.6175842727511564e-68,2014-02-28,1m,4
0,arima,9.97807654898474e-148,2014-02-28,2m,4
1,eakf_model1,0.9999999999481322,2014-02-28,2m,4
2,eakf_model2,5.0806850661350495e-11,2014-02-28,2m,4
3,eakf_model3,1.060948096859269e-12,2014-02-28,2m,4
4,sarima,1.4313437187797523e-124,2014-02-28,2m,4
0,arima,2e-323,2014-02-28,3m,4
1,eakf_model1,1.4393036441438267e-09,2014-02-28,3m,4
2,eakf_model2,0.9999999985606962,2014-02-28,3m,4
3,eakf_model3,1.2666309198319804e-56,2014-02-28,3m,4
4,sarima,2e-323,2014-02-28,3m,4
0,arima,2e-323,2014-02-28,4m,4
1,eakf_model1,1.6541577324835723e-08,2014-02-28,4m,4
2,eakf_model2,0.9999999834584226,2014-02-28,4m,4
3,eakf_model3,3.820986665610151e-127,2014-02-28,4m,4
4,sarima,4e-323,2014-02-28,4m,4
0,arima,2e-323,2014-02-28,5m,4
1,eakf_model1,0.9999999992523304,2014-02-28,5m,4
2,eakf_model2,7.476696081658029e-10,2014-02-28,5m,4
3,eakf_model3,2.2085887941891948e-29,2014-02-28,5m,4
4,sarima,4e-323,2014-02-28,5m,4
0,arima,3.1899343884664506e-247,2014-02-28,6m,4
1,eakf_model1,0.9999999999028866,2014-02-28,6m,4
2,eakf_model2,9.711342315858887e-11,2014-02-28,6m,4
3,eakf_model3,2.1942480023292743e-18,2014-02-28,6m,4
4,sarima,3.585346703711994e-158,2014-02-28,6m,4
0,arima,1.3282096484426879e-76,2014-03-31,1m,4
1,eakf_model1,0.999999999989944,2014-03-31,1m,4
2,eakf_model2,2.7126982732319225e-15,2014-03-31,1m,4
3,eakf_model3,1.005326395630472e-11,2014-03-31,1m,4
4,sarima,1.1356609931781528e-76,2014-03-31,1m,4
0,arima,2.8005169395967626e-93,2014-03-31,2m,4
1,eakf_model1,0.9999999999827378,2014-03-31,2m,4
2,eakf_model2,4.3792910650578784e-14,2014-03-31,2m,4
3,eakf_model3,1.7218480163601463e-11,2014-03-31,2m,4
4,sarima,1.4268477010472807e-88,2014-03-31,2m,4
0,arima,1.5504191614220572e-294,2014-03-31,3m,4
1,eakf_model1,0.9999999997835802,2014-03-31,3m,4
2,eakf_model2,2.1641971575691057e-10,2014-03-31,3m,4
3,eakf_model3,1.310458505672563e-20,2014-03-31,3m,4
4,sarima,6.213281890922076e-257,2014-03-31,3m,4
0,arima,1.1149179059048722e-293,2014-03-31,4m,4
1,eakf_model1,1.8618624070006863e-10,2014-03-31,4m,4
2,eakf_model2,0.9999999998138138,2014-03-31,4m,4
3,eakf_model3,6.821057012457881e-31,2014-03-31,4m,4
4,sarima,1.5230671837212784e-238,2014-03-31,4m,4
0,arima,2e-323,2014-03-31,5m,4
1,eakf_model1,2.2778348602358108e-10,2014-03-31,5m,4
2,eakf_model2,0.9999999997722164,2014-03-31,5m,4
3,eakf_model3,4.147887650280848e-38,2014-03-31,5m,4
4,sarima,3.2806382965076346e-246,2014-03-31,5m,4
0,arima,2e-323,2014-03-31,6m,4
1,eakf_model1,0.999999994792667,2014-03-31,6m,4
2,eakf_model2,5.207333004575813e-09,2014-03-31,6m,4
3,eakf_model3,3.35759176314445e-148,2014-03-31,6m,4
4,sarima,4e-323,2014-03-31,6m,4
0,arima,8.27268615920459e-227,2014-04-30,1m,4
1,eakf_model1,0.9999999999145428,2014-04-30,1m,4
2,eakf_model2,1.0836029975446113e-32,2014-04-30,1m,4
3,eakf_model3,8.545731636986179e-11,2014-04-30,1m,4
4,sarima,2.2456921550847233e-248,2014-04-30,1m,4
0,arima,5.907891147183481e-149,2014-04-30,2m,4
1,eakf_model1,0.999999999968582,2014-04-30,2m,4
2,eakf_model2,3.68423347526227e-23,2014-04-30,2m,4
3,eakf_model3,3.141813614543713e-11,2014-04-30,2m,4
4,sarima,3.877100774113835e-151,2014-04-30,2m,4
0,arima,4.549400244587351e-125,2014-04-30,3m,4
1,eakf_model1,0.9999999999725386,2014-04-30,3m,4
2,eakf_model2,1.1007172071740857e-12,2014-04-30,3m,4
3,eakf_model3,2.6360718357080184e-11,2014-04-30,3m,4
4,sarima,2.8058583768129817e-122,2014-04-30,3m,4
0,arima,2e-323,2014-04-30,4m,4
1,eakf_model1,0.9999999921590924,2014-04-30,4m,4
2,eakf_model2,7.840907551044223e-09,2014-04-30,4m,4
3,eakf_model3,1.5665736303074225e-96,2014-04-30,4m,4
4,sarima,2e-323,2014-04-30,4m,4
0,arima,1.3781358553721958e-255,2014-04-30,5m,4
1,eakf_model1,1.1645561424185695e-10,2014-04-30,5m,4
2,eakf_model2,0.9999999998835444,2014-04-30,5m,4
3,eakf_model3,1.1138648179378839e-32,2014-04-30,5m,4
4,sarima,5.350322486700097e-218,2014-04-30,5m,4
0,arima,2e-323,2014-04-30,6m,4
1,eakf_model1,4.44925657968814e-10,2014-04-30,6m,4
2,eakf_model2,0.9999999995550743,2014-04-30,6m,4
3,eakf_model3,2.510621805457536e-67,2014-04-30,6m,4
4,sarima,4e-323,2014-04-30,6m,4
0,arima,0.0,2014-05-31,1m,4
1,eakf_model1,0.999999999497817,2014-05-31,1m,4
2,eakf_model2,1.5024433193492999e-32,2014-05-31,1m,4
3,eakf_model3,5.021829694161721e-10,2014-05-31,1m,4
4,sarima,0.0,2014-05-31,1m,4
0,arima,0.0,2014-05-31,2m,4
1,eakf_model1,1.5262380497471227e-09,2014-05-31,2m,4
2,eakf_model2,6.982579444647135e-86,2014-05-31,2m,4
3,eakf_model3,0.999999998473762,2014-05-31,2m,4
4,sarima,0.0,2014-05-31,2m,4
0,arima,9.274568776045053e-239,2014-05-31,3m,4
1,eakf_model1,0.999999999917445,2014-05-31,3m,4
2,eakf_model2,2.445626110722445e-21,2014-05-31,3m,4
3,eakf_model3,8.255496963875552e-11,2014-05-31,3m,4
4,sarima,7.835142806137721e-235,2014-05-31,3m,4
0,arima,6.204079236793928e-245,2014-05-31,4m,4
1,eakf_model1,0.9999999998875918,2014-05-31,4m,4
2,eakf_model2,1.1240792562673968e-10,2014-05-31,4m,4
3,eakf_model3,2.94545016810735e-16,2014-05-31,4m,4
4,sarima,1.217417750321104e-236,2014-05-31,4m,4
0,arima,2e-323,2014-05-31,5m,4
1,eakf_model1,7.94287182448717e-10,2014-05-31,5m,4
2,eakf_model2,0.9999999992057128,2014-05-31,5m,4
3,eakf_model3,8.012318770456184e-55,2014-05-31,5m,4
4,sarima,2e-323,2014-05-31,5m,4
0,arima,2e-323,2014-05-31,6m,4
1,eakf_model1,2.0564034391851996e-10,2014-05-31,6m,4
2,eakf_model2,0.9999999997943596,2014-05-31,6m,4
3,eakf_model3,7.467574886720239e-49,2014-05-31,6m,4
4,sarima,3.837901559465759e-296,2014-05-31,6m,4
0,arima,0.0,2014-06-30,1m,4
1,eakf_model1,0.9999999990546294,2014-06-30,1m,4
2,eakf_model2,3.9571792598451925e-24,2014-06-30,1m,4
3,eakf_model3,9.45370579066383e-10,2014-06-30,1m,4
4,sarima,0.0,2014-06-30,1m,4
0,arima,1.710157196e-315,2014-06-30,2m,4
1,eakf_model1,1.031734988808412e-10,2014-06-30,2m,4
2,eakf_model2,6.273864185645445e-14,2014-06-30,2m,4
3,eakf_model3,0.9999999998967636,2014-06-30,2m,4
4,sarima,4.38700465280624e-287,2014-06-30,2m,4
0,arima,0.0,2014-06-30,3m,4
1,eakf_model1,5.341069687005751e-10,2014-06-30,3m,4
2,eakf_model2,4.5304445583757225e-49,2014-06-30,3m,4
3,eakf_model3,0.999999999465893,2014-06-30,3m,4
4,sarima,2e-323,2014-06-30,3m,4
0,arima,0.0,2014-06-30,4m,4
1,eakf_model1,0.9999999996933008,2014-06-30,4m,4
2,eakf_model2,1.2300293232138257e-19,2014-06-30,4m,4
3,eakf_model3,3.0669924310979147e-10,2014-06-30,4m,4
4,sarima,2e-323,2014-06-30,4m,4
0,arima,5.992178827885545e-287,2014-06-30,5m,4
1,eakf_model1,0.999999999873208,2014-06-30,5m,4
2,eakf_model2,1.2679204026198128e-10,2014-06-30,5m,4
3,eakf_model3,1.775389829976352e-17,2014-06-30,5m,4
4,sarima,7.812096779064209e-271,2014-06-30,5m,4
0,arima,2e-323,2014-06-30,6m,4
1,eakf_model1,0.9999999897906332,2014-06-30,6m,4
2,eakf_model2,1.0209366771806669e-08,2014-06-30,6m,4
3,eakf_model3,6.427378617667029e-167,2014-06-30,6m,4
4,sarima,2e-323,2014-06-30,6m,4
0,arima,0.0,2014-07-31,1m,4
1,eakf_model1,5.713527907749191e-32,2014-07-31,1m,4
2,eakf_model2,7.191076247233586e-10,2014-07-31,1m,4
3,eakf_model3,0.9999999992808924,2014-07-31,1m,4
4,sarima,0.0,2014-07-31,1m,4
0,arima,0.0,2014-07-31,2m,4
1,eakf_model1,2.6939882390656893e-47,2014-07-31,2m,4
2,eakf_model2,4.975947498857566e-10,2014-07-31,2m,4
3,eakf_model3,0.9999999995024051,2014-07-31,2m,4
4,sarima,0.0,2014-07-31,2m,4
0,arima,0.0,2014-07-31,3m,4
1,eakf_model1,2.418603320021161e-25,2014-07-31,3m,4
2,eakf_model2,4.1938157712238605e-10,2014-07-31,3m,4
3,eakf_model3,0.9999999995806184,2014-07-31,3m,4
4,sarima,2e-323,2014-07-31,3m,4
0,arima,0.0,2014-07-31,4m,4
1,eakf_model1,1.2301023466687571e-10,2014-07-31,4m,4
2,eakf_model2,1.4597936730223937e-17,2014-07-31,4m,4
3,eakf_model3,0.9999999998769896,2014-07-31,4m,4
4,sarima,1.4284648039678587e-290,2014-07-31,4m,4
0,arima,2e-323,2014-07-31,5m,4
1,eakf_model1,0.9999999934601118,2014-07-31,5m,4
2,eakf_model2,4.5555780883761946e-82,2014-07-31,5m,4
3,eakf_model3,6.539888082666743e-09,2014-07-31,5m,4
4,sarima,2e-323,2014-07-31,5m,4
0,arima,1.7559989086824675e-294,2014-07-31,6m,4
1,eakf_model1,0.9999999998699518,2014-07-31,6m,4
2,eakf_model2,7.031955649551024e-17,2014-07-31,6m,4
3,eakf_model3,1.3004813094244234e-10,2014-07-31,6m,4
4,sarima,5.2463640242255215e-267,2014-07-31,6m,4
0,arima,5.3859307784382906e-235,2014-08-31,1m,4
1,eakf_model1,6.816584414267657e-11,2014-08-31,1m,4
2,eakf_model2,3.0706539502658134e-15,2014-08-31,1m,4
3,eakf_model3,0.9999999999318312,2014-08-31,1m,4
4,sarima,5.547538025782062e-193,2014-08-31,1m,4
0,arima,1.09281980339e-312,2014-08-31,2m,4
1,eakf_model1,8.730559005562283e-35,2014-08-31,2m,4
2,eakf_model2,1.0551919645855974e-10,2014-08-31,2m,4
3,eakf_model3,0.9999999998944809,2014-08-31,2m,4
4,sarima,4.092344222091803e-222,2014-08-31,2m,4
0,arima,0.0,2014-08-31,3m,4
1,eakf_model1,1.2786254329823102e-97,2014-08-31,3m,4
2,eakf_model2,1.6120515523715751e-09,2014-08-31,3m,4
3,eakf_model3,0.9999999983879484,2014-08-31,3m,4
4,sarima,2e-323,2014-08-31,3m,4
0,arima,0.0,2014-08-31,4m,4
1,eakf_model1,1.707833928615691e-80,2014-08-31,4m,4
2,eakf_model2,3.348121059550972e-09,2014-08-31,4m,4
3,eakf_model3,0.999999996651879,2014-08-31,4m,4
4,sarima,2e-323,2014-08-31,4m,4
0,arima,1.4952697419095868e-206,2014-08-31,5m,4
1,eakf_model1,4.0320673443692136e-11,2014-08-31,5m,4
2,eakf_model2,1.4693260525291442e-12,2014-08-31,5m,4
3,eakf_model3,0.99999999995821,2014-08-31,5m,4
4,sarima,1.3301305549038724e-170,2014-08-31,5m,4
0,arima,2e-323,2014-08-31,6m,4
1,eakf_model1,3.188220092502857e-10,2014-08-31,6m,4
2,eakf_model2,9.123137205210576e-36,2014-08-31,6m,4
3,eakf_model3,0.999999999681178,2014-08-31,6m,4
4,sarima,2e-323,2014-08-31,6m,4
0,arima,5.38907899316737e-169,2014-09-30,1m,4
1,eakf_model1,4.643211382270605e-11,2014-09-30,1m,4
2,eakf_model2,4.9038283911034896e-21,2014-09-30,1m,4
3,eakf_model3,0.9999999999535678,2014-09-30,1m,4
4,sarima,8.602907119615438e-142,2014-09-30,1m,4
0,arima,2.281098452206656e-134,2014-09-30,2m,4
1,eakf_model1,2.21091399998258e-11,2014-09-30,2m,4
2,eakf_model2,2.175595019958038e-13,2014-09-30,2m,4
3,eakf_model3,0.9999999999776732,2014-09-30,2m,4
4,sarima,4.2930965344828886e-96,2014-09-30,2m,4
0,arima,8.608920111350608e-234,2014-09-30,3m,4
1,eakf_model1,4.720108985977734e-27,2014-09-30,3m,4
2,eakf_model2,6.748142129146374e-11,2014-09-30,3m,4
3,eakf_model3,0.9999999999325184,2014-09-30,3m,4
4,sarima,1.8648066483052044e-155,2014-09-30,3m,4
0,arima,0.0,2014-09-30,4m,4
1,eakf_model1,3.154020942627824e-159,2014-09-30,4m,4
2,eakf_model2,4.238476926457482e-09,2014-09-30,4m,4
3,eakf_model3,0.9999999957615232,2014-09-30,4m,4
4,sarima,2e-323,2014-09-30,4m,4
0,arima,0.0,2014-09-30,5m,4
1,eakf_model1,2.045449224144577e-30,2014-09-30,5m,4
2,eakf_model2,1.5600411722719379e-10,2014-09-30,5m,4
3,eakf_model3,0.999999999843996,2014-09-30,5m,4
4,sarima,2.2398420514621887e-267,2014-09-30,5m,4
0,arima,3.633014774829946e-143,2014-09-30,6m,4
1,eakf_model1,1.11205482952322e-11,2014-09-30,6m,4
2,eakf_model2,5.49430793161571e-12,2014-09-30,6m,4
3,eakf_model3,0.9999999999833852,2014-09-30,6m,4
4,sarima,2.931722687518754e-113,2014-09-30,6m,4
0,arima,5.707237085232392e-58,2014-10-31,1m,4
1,eakf_model1,1.6573749082191546e-12,2014-10-31,1m,4
2,eakf_model2,3.128319147723189e-12,2014-10-31,1m,4
3,eakf_model3,0.9999999999952144,2014-10-31,1m,4
4,sarima,2.1113275214512766e-47,2014-10-31,1m,4
0,arima,1.5997781698750624e-105,2014-10-31,2m,4
1,eakf_model1,1.8511688266781197e-11,2014-10-31,2m,4
2,eakf_model2,1.8966405165454599e-16,2014-10-31,2m,4
3,eakf_model3,0.999999999981488,2014-10-31,2m,4
4,sarima,4.614114464830274e-73,2014-10-31,2m,4
0,arima,6.178742498328339e-125,2014-10-31,3m,4
1,eakf_model1,2.419333220820722e-11,2014-10-31,3m,4
